date,time,day_of_week,type,entry,stop_loss,distance,max_profit,reward_risk
2016.09.07,14:30,Wednesday,Buy,1349.58,1345.48,4.1,-0.43,SL
2016.09.08,10:30,Thursday,Buy,1347.91,1346.24,1.67,-0.18,SL
2016.09.08,22:30,Thursday,Buy,1337.82,1336.34,1.48,-0.16,SL
2016.09.09,02:30,Friday,Buy,1338.39,1336.0,2.39,-0.25,SL
2016.09.09,10:30,Friday,Sell,1335.75,1338.43,2.68,0.29,1
2016.09.09,18:30,Friday,Buy,1331.96,1330.17,1.79,-0.19,SL
2016.09.12,06:30,Monday,Buy,1329.44,1325.38,4.06,-0.44,SL
2016.09.12,10:30,Monday,Sell,1327.01,1330.26,3.25,0.35,1
2016.09.12,22:30,Monday,Buy,1327.69,1326.43,1.26,0.14,1
2016.09.13,06:30,Tuesday,Sell,1328.99,1332.09,3.1,0.33,1
2016.09.13,10:30,Tuesday,Sell,1328.54,1331.15,2.61,0.28,1
2016.09.13,22:30,Tuesday,Sell,1318.13,1321.2,3.07,-0.33,SL
2016.09.14,06:30,Wednesday,Buy,1321.88,1317.37,4.51,-0.49,SL
2016.09.14,22:30,Wednesday,Sell,1322.09,1324.75,2.66,-0.29,SL
2016.09.15,02:30,Thursday,Buy,1325.12,1321.41,3.71,-0.4,SL
2016.09.15,10:30,Thursday,Sell,1321.13,1322.28,1.15,-0.12,SL
2016.09.16,02:30,Friday,Buy,1314.66,1313.73,0.93,-0.1,SL
2016.09.16,06:30,Friday,Buy,1314.94,1312.76,2.18,-0.24,SL
2016.09.16,22:30,Friday,Buy,1310.06,1306.53,3.53,0.38,1
2016.09.19,02:30,Monday,Buy,1314.63,1309.16,5.47,-0.59,SL
2016.09.20,02:30,Tuesday,Buy,1315.8,1311.98,3.82,-0.41,SL
2016.09.20,06:30,Tuesday,Buy,1315.91,1315.11,0.8,-0.09,SL
2016.09.20,10:30,Tuesday,Sell,1314.73,1317.95,3.22,-0.35,SL
2016.09.20,14:30,Tuesday,Sell,1313.37,1316.2,2.83,-0.31,SL
2016.09.20,18:30,Tuesday,Buy,1314.23,1312.99,1.24,0.13,1
2016.09.20,22:30,Tuesday,Buy,1314.71,1313.53,1.18,0.13,1
2016.09.21,17:30,Wednesday,Buy,1326.57,1324.73,1.84,-0.2,SL
2016.09.22,09:30,Thursday,Buy,1332.56,1330.93,1.63,0.17,1
2016.09.22,21:30,Thursday,Sell,1336.45,1339.56,3.11,-0.33,SL
2016.09.23,05:30,Friday,Buy,1335.14,1333.52,1.62,0.17,1
2016.09.23,17:30,Friday,Sell,1337.02,1340.02,3.0,0.32,1
2016.09.23,21:30,Friday,Buy,1337.66,1335.82,1.84,-0.2,SL
2016.09.26,13:30,Monday,Buy,1341.12,1336.07,5.05,-0.54,SL
2016.09.26,21:30,Monday,Sell,1337.39,1340.21,2.82,0.3,1
2016.09.27,09:30,Tuesday,Buy,1336.96,1333.35,3.61,-0.38,SL
2016.09.28,05:30,Wednesday,Sell,1325.37,1326.2,0.83,0.09,1
2016.09.28,09:30,Wednesday,Sell,1324.6,1325.83,1.23,-0.13,SL
2016.09.28,21:30,Wednesday,Sell,1321.32,1324.2,2.88,-0.31,SL
2016.09.29,05:30,Thursday,Sell,1322.76,1325.88,3.12,0.34,1
2016.09.29,13:30,Thursday,Sell,1319.11,1322.07,2.96,-0.32,SL
2016.09.30,05:30,Friday,Sell,1323.54,1324.84,1.3,-0.14,SL
2016.09.30,09:30,Friday,Buy,1326.6,1322.59,4.01,-0.43,SL
2016.10.03,17:30,Monday,Sell,1311.28,1313.98,2.7,0.29,1
2016.10.04,05:30,Tuesday,Buy,1311.17,1307.6,3.57,-0.39,SL
2016.10.04,13:30,Tuesday,Sell,1284.5,1310.53,26.03,2.88,1
2016.10.05,05:30,Wednesday,Buy,1273.49,1271.53,1.96,-0.22,SL
2016.10.05,09:30,Wednesday,Buy,1274.05,1270.25,3.8,-0.42,SL
2016.10.06,05:30,Thursday,Sell,1265.16,1267.8,2.64,-0.3,SL
2016.10.06,21:30,Thursday,Buy,1254.49,1249.5,4.99,0.57,1
2016.10.10,05:30,Monday,Buy,1263.44,1258.11,5.33,-0.6,SL
2016.10.10,09:30,Monday,Sell,1262.2,1265.02,2.82,0.32,1
2016.10.10,13:30,Monday,Sell,1259.55,1262.79,3.24,0.37,1
2016.10.10,21:30,Monday,Buy,1259.53,1258.12,1.41,-0.16,SL
2016.10.12,05:30,Wednesday,Sell,1255.01,1257.9,2.89,-0.33,SL
2016.10.12,09:30,Wednesday,Buy,1255.82,1253.33,2.49,-0.28,SL
2016.10.12,21:30,Wednesday,Buy,1255.17,1250.44,4.73,0.54,1
2016.10.13,05:30,Thursday,Buy,1261.25,1256.05,5.2,-0.59,SL
2016.10.13,09:30,Thursday,Sell,1258.59,1261.25,2.66,-0.3,SL
2016.10.14,13:30,Friday,Sell,1251.58,1254.68,3.1,-0.35,SL
2016.10.14,21:30,Friday,Sell,1251.66,1254.91,3.25,-0.37,SL
2016.10.17,09:30,Monday,Sell,1253.63,1256.21,2.58,-0.29,SL
2016.10.17,21:30,Monday,Sell,1255.2,1256.53,1.33,-0.15,SL
2016.10.18,05:30,Tuesday,Sell,1257.91,1261.06,3.15,-0.36,SL
2016.10.18,09:30,Tuesday,Buy,1262.4,1257.56,4.84,-0.55,SL
2016.10.18,17:30,Tuesday,Buy,1261.79,1256.6,5.19,0.59,1
2016.10.18,21:30,Tuesday,Buy,1262.23,1260.95,1.28,0.14,1
2016.10.19,05:30,Wednesday,Sell,1261.51,1264.72,3.21,-0.36,SL
2016.10.19,13:30,Wednesday,Sell,1269.47,1272.42,2.95,-0.33,SL
2016.10.19,21:30,Wednesday,Buy,1269.07,1267.62,1.45,0.16,1
2016.10.20,05:30,Thursday,Sell,1270.0,1273.18,3.18,-0.36,SL
2016.10.20,09:30,Thursday,Sell,1269.66,1270.99,1.33,-0.15,SL
2016.10.20,13:30,Thursday,Buy,1271.6,1267.87,3.73,-0.42,SL
2016.10.21,05:30,Friday,Sell,1263.82,1264.78,0.96,-0.11,SL
2016.10.21,09:30,Friday,Buy,1264.53,1260.84,3.69,0.42,1
2016.10.21,21:30,Friday,Sell,1266.43,1267.81,1.38,0.16,1
2016.10.24,09:30,Monday,Buy,1266.36,1264.49,1.87,-0.21,SL
2016.10.24,21:30,Monday,Buy,1264.27,1262.34,1.93,-0.22,SL
2016.10.25,05:30,Tuesday,Buy,1266.8,1262.89,3.91,0.44,1
2016.10.25,13:30,Tuesday,Sell,1267.82,1271.09,3.27,-0.37,SL
2016.10.25,21:30,Tuesday,Sell,1273.44,1276.79,3.35,0.37,1
2016.10.26,05:30,Wednesday,Sell,1273.31,1276.21,2.9,0.32,1
2016.10.26,09:30,Wednesday,Buy,1274.86,1272.86,2.0,-0.22,SL
2016.10.26,13:30,Wednesday,Sell,1271.91,1274.95,3.04,0.34,1
2016.10.26,21:30,Wednesday,Sell,1266.42,1267.39,0.97,0.11,1
2016.10.27,09:30,Thursday,Buy,1269.88,1267.42,2.46,-0.28,SL
2016.10.27,17:30,Thursday,Buy,1269.41,1265.78,3.63,-0.41,SL
2016.10.28,13:30,Friday,Buy,1272.27,1261.18,11.09,1.24,1
2016.10.31,05:30,Monday,Buy,1277.61,1275.77,1.84,-0.21,SL
2016.10.31,21:30,Monday,Buy,1277.27,1273.3,3.97,0.44,1
2016.11.01,05:30,Tuesday,Buy,1279.63,1276.07,3.56,0.4,1
2016.11.01,09:30,Tuesday,Buy,1283.21,1278.05,5.16,0.57,1
2016.11.01,17:30,Tuesday,Sell,1288.31,1290.88,2.57,-0.28,SL
2016.11.02,17:30,Wednesday,Buy,1305.36,1300.42,4.94,-0.54,SL
2016.11.02,21:30,Wednesday,Sell,1296.08,1308.09,12.01,1.32,1
2016.11.03,05:30,Thursday,Buy,1303.22,1298.42,4.8,-0.52,SL
2016.11.04,21:30,Friday,Buy,1304.3,1300.4,3.9,-0.43,SL
2016.11.07,22:30,Monday,Buy,1281.68,1280.09,1.59,0.18,1
2016.11.09,02:30,Wednesday,Buy,1301.4,1267.7,33.7,3.69,1
2016.11.09,06:30,Wednesday,Buy,1320.96,1301.0,19.96,-2.15,SL
2016.11.09,14:30,Wednesday,Sell,1280.4,1307.57,27.17,3.02,1
2016.11.10,02:30,Thursday,Buy,1287.1,1274.1,13.0,-1.44,SL
2016.11.10,10:30,Thursday,Sell,1280.0,1292.41,12.41,1.38,1
2016.11.11,14:30,Friday,Sell,1235.48,1262.08,26.6,3.07,1
2016.11.11,18:30,Friday,Sell,1222.21,1241.94,19.73,2.3,1
2016.11.14,22:30,Monday,Buy,1220.93,1216.63,4.3,0.5,1
2016.11.15,02:30,Tuesday,Buy,1224.79,1220.05,4.74,0.55,1
2016.11.15,14:30,Tuesday,Sell,1224.83,1228.03,3.2,-0.37,SL
2016.11.16,06:30,Wednesday,Sell,1229.34,1232.63,3.29,0.38,1
2016.11.16,22:30,Wednesday,Buy,1224.75,1223.28,1.47,0.17,1
2016.11.17,02:30,Thursday,Buy,1228.05,1224.07,3.98,-0.46,SL
2016.11.17,22:30,Thursday,Buy,1216.1,1210.73,5.37,-0.63,SL
2016.11.18,06:30,Friday,Buy,1208.62,1206.31,2.31,-0.27,SL
2016.11.18,10:30,Friday,Sell,1207.81,1210.39,2.58,-0.3,SL
2016.11.18,14:30,Friday,Buy,1211.17,1207.12,4.05,-0.48,SL
2016.11.18,22:30,Friday,Buy,1209.19,1207.14,2.05,-0.24,SL
2016.11.21,06:30,Monday,Buy,1213.7,1209.48,4.22,-0.5,SL
2016.11.21,10:30,Monday,Buy,1214.9,1212.52,2.38,-0.28,SL
2016.11.21,22:30,Monday,Buy,1214.03,1209.78,4.25,0.5,1
2016.11.22,02:30,Tuesday,Buy,1216.83,1212.65,4.18,-0.49,SL
2016.11.22,10:30,Tuesday,Buy,1216.94,1213.11,3.83,-0.45,SL
2016.11.22,22:30,Tuesday,Sell,1211.8,1212.79,0.99,-0.12,SL
2016.11.23,06:30,Wednesday,Sell,1214.21,1215.05,0.84,0.1,1
2016.11.23,10:30,Wednesday,Sell,1211.99,1214.82,2.83,0.33,1
2016.11.24,06:30,Thursday,Buy,1186.32,1182.52,3.8,-0.46,SL
2016.11.24,14:30,Thursday,Sell,1186.56,1189.07,2.51,0.3,1
2016.11.28,22:30,Monday,Buy,1193.09,1191.03,2.06,-0.25,SL
2016.11.29,02:30,Tuesday,Sell,1192.24,1195.18,2.94,0.35,1
2016.11.29,06:30,Tuesday,Sell,1191.78,1193.13,1.35,0.16,1
2016.11.29,14:30,Tuesday,Sell,1186.62,1189.73,3.11,-0.37,SL
2016.11.29,18:30,Tuesday,Buy,1189.18,1184.53,4.65,0.56,1
2016.11.30,02:30,Wednesday,Buy,1191.85,1187.48,4.37,-0.52,SL
2016.11.30,06:30,Wednesday,Sell,1188.87,1192.23,3.36,0.4,1
2016.11.30,10:30,Wednesday,Sell,1187.52,1190.24,2.72,0.33,1
2016.11.30,22:30,Wednesday,Sell,1172.73,1176.1,3.37,0.41,1
2016.12.01,18:30,Thursday,Buy,1171.85,1160.38,11.47,1.4,1
2016.12.02,02:30,Friday,Buy,1174.61,1171.07,3.54,-0.43,SL
2016.12.02,06:30,Friday,Sell,1173.5,1176.74,3.24,0.39,1
2016.12.02,18:30,Friday,Buy,1174.87,1172.87,2.0,-0.24,SL
2016.12.02,22:30,Friday,Buy,1176.86,1172.69,4.17,-0.51,SL
2016.12.06,02:30,Tuesday,Buy,1173.86,1169.07,4.79,-0.58,SL
2016.12.06,10:30,Tuesday,Buy,1171.37,1169.21,2.16,0.26,1
2016.12.06,22:30,Tuesday,Buy,1169.56,1167.2,2.36,-0.29,SL
2016.12.07,06:30,Wednesday,Sell,1167.51,1170.02,2.51,-0.31,SL
2016.12.07,10:30,Wednesday,Buy,1171.53,1167.26,4.27,0.52,1
2016.12.08,02:30,Thursday,Buy,1177.27,1173.27,4.0,-0.48,SL
2016.12.08,06:30,Thursday,Sell,1175.64,1178.72,3.08,0.37,1
2016.12.08,18:30,Thursday,Sell,1169.81,1172.34,2.53,0.31,1
2016.12.08,22:30,Thursday,Buy,1170.46,1169.64,0.82,-0.1,SL
2016.12.12,06:30,Monday,Sell,1157.61,1160.28,2.67,0.33,1
2016.12.12,10:30,Monday,Sell,1154.9,1158.35,3.45,-0.43,SL
2016.12.12,14:30,Monday,Buy,1159.26,1154.0,5.26,0.65,1
2016.12.12,22:30,Monday,Sell,1161.78,1163.12,1.34,-0.16,SL
2016.12.13,14:30,Tuesday,Buy,1158.57,1157.09,1.48,-0.18,SL
2016.12.14,10:30,Wednesday,Buy,1162.48,1160.35,2.13,-0.26,SL
2016.12.14,14:30,Wednesday,Buy,1162.83,1158.82,4.01,-0.49,SL
2016.12.15,06:30,Thursday,Sell,1140.82,1144.07,3.25,0.41,1
2016.12.16,02:30,Friday,Buy,1130.93,1126.38,4.55,0.57,1
2016.12.16,06:30,Friday,Buy,1133.68,1129.42,4.26,-0.54,SL
2016.12.16,22:30,Friday,Sell,1133.26,1136.26,3.0,-0.38,SL
2016.12.19,06:30,Monday,Buy,1141.47,1137.39,4.08,-0.51,SL
2016.12.19,18:30,Monday,Buy,1138.53,1136.48,2.05,-0.26,SL
2016.12.20,02:30,Tuesday,Buy,1138.95,1136.7,2.25,-0.28,SL
2016.12.20,22:30,Tuesday,Buy,1132.1,1130.5,1.6,-0.2,SL
2016.12.21,02:30,Wednesday,Buy,1134.1,1129.09,5.01,-0.63,SL
2016.12.21,10:30,Wednesday,Sell,1134.31,1137.2,2.89,0.36,1
2016.12.21,14:30,Wednesday,Buy,1134.91,1132.72,2.19,-0.28,SL
2016.12.21,18:30,Wednesday,Sell,1131.78,1134.98,3.2,0.4,1
2016.12.22,02:30,Thursday,Buy,1131.77,1130.31,1.46,-0.18,SL
2016.12.22,06:30,Thursday,Sell,1130.88,1131.81,0.93,-0.12,SL
2016.12.22,14:30,Thursday,Buy,1132.15,1127.51,4.64,-0.58,SL
2016.12.23,02:30,Friday,Buy,1131.13,1127.05,4.08,0.51,1
2016.12.23,06:30,Friday,Buy,1131.23,1130.51,0.72,-0.09,SL
2016.12.23,14:30,Friday,Buy,1133.19,1129.28,3.91,0.49,1
2016.12.27,10:30,Tuesday,Buy,1143.5,1138.73,4.77,-0.59,SL
2016.12.27,22:30,Tuesday,Buy,1138.48,1137.58,0.9,0.11,1
2016.12.28,02:30,Wednesday,Buy,1141.49,1137.68,3.81,-0.48,SL
2016.12.28,18:30,Wednesday,Buy,1141.45,1136.38,5.07,0.63,1
2016.12.28,22:30,Wednesday,Buy,1141.5,1140.45,1.05,0.13,1
2016.12.29,22:30,Thursday,Buy,1157.62,1153.73,3.89,0.48,1
2016.12.30,02:30,Friday,Buy,1161.04,1157.12,3.92,-0.48,SL
2016.12.30,14:30,Friday,Buy,1159.9,1155.46,4.44,-0.55,SL
2016.12.30,22:30,Friday,Sell,1150.84,1152.08,1.24,-0.15,SL
2017.01.03,06:30,Tuesday,Buy,1157.61,1155.75,1.86,-0.23,SL
2017.01.04,02:30,Wednesday,Buy,1160.81,1155.85,4.96,0.61,1
2017.01.04,10:30,Wednesday,Buy,1165.45,1160.52,4.93,0.6,1
2017.01.04,14:30,Wednesday,Sell,1164.72,1168.03,3.31,0.41,1
2017.01.05,22:30,Thursday,Sell,1179.58,1182.22,2.64,0.32,1
2017.01.06,02:30,Friday,Sell,1178.52,1181.54,3.02,-0.37,SL
2017.01.06,22:30,Friday,Buy,1172.72,1170.68,2.04,0.25,1
2017.01.09,02:30,Monday,Buy,1175.32,1171.06,4.26,0.52,1
2017.01.09,10:30,Monday,Buy,1176.87,1172.86,4.01,0.49,1
2017.01.09,14:30,Monday,Buy,1178.58,1176.28,2.3,0.28,1
2017.01.10,02:30,Tuesday,Buy,1184.31,1179.93,4.38,0.53,1
2017.01.10,06:30,Tuesday,Buy,1185.75,1183.59,2.16,-0.26,SL
2017.01.10,22:30,Tuesday,Buy,1187.31,1185.26,2.05,0.25,1
2017.01.11,06:30,Wednesday,Buy,1190.54,1186.33,4.21,-0.5,SL
2017.01.11,10:30,Wednesday,Sell,1188.03,1191.47,3.44,0.41,1
2017.01.11,18:30,Wednesday,Buy,1194.96,1176.88,18.08,2.16,1
2017.01.12,06:30,Thursday,Buy,1200.91,1195.91,5.0,0.59,1
2017.01.12,14:30,Thursday,Sell,1203.79,1206.45,2.66,0.32,1
2017.01.13,06:30,Friday,Buy,1195.72,1190.96,4.76,-0.57,SL
2017.01.13,14:30,Friday,Sell,1189.17,1201.34,12.17,-1.46,SL
2017.01.13,22:30,Friday,Buy,1197.78,1195.66,2.12,0.25,1
2017.01.16,06:30,Monday,Buy,1206.19,1202.03,4.16,-0.49,SL
2017.01.16,14:30,Monday,Buy,1203.83,1201.43,2.4,0.28,1
2017.01.17,02:30,Tuesday,Buy,1206.22,1202.33,3.89,0.46,1
2017.01.17,14:30,Tuesday,Sell,1215.88,1218.95,3.07,0.36,1
2017.01.17,18:30,Tuesday,Sell,1214.04,1216.59,2.55,-0.3,SL
2017.01.18,06:30,Wednesday,Sell,1213.06,1216.16,3.1,0.36,1
2017.01.18,10:30,Wednesday,Sell,1211.93,1214.88,2.95,-0.35,SL
2017.01.18,14:30,Wednesday,Buy,1214.54,1210.92,3.62,-0.43,SL
2017.01.19,06:30,Thursday,Buy,1202.17,1200.56,1.61,-0.19,SL
2017.01.19,10:30,Thursday,Buy,1202.65,1197.93,4.72,-0.56,SL
2017.01.19,18:30,Thursday,Buy,1200.85,1195.55,5.3,0.63,1
2017.01.19,22:30,Thursday,Buy,1204.53,1199.95,4.58,-0.54,SL
2017.01.20,02:30,Friday,Buy,1207.0,1202.26,4.74,-0.56,SL
2017.01.20,06:30,Friday,Buy,1207.88,1205.8,2.08,-0.25,SL
2017.01.20,14:30,Friday,Buy,1200.79,1198.88,1.91,0.23,1
2017.01.23,06:30,Monday,Sell,1215.41,1218.64,3.23,0.38,1
2017.01.23,14:30,Monday,Sell,1212.59,1215.6,3.01,-0.35,SL
2017.01.23,18:30,Monday,Buy,1215.85,1212.29,3.56,0.42,1
2017.01.24,02:30,Tuesday,Sell,1217.17,1220.21,3.04,0.36,1
2017.01.25,14:30,Wednesday,Sell,1195.69,1207.88,12.19,1.45,1
2017.01.25,22:30,Wednesday,Buy,1200.46,1195.43,5.03,-0.6,SL
2017.01.27,14:30,Friday,Buy,1185.51,1180.22,5.29,0.64,1
2017.01.27,22:30,Friday,Buy,1191.32,1188.97,2.35,0.28,1
2017.01.30,02:30,Monday,Buy,1194.39,1190.8,3.59,-0.43,SL
2017.01.30,06:30,Monday,Sell,1191.77,1194.89,3.12,0.37,1
2017.01.30,10:30,Monday,Sell,1191.22,1192.57,1.35,-0.16,SL
2017.01.30,14:30,Monday,Buy,1193.15,1189.51,3.64,0.44,1
2017.01.31,06:30,Tuesday,Buy,1199.79,1199.04,0.75,-0.09,SL
2017.02.01,02:30,Wednesday,Sell,1209.97,1213.3,3.33,0.39,1
2017.02.01,10:30,Wednesday,Buy,1211.2,1206.77,4.43,-0.52,SL
2017.02.02,10:30,Thursday,Buy,1222.36,1211.43,10.93,-1.28,SL
2017.02.03,02:30,Friday,Sell,1213.42,1216.9,3.48,-0.41,SL
2017.02.03,10:30,Friday,Buy,1213.25,1212.24,1.01,-0.12,SL
2017.02.03,18:30,Friday,Buy,1217.31,1214.94,2.37,-0.28,SL
2017.02.03,22:30,Friday,Buy,1219.41,1214.23,5.18,0.61,1
2017.02.06,02:30,Monday,Buy,1223.14,1218.82,4.32,0.5,1
2017.02.06,06:30,Monday,Buy,1223.91,1222.28,1.63,-0.19,SL
2017.02.06,10:30,Monday,Sell,1222.11,1224.77,2.66,-0.31,SL
2017.02.06,14:30,Monday,Buy,1226.94,1222.01,4.93,0.57,1
2017.02.06,22:30,Monday,Buy,1235.31,1230.98,4.33,-0.5,SL
2017.02.07,06:30,Tuesday,Buy,1233.1,1231.14,1.96,-0.23,SL
2017.02.07,14:30,Tuesday,Buy,1230.97,1227.38,3.59,0.42,1
2017.02.07,18:30,Tuesday,Buy,1234.16,1230.12,4.04,-0.47,SL
2017.02.07,22:30,Tuesday,Sell,1233.36,1234.35,0.99,-0.11,SL
2017.02.08,02:30,Wednesday,Buy,1234.74,1229.72,5.02,0.58,1
2017.02.08,22:30,Wednesday,Buy,1241.38,1237.56,3.82,-0.44,SL
2017.02.09,02:30,Thursday,Sell,1240.18,1241.47,1.29,-0.15,SL
2017.02.09,06:30,Thursday,Sell,1239.02,1242.44,3.42,-0.39,SL
2017.02.10,14:30,Friday,Buy,1227.92,1223.58,4.34,0.5,1
2017.02.10,18:30,Friday,Buy,1232.82,1227.52,5.3,-0.61,SL
2017.02.13,02:30,Monday,Sell,1229.24,1232.31,3.07,0.36,1
2017.02.13,06:30,Monday,Buy,1231.24,1227.58,3.66,-0.42,SL
2017.02.13,22:30,Monday,Sell,1224.99,1227.57,2.58,-0.3,SL
2017.02.14,02:30,Tuesday,Buy,1225.94,1224.47,1.47,0.17,1
2017.02.14,06:30,Tuesday,Buy,1229.74,1225.54,4.2,0.49,1
2017.02.14,22:30,Tuesday,Buy,1228.33,1224.68,3.65,-0.42,SL
2017.02.15,06:30,Wednesday,Sell,1225.63,1226.9,1.27,0.15,1
2017.02.15,14:30,Wednesday,Sell,1224.08,1227.45,3.37,-0.39,SL
2017.02.16,02:30,Thursday,Buy,1235.7,1231.74,3.96,0.46,1
2017.02.16,10:30,Thursday,Buy,1236.94,1232.31,4.63,0.53,1
2017.02.16,14:30,Thursday,Buy,1239.85,1234.72,5.13,-0.59,SL
2017.02.16,22:30,Thursday,Sell,1238.73,1241.39,2.66,-0.31,SL
2017.02.17,10:30,Friday,Buy,1241.36,1236.15,5.21,-0.6,SL
2017.02.20,06:30,Monday,Buy,1234.32,1232.44,1.88,0.22,1
2017.02.20,10:30,Monday,Buy,1235.81,1233.39,2.42,0.28,1
2017.02.20,14:30,Monday,Buy,1237.42,1235.34,2.08,-0.24,SL
2017.02.20,18:30,Monday,Buy,1237.54,1236.68,0.86,-0.1,SL
2017.02.21,18:30,Tuesday,Buy,1236.87,1231.94,4.93,-0.57,SL
2017.02.22,06:30,Wednesday,Sell,1234.31,1236.9,2.59,-0.3,SL
2017.02.22,10:30,Wednesday,Buy,1237.63,1233.65,3.98,-0.46,SL
2017.02.23,10:30,Thursday,Buy,1237.94,1235.79,2.15,0.25,1
2017.02.23,14:30,Thursday,Buy,1248.0,1236.88,11.12,1.27,1
2017.02.23,18:30,Thursday,Buy,1249.68,1245.67,4.01,0.46,1
2017.02.24,02:30,Friday,Buy,1249.96,1247.47,2.49,0.28,1
2017.02.24,06:30,Friday,Buy,1253.18,1248.9,4.28,0.49,1
2017.02.24,10:30,Friday,Buy,1256.56,1252.47,4.09,-0.46,SL
2017.02.24,18:30,Friday,Buy,1257.28,1253.59,3.69,-0.42,SL
2017.02.27,02:30,Monday,Buy,1256.64,1254.49,2.15,-0.24,SL
2017.02.27,06:30,Monday,Buy,1257.33,1255.57,1.76,-0.2,SL
2017.02.27,14:30,Monday,Buy,1257.2,1253.5,3.7,0.42,1
2017.02.27,18:30,Monday,Buy,1257.51,1256.1,1.41,-0.16,SL
2017.02.28,02:30,Tuesday,Buy,1253.25,1251.54,1.71,-0.19,SL
2017.02.28,06:30,Tuesday,Buy,1253.94,1252.19,1.75,-0.2,SL
2017.02.28,10:30,Tuesday,Sell,1251.68,1254.29,2.61,-0.3,SL
2017.02.28,14:30,Tuesday,Buy,1256.31,1251.64,4.67,-0.53,SL
2017.03.01,02:30,Wednesday,Sell,1246.89,1249.42,2.53,0.29,1
2017.03.01,10:30,Wednesday,Buy,1245.85,1242.32,3.53,-0.4,SL
2017.03.01,22:30,Wednesday,Buy,1249.22,1245.66,3.56,-0.41,SL
2017.03.02,06:30,Thursday,Sell,1244.24,1247.15,2.91,0.33,1
2017.03.02,10:30,Thursday,Sell,1243.09,1246.48,3.39,0.39,1
2017.03.03,06:30,Friday,Sell,1231.77,1234.36,2.59,0.3,1
2017.03.06,02:30,Monday,Sell,1233.63,1236.93,3.3,0.38,1
2017.03.06,06:30,Monday,Sell,1232.0,1234.53,2.53,-0.29,SL
2017.03.06,10:30,Monday,Sell,1231.87,1235.04,3.17,0.37,1
2017.03.06,22:30,Monday,Sell,1224.91,1227.77,2.86,0.33,1
2017.03.07,02:30,Tuesday,Buy,1225.99,1223.76,2.23,-0.26,SL
2017.03.07,22:30,Tuesday,Sell,1215.27,1216.58,1.31,-0.15,SL
2017.03.08,18:30,Wednesday,Sell,1208.78,1211.64,2.86,0.34,1
2017.03.08,22:30,Wednesday,Sell,1207.74,1210.31,2.57,0.3,1
2017.03.09,10:30,Thursday,Sell,1204.52,1207.14,2.62,-0.31,SL
2017.03.09,18:30,Thursday,Sell,1203.65,1206.85,3.2,0.38,1
2017.03.10,02:30,Friday,Sell,1198.69,1202.08,3.39,0.4,1
2017.03.10,18:30,Friday,Sell,1201.83,1204.49,2.66,-0.32,SL
2017.03.13,09:30,Monday,Buy,1208.26,1206.77,1.49,-0.18,SL
2017.03.13,17:30,Monday,Sell,1203.46,1206.62,3.16,-0.37,SL
2017.03.13,21:30,Monday,Buy,1204.05,1202.95,1.1,-0.13,SL
2017.03.14,09:30,Tuesday,Sell,1202.89,1204.04,1.15,-0.14,SL
2017.03.14,13:30,Tuesday,Buy,1203.59,1201.5,2.09,0.25,1
2017.03.15,09:30,Wednesday,Sell,1202.52,1205.39,2.87,0.34,1
2017.03.15,13:30,Wednesday,Sell,1199.67,1202.98,3.31,-0.39,SL
2017.03.15,17:30,Wednesday,Buy,1201.29,1197.09,4.2,0.5,1
2017.03.15,21:30,Wednesday,Buy,1219.37,1199.81,19.56,2.29,1
2017.03.16,13:30,Thursday,Buy,1228.22,1223.17,5.05,0.59,1
2017.03.16,21:30,Thursday,Sell,1225.91,1228.56,2.65,-0.31,SL
2017.03.17,05:30,Friday,Sell,1226.48,1227.65,1.17,-0.14,SL
2017.03.17,09:30,Friday,Buy,1229.64,1225.41,4.23,0.49,1
2017.03.17,17:30,Friday,Sell,1229.05,1231.76,2.71,-0.31,SL
2017.03.17,21:30,Friday,Sell,1229.02,1230.09,1.07,-0.12,SL
2017.03.20,05:30,Monday,Buy,1234.06,1232.37,1.69,-0.2,SL
2017.03.20,09:30,Monday,Sell,1232.31,1235.72,3.41,0.39,1
2017.03.20,21:30,Monday,Buy,1234.17,1233.08,1.09,-0.13,SL
2017.03.21,09:30,Tuesday,Buy,1232.03,1228.08,3.95,0.46,1
2017.03.21,21:30,Tuesday,Sell,1244.05,1247.37,3.32,-0.38,SL
2017.03.22,02:30,Wednesday,Buy,1244.93,1243.67,1.26,0.14,1
2017.03.22,06:30,Wednesday,Buy,1245.26,1244.22,1.04,0.12,1
2017.03.22,10:30,Wednesday,Buy,1246.11,1244.75,1.36,-0.16,SL
2017.03.22,14:30,Wednesday,Buy,1248.96,1244.32,4.64,-0.53,SL
2017.03.22,18:30,Wednesday,Buy,1251.24,1246.61,4.63,-0.53,SL
2017.03.22,22:30,Wednesday,Sell,1248.48,1251.39,2.91,0.33,1
2017.03.23,06:30,Thursday,Buy,1246.01,1243.97,2.04,0.23,1
2017.03.23,10:30,Thursday,Buy,1246.31,1245.17,1.14,0.13,1
2017.03.23,14:30,Thursday,Buy,1248.82,1245.24,3.58,-0.41,SL
2017.03.24,02:30,Friday,Sell,1243.47,1246.79,3.32,-0.38,SL
2017.03.24,10:30,Friday,Buy,1244.22,1240.67,3.55,0.41,1
2017.03.24,18:30,Friday,Buy,1248.19,1245.89,2.3,-0.26,SL
2017.03.27,06:30,Monday,Buy,1257.39,1255.66,1.73,0.2,1
