date,time,day_of_week,type,entry,stop_loss,distance,max_profit,reward_risk
2009.02.24,22:30,Tuesday,Buy,963.5,962.15,1.35,-0.2,SL
2009.02.25,02:30,Wednesday,Buy,965.25,960.15,5.1,-0.77,SL
2009.02.25,14:30,Wednesday,Buy,974.13,955.7,18.43,-2.74,SL
2009.02.25,18:30,Wednesday,Sell,948.9,977.35,28.45,4.34,1
2009.02.26,22:30,Thursday,Buy,948.2,943.4,4.8,-0.73,SL
2009.02.27,14:30,Friday,Buy,950.65,947.0,3.65,-0.56,SL
2009.02.27,22:30,Friday,Buy,942.55,938.83,3.72,0.57,1
2009.03.02,02:30,Monday,Buy,951.85,947.85,4.0,0.61,1
2009.03.03,14:30,Tuesday,Sell,909.72,929.63,19.91,-3.17,SL
2009.03.05,06:30,Thursday,Buy,912.28,910.63,1.65,0.26,1
2009.03.05,18:30,Thursday,Buy,931.3,911.79,19.51,-3.04,SL
2009.03.05,22:30,Thursday,Buy,932.49,928.64,3.85,0.6,1
2009.03.06,02:30,Friday,Buy,935.85,930.59,5.26,0.81,1
2009.03.06,06:30,Friday,Buy,938.85,934.85,4.0,-0.62,SL
2009.03.06,22:30,Friday,Sell,939.15,942.41,3.26,0.5,1
2009.03.09,05:30,Monday,Sell,936.33,939.39,3.06,-0.47,SL
2009.03.09,09:30,Monday,Buy,937.8,932.58,5.22,-0.81,SL
2009.03.09,21:30,Monday,Buy,922.17,911.35,10.82,-1.7,SL
2009.03.10,05:30,Tuesday,Buy,917.28,912.77,4.51,-0.71,SL
2009.03.10,21:30,Tuesday,Buy,898.35,893.76,4.59,-0.74,SL
2009.03.11,05:30,Wednesday,Buy,897.7,894.2,3.5,0.56,1
2009.03.11,09:30,Wednesday,Buy,901.03,896.7,4.33,-0.7,SL
2009.03.12,05:30,Thursday,Buy,913.33,909.2,4.13,-0.65,SL
2009.03.12,13:30,Thursday,Buy,926.49,906.92,19.57,-3.06,SL
2009.03.16,17:30,Monday,Buy,923.33,917.85,5.48,-0.86,SL
2009.03.17,05:30,Tuesday,Sell,920.9,923.62,2.72,-0.43,SL
2009.03.18,21:30,Wednesday,Buy,942.2,891.93,50.27,-7.72,SL
2009.03.19,17:30,Thursday,Buy,956.55,945.25,11.3,-1.71,SL
2009.03.20,17:30,Friday,Sell,956.64,959.6,2.96,0.45,1
2009.03.23,18:30,Monday,Buy,951.15,946.84,4.31,-0.66,SL
2009.03.24,18:30,Tuesday,Buy,923.76,918.49,5.27,0.82,1
2009.03.24,22:30,Tuesday,Buy,926.07,921.56,4.51,0.7,1
2009.03.25,02:30,Wednesday,Buy,929.24,924.95,4.29,-0.67,SL
2009.03.25,06:30,Wednesday,Sell,926.65,929.8,3.15,0.49,1
2009.03.25,14:30,Wednesday,Buy,939.25,916.9,22.35,-3.44,SL
2009.03.25,22:30,Wednesday,Buy,934.22,932.55,1.67,-0.26,SL
2009.03.26,06:30,Thursday,Sell,933.83,934.48,0.65,-0.1,SL
2009.03.26,10:30,Thursday,Buy,936.84,932.3,4.54,0.7,1
2009.03.26,18:30,Thursday,Buy,938.8,934.75,4.05,-0.62,SL
2009.03.30,02:30,Monday,Sell,923.14,925.95,2.81,-0.44,SL
2009.03.30,06:30,Monday,Buy,924.83,921.25,3.58,-0.56,SL
2009.03.30,10:30,Monday,Sell,923.86,927.35,3.49,-0.55,SL
2009.03.30,22:30,Monday,Buy,916.04,914.96,1.08,-0.17,SL
2009.03.31,10:30,Tuesday,Buy,919.0,917.16,1.84,-0.29,SL
2009.03.31,18:30,Tuesday,Buy,922.99,911.7,11.29,-1.77,SL
2009.04.01,02:30,Wednesday,Buy,920.98,917.1,3.88,-0.61,SL
2009.04.01,06:30,Wednesday,Sell,918.92,921.95,3.03,-0.48,SL
2009.04.02,02:30,Thursday,Sell,924.97,928.15,3.18,-0.5,SL
2009.04.02,06:30,Thursday,Buy,926.99,924.9,2.09,-0.33,SL
2009.04.02,10:30,Thursday,Sell,915.53,927.6,12.07,1.9,1
2009.04.03,02:30,Friday,Buy,904.28,903.02,1.26,-0.2,SL
2009.04.03,06:30,Friday,Buy,904.23,902.43,1.8,-0.29,SL
2009.04.03,18:30,Friday,Sell,895.33,907.79,12.46,2.01,1
2009.04.06,10:30,Monday,Buy,879.28,874.95,4.33,-0.71,SL
2009.04.06,14:30,Monday,Sell,870.54,882.55,12.01,-1.99,SL
2009.04.07,18:30,Tuesday,Buy,882.45,877.95,4.5,0.73,1
2009.04.08,10:30,Wednesday,Sell,887.9,889.35,1.45,-0.24,SL
2009.04.09,06:30,Thursday,Buy,883.84,882.12,1.72,-0.28,SL
2009.04.09,10:30,Thursday,Buy,885.1,880.39,4.71,-0.77,SL
2009.04.10,02:30,Friday,Buy,880.44,878.04,2.4,0.39,1
2009.04.10,06:30,Friday,Buy,883.35,879.8,3.55,0.58,1
2009.04.10,10:30,Friday,Buy,885.04,881.04,4.0,0.65,1
2009.04.10,14:30,Friday,Sell,881.45,884.87,3.42,-0.56,SL
2009.04.10,22:30,Friday,Sell,881.45,881.85,0.4,-0.07,SL
2009.04.13,06:30,Monday,Buy,887.85,884.35,3.5,0.57,1
2009.04.13,10:30,Monday,Sell,886.6,889.19,2.59,-0.42,SL
2009.04.14,10:30,Tuesday,Sell,895.35,898.68,3.33,0.54,1
2009.04.14,18:30,Tuesday,Buy,890.71,886.09,4.62,-0.75,SL
2009.04.14,22:30,Tuesday,Buy,890.92,886.42,4.5,-0.73,SL
2009.04.15,02:30,Wednesday,Buy,892.85,888.02,4.83,-0.78,SL
2009.04.15,06:30,Wednesday,Sell,891.95,893.0,1.05,0.17,1
2009.04.15,18:30,Wednesday,Sell,891.5,894.6,3.1,0.5,1
2009.04.17,02:30,Friday,Sell,874.27,877.23,2.96,0.49,1
2009.04.17,06:30,Friday,Buy,874.83,872.89,1.94,-0.32,SL
2009.04.20,06:30,Monday,Buy,869.17,866.9,2.27,0.38,1
2009.04.20,10:30,Monday,Buy,872.12,867.65,4.47,0.74,1
2009.04.20,22:30,Monday,Sell,884.3,887.49,3.19,-0.52,SL
2009.04.21,06:30,Tuesday,Buy,887.86,885.7,2.16,0.35,1
2009.04.21,22:30,Tuesday,Buy,884.0,878.75,5.25,0.86,1
2009.04.22,10:30,Wednesday,Buy,885.91,884.1,1.81,-0.29,SL
2009.04.22,14:30,Wednesday,Buy,886.55,882.08,4.47,0.73,1
2009.04.22,22:30,Wednesday,Sell,889.55,892.29,2.74,-0.44,SL
2009.04.23,06:30,Thursday,Sell,891.0,893.77,2.77,-0.45,SL
2009.04.23,10:30,Thursday,Buy,892.85,890.4,2.45,0.4,1
2009.04.23,22:30,Thursday,Sell,904.1,907.35,3.25,-0.52,SL
2009.04.24,02:30,Friday,Buy,904.94,903.05,1.89,0.3,1
2009.04.24,14:30,Friday,Buy,910.0,905.44,4.56,-0.72,SL
2009.04.24,22:30,Friday,Buy,913.4,911.2,2.2,0.35,1
2009.04.27,02:30,Monday,Buy,915.45,913.9,1.55,-0.24,SL
2009.04.27,06:30,Monday,Buy,915.41,913.95,1.46,-0.23,SL
2009.04.28,18:30,Tuesday,Buy,892.1,887.38,4.72,0.76,1
2009.04.29,02:30,Wednesday,Sell,890.2,893.65,3.45,-0.56,SL
2009.04.29,06:30,Wednesday,Buy,893.7,890.0,3.7,0.6,1
2009.04.29,14:30,Wednesday,Buy,896.79,894.67,2.12,0.34,1
2009.04.29,18:30,Wednesday,Buy,900.24,896.0,4.24,-0.68,SL
2009.05.01,02:30,Friday,Sell,884.45,887.6,3.15,0.51,1
2009.05.01,06:30,Friday,Buy,885.3,884.4,0.9,-0.15,SL
2009.05.01,14:30,Friday,Sell,883.09,886.44,3.35,-0.55,SL
2009.05.01,22:30,Friday,Buy,886.35,884.84,1.51,0.25,1
2009.05.04,06:30,Monday,Buy,892.9,890.55,2.35,-0.38,SL
2009.05.04,10:30,Monday,Sell,892.09,895.15,3.06,-0.49,SL
2009.05.04,14:30,Monday,Buy,903.15,888.2,14.95,2.39,1
2009.05.04,22:30,Monday,Buy,902.5,901.14,1.36,0.22,1
2009.09.21,14:30,Monday,Sell,1001.85,1002.25,0.4,0.06,1
2009.09.28,13:30,Monday,Buy,991.95,989.7,2.25,0.33,1
2009.09.29,05:30,Tuesday,Buy,992.5,990.1,2.4,-0.35,SL
2009.09.29,13:30,Tuesday,Sell,990.7,993.5,2.8,-0.41,SL
2009.09.30,17:30,Wednesday,Buy,1008.85,994.25,14.6,-2.09,SL
2009.10.01,05:30,Thursday,Sell,1004.54,1007.9,3.36,-0.48,SL
2009.10.01,09:30,Thursday,Buy,1005.7,1003.7,2.0,-0.29,SL
2009.10.01,13:30,Thursday,Buy,1006.05,1001.55,4.5,-0.64,SL
2009.10.02,05:30,Friday,Sell,1000.05,1001.55,1.5,-0.22,SL
2009.10.05,05:30,Monday,Buy,1003.9,1002.45,1.45,0.21,1
2009.10.05,09:30,Monday,Buy,1004.8,1003.24,1.56,-0.22,SL
2009.10.05,13:30,Monday,Buy,1005.8,1001.69,4.11,0.59,1
2009.10.05,17:30,Monday,Buy,1017.6,1002.7,14.9,2.11,1
2009.10.05,21:30,Monday,Sell,1016.85,1017.6,0.75,-0.11,SL
2009.10.06,05:30,Tuesday,Buy,1019.85,1018.05,1.8,-0.25,SL
2009.10.06,13:30,Tuesday,Buy,1035.8,1022.7,13.1,1.82,1
2009.10.07,05:30,Wednesday,Buy,1040.7,1036.45,4.25,0.59,1
2009.10.07,17:30,Wednesday,Buy,1042.0,1037.95,4.05,0.56,1
2009.10.07,21:30,Wednesday,Buy,1044.1,1038.85,5.25,0.72,1
2009.10.08,05:30,Thursday,Buy,1052.75,1048.45,4.3,0.59,1
2009.10.08,09:30,Thursday,Buy,1053.3,1051.99,1.31,-0.18,SL
2009.10.08,21:30,Thursday,Sell,1054.65,1057.25,2.6,0.36,1
2009.10.09,05:30,Friday,Buy,1047.8,1045.8,2.0,-0.28,SL
2009.10.09,09:30,Friday,Buy,1048.0,1043.35,4.65,0.64,1
2009.10.12,05:30,Monday,Buy,1049.85,1047.35,2.5,0.34,1
2009.10.12,09:30,Monday,Buy,1052.35,1047.6,4.75,0.65,1
2009.10.12,17:30,Monday,Buy,1058.75,1053.75,5.0,-0.68,SL
2009.10.13,09:30,Tuesday,Buy,1063.75,1053.0,10.75,-1.46,SL
2009.10.15,05:30,Thursday,Buy,1065.15,1062.75,2.4,-0.33,SL
2009.10.15,21:30,Thursday,Buy,1050.2,1046.1,4.1,-0.56,SL
2009.10.19,09:30,Monday,Buy,1055.35,1050.15,5.2,-0.71,SL
2009.10.21,05:30,Wednesday,Buy,1055.75,1052.25,3.5,0.48,1
2009.10.22,09:30,Thursday,Sell,1055.55,1058.9,3.35,-0.46,SL
2009.10.22,21:30,Thursday,Buy,1059.95,1058.0,1.95,-0.27,SL
2009.10.23,05:30,Friday,Buy,1063.95,1059.45,4.5,-0.61,SL
2009.10.23,09:30,Friday,Sell,1061.0,1064.0,3.0,-0.41,SL
2009.10.26,05:30,Monday,Sell,1054.6,1057.5,2.9,-0.4,SL
2009.10.26,09:30,Monday,Buy,1056.2,1052.44,3.76,-0.51,SL
2009.10.27,05:30,Tuesday,Buy,1042.3,1040.6,1.7,-0.24,SL
2009.10.27,17:30,Tuesday,Buy,1037.25,1032.35,4.9,-0.68,SL
2009.10.27,21:30,Tuesday,Buy,1040.0,1035.8,4.2,-0.58,SL
2009.10.28,05:30,Wednesday,Sell,1039.2,1042.05,2.85,0.4,1
2009.10.28,21:30,Wednesday,Sell,1027.7,1031.15,3.45,-0.48,SL
2009.10.29,05:30,Thursday,Buy,1032.75,1030.84,1.91,-0.27,SL
2009.10.29,09:30,Thursday,Buy,1035.0,1030.55,4.45,0.62,1
2009.10.29,13:30,Thursday,Buy,1037.35,1032.25,5.1,0.71,1
2009.10.29,17:30,Thursday,Buy,1046.6,1035.15,11.45,1.58,1
2009.10.29,21:30,Thursday,Buy,1047.1,1044.85,2.25,-0.31,SL
2009.11.02,02:30,Monday,Buy,1044.25,1038.89,5.36,0.74,1
2009.11.02,06:30,Monday,Buy,1047.0,1043.15,3.85,0.53,1
2009.11.03,02:30,Tuesday,Buy,1065.05,1054.15,10.9,1.48,1
2009.11.03,06:30,Tuesday,Sell,1062.5,1065.85,3.35,0.45,1
2009.11.03,18:30,Tuesday,Buy,1083.3,1059.4,23.9,3.18,1
2009.11.03,22:30,Tuesday,Buy,1084.5,1082.9,1.6,-0.21,SL
2009.11.04,06:30,Wednesday,Buy,1084.05,1080.45,3.6,0.48,1
2009.11.04,14:30,Wednesday,Sell,1090.95,1093.6,2.65,-0.35,SL
2009.11.05,10:30,Thursday,Buy,1088.65,1083.7,4.95,0.66,1
2009.11.05,14:30,Thursday,Buy,1089.85,1087.6,2.25,-0.3,SL
2009.11.05,22:30,Thursday,Buy,1090.25,1088.5,1.75,-0.23,SL
2009.11.06,02:30,Friday,Sell,1090.2,1091.7,1.5,-0.2,SL
2009.11.06,06:30,Friday,Buy,1091.3,1090.1,1.2,0.16,1
2009.11.06,22:30,Friday,Buy,1095.55,1093.15,2.4,0.32,1
2009.11.09,02:30,Monday,Buy,1100.5,1095.3,5.2,0.68,1
2009.11.09,06:30,Monday,Buy,1104.95,1099.6,5.35,0.7,1
2009.11.09,10:30,Monday,Buy,1109.1,1104.45,4.65,-0.61,SL
2009.11.10,02:30,Tuesday,Sell,1102.55,1106.0,3.45,0.45,1
2009.11.10,06:30,Tuesday,Sell,1100.2,1103.05,2.85,-0.37,SL
2009.11.10,10:30,Tuesday,Buy,1101.2,1096.8,4.4,0.58,1
2009.11.10,14:30,Tuesday,Buy,1102.7,1097.75,4.95,0.65,1
2009.11.10,18:30,Tuesday,Buy,1103.35,1098.3,5.05,0.66,1
2009.11.11,02:30,Wednesday,Buy,1107.0,1104.85,2.15,0.28,1
2009.11.11,06:30,Wednesday,Buy,1108.35,1105.9,2.45,0.32,1
2009.11.12,06:30,Thursday,Buy,1122.5,1118.65,3.85,-0.5,SL
2009.11.13,02:30,Friday,Buy,1105.55,1100.8,4.75,0.62,1
2009.11.13,06:30,Friday,Buy,1107.65,1103.9,3.75,-0.49,SL
2009.11.13,22:30,Friday,Buy,1118.8,1114.25,4.55,0.59,1
2009.11.17,02:30,Tuesday,Buy,1137.7,1133.15,4.55,-0.58,SL
2009.11.17,06:30,Tuesday,Sell,1135.25,1138.0,2.75,-0.35,SL
2009.11.17,22:30,Tuesday,Buy,1141.35,1136.75,4.6,-0.58,SL
2009.11.18,06:30,Wednesday,Buy,1139.55,1135.74,3.81,0.48,1
2009.11.18,22:30,Wednesday,Buy,1145.45,1140.85,4.6,-0.58,SL
2009.11.19,18:30,Thursday,Buy,1143.1,1129.95,13.15,1.66,1
2009.11.19,22:30,Thursday,Buy,1144.45,1142.15,2.3,-0.29,SL
2009.11.20,06:30,Friday,Buy,1145.45,1140.35,5.1,-0.64,SL
2009.11.20,14:30,Friday,Sell,1141.25,1144.45,3.2,-0.4,SL
2009.11.20,18:30,Friday,Buy,1148.65,1137.3,11.35,1.43,1
2009.11.23,06:30,Monday,Sell,1162.0,1165.05,3.05,-0.38,SL
2009.11.23,10:30,Monday,Buy,1165.85,1162.0,3.85,0.48,1
2009.11.24,22:30,Tuesday,Buy,1169.15,1163.95,5.2,0.64,1
2009.11.25,14:30,Wednesday,Buy,1180.59,1176.5,4.09,0.5,1
2009.11.26,06:30,Thursday,Sell,1191.94,1195.34,3.4,0.41,1
2009.11.27,14:30,Friday,Sell,1163.29,1166.64,3.35,-0.42,SL
2009.11.30,02:30,Monday,Buy,1178.45,1165.45,13.0,-1.59,SL
2009.11.30,22:30,Monday,Buy,1179.44,1175.29,4.15,-0.51,SL
2009.12.01,02:30,Tuesday,Sell,1178.9,1179.7,0.8,-0.1,SL
2009.12.01,06:30,Tuesday,Buy,1179.4,1175.04,4.36,0.53,1
2009.12.01,10:30,Tuesday,Buy,1194.25,1178.95,15.3,1.85,1
2009.12.03,10:30,Thursday,Buy,1216.54,1214.74,1.8,-0.21,SL
2009.12.03,18:30,Thursday,Buy,1216.89,1204.09,12.8,-1.52,SL
2009.12.03,22:30,Thursday,Sell,1207.19,1218.99,11.8,1.41,1
2009.12.04,18:30,Friday,Sell,1157.14,1192.14,35.0,4.37,1
2009.12.07,06:30,Monday,Buy,1156.55,1153.0,3.55,-0.44,SL
2009.12.07,18:30,Monday,Buy,1158.35,1138.3,20.05,-2.5,SL
2009.12.08,22:30,Tuesday,Sell,1127.85,1139.55,11.7,-1.5,SL
2009.12.09,10:30,Wednesday,Buy,1143.7,1125.44,18.26,-2.3,SL
2009.12.09,18:30,Wednesday,Sell,1119.84,1147.15,27.31,3.52,1
2009.12.10,06:30,Thursday,Sell,1129.7,1132.75,3.05,0.39,1
2009.12.11,06:30,Friday,Buy,1136.45,1131.95,4.5,0.57,1
2009.12.11,22:30,Friday,Sell,1115.15,1118.45,3.3,-0.43,SL
2009.12.14,22:30,Monday,Buy,1126.6,1122.05,4.55,-0.58,SL
2009.12.15,02:30,Tuesday,Buy,1128.75,1125.25,3.5,-0.45,SL
2009.12.15,14:30,Tuesday,Buy,1122.05,1111.05,11.0,1.42,1
2009.12.15,22:30,Tuesday,Buy,1125.25,1121.4,3.85,-0.49,SL
2009.12.16,10:30,Wednesday,Buy,1133.8,1123.15,10.65,-1.36,SL
2009.12.16,18:30,Wednesday,Sell,1136.15,1139.5,3.35,-0.43,SL
2009.12.18,22:30,Friday,Buy,1111.9,1107.0,4.9,0.64,1
2009.12.21,10:30,Monday,Sell,1113.15,1115.95,2.8,-0.36,SL
2009.12.21,22:30,Monday,Sell,1092.95,1096.2,3.25,-0.43,SL
2009.12.22,06:30,Tuesday,Sell,1093.2,1095.75,2.55,-0.34,SL
2009.12.22,18:30,Tuesday,Buy,1089.05,1074.45,14.6,1.94,1
2009.12.23,02:30,Wednesday,Buy,1085.15,1080.75,4.4,-0.59,SL
2009.12.24,10:30,Thursday,Buy,1103.6,1101.55,2.05,-0.27,SL
2009.12.24,18:30,Thursday,Buy,1104.3,1100.1,4.2,0.55,1
2009.12.28,18:30,Monday,Buy,1106.3,1101.35,4.95,-0.65,SL
2009.12.28,22:30,Monday,Buy,1106.95,1102.7,4.25,-0.55,SL
2009.12.29,06:30,Tuesday,Buy,1106.5,1102.45,4.05,-0.53,SL
2009.12.29,10:30,Tuesday,Sell,1103.65,1106.95,3.3,-0.43,SL
2009.12.29,22:30,Tuesday,Sell,1096.7,1099.4,2.7,0.36,1
2009.12.30,22:30,Wednesday,Buy,1092.95,1090.9,2.05,0.27,1
2009.12.31,02:30,Thursday,Buy,1097.55,1092.3,5.25,0.69,1
2009.12.31,06:30,Thursday,Buy,1101.35,1096.9,4.45,0.58,1
2009.12.31,10:30,Thursday,Buy,1104.85,1100.7,4.15,-0.54,SL
2010.01.04,10:30,Monday,Buy,1113.15,1100.45,12.7,1.65,1
2010.01.05,02:30,Tuesday,Buy,1121.75,1119.55,2.2,0.28,1
2010.01.06,22:30,Wednesday,Buy,1138.2,1136.05,2.15,-0.27,SL
2010.01.07,10:30,Thursday,Sell,1131.55,1134.25,2.7,-0.34,SL
2010.01.08,06:30,Friday,Buy,1123.8,1119.69,4.11,-0.53,SL
2010.01.08,14:30,Friday,Buy,1132.2,1119.25,12.95,1.65,1
2010.01.08,18:30,Friday,Buy,1135.8,1125.2,10.6,1.35,1
2010.01.12,14:30,Tuesday,Sell,1149.79,1152.44,2.65,-0.33,SL
2010.01.13,02:30,Wednesday,Buy,1128.99,1124.79,4.2,0.54,1
2010.01.13,06:30,Wednesday,Buy,1131.69,1127.59,4.1,-0.52,SL
2010.01.13,18:30,Wednesday,Buy,1135.74,1118.14,17.6,-2.24,SL
2010.01.14,06:30,Thursday,Sell,1141.04,1144.44,3.4,0.43,1
2010.01.15,18:30,Friday,Buy,1130.84,1126.54,4.3,0.55,1
2010.01.15,22:30,Friday,Buy,1131.24,1127.64,3.6,-0.46,SL
2010.01.18,02:30,Monday,Buy,1131.44,1126.99,4.45,0.57,1
2010.01.18,06:30,Monday,Buy,1135.89,1131.04,4.85,-0.62,SL
2010.01.18,10:30,Monday,Sell,1134.54,1137.44,2.9,-0.37,SL
2010.01.18,14:30,Monday,Buy,1135.99,1132.19,3.8,-0.48,SL
2010.01.18,22:30,Monday,Sell,1133.54,1134.04,0.5,-0.06,SL
2010.01.19,02:30,Tuesday,Buy,1137.69,1132.54,5.15,-0.65,SL
2010.01.19,14:30,Tuesday,Buy,1133.49,1128.59,4.9,0.62,1
2010.01.20,02:30,Wednesday,Buy,1135.19,1130.84,4.35,-0.55,SL
2010.01.20,06:30,Wednesday,Sell,1132.79,1136.14,3.35,0.43,1
2010.01.20,22:30,Wednesday,Sell,1110.84,1114.19,3.35,-0.44,SL
2010.01.21,14:30,Thursday,Buy,1106.19,1100.99,5.2,-0.68,SL
2010.01.22,18:30,Friday,Buy,1092.74,1081.94,10.8,1.43,1
2010.01.25,06:30,Monday,Buy,1102.3,1097.8,4.5,-0.59,SL
2010.01.25,18:30,Monday,Buy,1097.15,1092.8,4.35,0.57,1
2010.01.27,02:30,Wednesday,Buy,1100.55,1096.4,4.15,-0.54,SL
2010.01.27,22:30,Wednesday,Buy,1088.1,1083.2,4.9,-0.65,SL
2010.01.28,06:30,Thursday,Sell,1088.7,1091.5,2.8,-0.37,SL
2010.02.01,06:30,Monday,Buy,1080.7,1076.3,4.4,0.59,1
2010.02.01,18:30,Monday,Buy,1103.8,1085.4,18.4,2.41,1
2010.02.02,02:30,Tuesday,Sell,1103.9,1107.3,3.4,0.45,1
2010.02.02,06:30,Tuesday,Sell,1102.85,1105.7,2.85,-0.37,SL
2010.02.03,06:30,Wednesday,Buy,1115.6,1111.15,4.45,0.58,1
2010.02.03,10:30,Wednesday,Buy,1119.55,1114.6,4.95,-0.64,SL
2010.02.03,14:30,Wednesday,Sell,1116.75,1119.9,3.15,0.41,1
2010.02.04,22:30,Thursday,Buy,1063.25,1058.7,4.55,0.62,1
2010.02.05,14:30,Friday,Buy,1057.9,1052.55,5.35,-0.73,SL
2010.02.05,18:30,Friday,Sell,1051.2,1062.75,11.55,-1.59,SL
2010.02.08,10:30,Monday,Buy,1069.54,1065.79,3.75,-0.51,SL
2010.02.09,02:30,Tuesday,Buy,1065.59,1061.29,4.3,0.58,1
2010.02.10,06:30,Wednesday,Buy,1078.59,1073.89,4.7,-0.63,SL
2010.02.10,10:30,Wednesday,Buy,1078.79,1073.34,5.45,-0.73,SL
2010.02.10,22:30,Wednesday,Sell,1071.6,1074.94,3.34,-0.45,SL
2010.02.11,10:30,Thursday,Sell,1078.99,1081.9,2.91,-0.39,SL
2010.02.11,18:30,Thursday,Buy,1093.39,1075.29,18.1,2.39,1
2010.02.12,22:30,Friday,Buy,1092.84,1087.84,5.0,0.66,1
2010.02.15,14:30,Monday,Sell,1099.05,1102.4,3.35,-0.44,SL
2010.02.15,22:30,Monday,Sell,1100.55,1101.0,0.45,-0.06,SL
2010.02.16,06:30,Tuesday,Buy,1109.2,1104.19,5.01,0.65,1
2010.02.16,10:30,Tuesday,Buy,1113.55,1108.05,5.5,0.71,1
2010.02.16,14:30,Tuesday,Buy,1115.2,1110.6,4.6,0.6,1
2010.02.16,18:30,Tuesday,Buy,1119.6,1114.55,5.05,0.65,1
2010.02.17,02:30,Wednesday,Sell,1116.25,1119.55,3.3,-0.43,SL
2010.02.17,14:30,Wednesday,Buy,1119.65,1115.65,4.0,-0.52,SL
2010.02.22,22:30,Monday,Buy,1114.34,1112.59,1.75,-0.23,SL
2010.02.23,02:30,Tuesday,Sell,1113.39,1116.24,2.85,-0.37,SL
2010.02.24,02:30,Wednesday,Buy,1106.99,1101.59,5.4,-0.71,SL
2010.02.24,22:30,Wednesday,Sell,1097.34,1098.24,0.9,-0.12,SL
2010.02.25,06:30,Thursday,Sell,1092.89,1096.29,3.4,0.45,1
2010.02.25,22:30,Thursday,Sell,1105.89,1108.74,2.85,-0.37,SL
2010.02.26,06:30,Friday,Buy,1108.44,1106.24,2.2,0.29,1
2010.02.26,10:30,Friday,Buy,1112.14,1107.49,4.65,-0.6,SL
2010.02.26,18:30,Friday,Buy,1117.24,1106.64,10.6,1.37,1
2010.02.26,22:30,Friday,Sell,1116.59,1117.54,0.95,-0.12,SL
2010.03.02,10:30,Tuesday,Buy,1118.25,1114.7,3.55,0.46,1
2010.03.02,18:30,Tuesday,Buy,1136.0,1122.9,13.1,-1.67,SL
2010.03.03,06:30,Wednesday,Buy,1134.15,1132.15,2.0,0.25,1
2010.03.03,10:30,Wednesday,Buy,1136.65,1132.2,4.45,0.57,1
2010.03.03,14:30,Wednesday,Buy,1137.5,1135.1,2.4,-0.31,SL
2010.03.04,22:30,Thursday,Buy,1132.25,1130.74,1.51,-0.19,SL
2010.03.05,06:30,Friday,Buy,1133.24,1131.85,1.39,0.18,1
2010.03.05,10:30,Friday,Buy,1134.2,1132.0,2.2,-0.28,SL
2010.03.08,22:30,Monday,Sell,1123.19,1124.34,1.15,-0.15,SL
2010.03.09,06:30,Tuesday,Sell,1120.54,1123.39,2.85,-0.37,SL
2010.03.09,14:30,Tuesday,Sell,1115.39,1118.49,3.1,-0.4,SL
2010.03.09,22:30,Tuesday,Buy,1121.79,1117.84,3.95,0.51,1
2010.03.10,02:30,Wednesday,Buy,1122.84,1118.24,4.6,0.59,1
2010.03.10,10:30,Wednesday,Buy,1126.89,1121.84,5.05,-0.65,SL
2010.03.10,22:30,Wednesday,Buy,1108.39,1104.84,3.55,-0.46,SL
2010.03.11,02:30,Thursday,Buy,1109.14,1106.84,2.3,-0.3,SL
2010.03.11,22:30,Thursday,Buy,1109.54,1105.99,3.55,0.46,1
2010.03.12,02:30,Friday,Buy,1109.49,1108.09,1.4,0.18,1
2010.03.12,06:30,Friday,Buy,1113.89,1109.09,4.8,0.62,1
2010.03.12,22:30,Friday,Buy,1102.44,1101.14,1.3,-0.17,SL
2010.03.15,05:30,Monday,Buy,1105.2,1103.1,2.1,-0.27,SL
2010.03.15,09:30,Monday,Sell,1103.7,1107.0,3.3,-0.43,SL
2010.03.16,05:30,Tuesday,Buy,1112.5,1108.8,3.7,0.48,1
2010.03.16,09:30,Tuesday,Buy,1114.7,1110.15,4.55,0.59,1
2010.03.17,05:30,Wednesday,Buy,1127.45,1126.45,1.0,0.13,1
2010.03.17,09:30,Wednesday,Buy,1130.55,1126.5,4.05,-0.52,SL
2010.03.18,09:30,Thursday,Sell,1122.8,1123.95,1.15,-0.15,SL
2010.03.18,13:30,Thursday,Buy,1126.0,1122.4,3.6,-0.46,SL
2010.03.18,21:30,Thursday,Sell,1127.0,1128.2,1.2,0.15,1
2010.03.19,05:30,Friday,Buy,1124.5,1122.65,1.85,-0.24,SL
2010.03.19,09:30,Friday,Sell,1121.75,1124.55,2.8,-0.36,SL
2010.03.19,21:30,Friday,Sell,1105.5,1108.35,2.85,-0.37,SL
2010.03.22,06:30,Monday,Sell,1105.7,1108.9,3.2,0.42,1
2010.03.23,02:30,Tuesday,Buy,1104.0,1099.3,4.7,-0.62,SL
2010.03.23,06:30,Tuesday,Buy,1104.4,1103.55,0.85,-0.11,SL
2010.03.23,10:30,Tuesday,Sell,1102.3,1105.05,2.75,0.36,1
2010.03.23,18:30,Tuesday,Buy,1102.05,1097.95,4.1,-0.54,SL
2010.03.23,22:30,Tuesday,Buy,1105.05,1101.45,3.6,-0.47,SL
2010.03.24,22:30,Wednesday,Buy,1086.5,1084.89,1.61,0.21,1
2010.03.25,22:30,Thursday,Buy,1090.5,1088.2,2.3,0.3,1
2010.03.26,02:30,Friday,Buy,1090.6,1088.4,2.2,0.29,1
2010.03.26,10:30,Friday,Buy,1096.6,1095.64,0.96,-0.13,SL
