Type,Date,Price,BalanceBefore,Profit,BalanceAfter
SELL,2013-11-27 10:30:00,1252.33,,-0.8200000000001637,10360.94407
BUY,2013-11-27 14:30:00,1244.96,10360.94407,,
SELL,2013-11-28 06:30:00,1239.89,,-5.069999999999936,10355.87407
BUY,2013-11-29 18:30:00,1251.28,10355.87407,,
SELL,2013-12-02 18:30:00,1224.09,,-27.190000000000055,10328.68407
BUY,2013-12-05 06:30:00,1238.26,10328.68407,,
SELL,2013-12-06 10:30:00,1229.82,,-8.440000000000055,10320.244069999999
BUY,2013-12-06 14:30:00,1233.88,10320.244069999999,,
SELL,2013-12-09 14:30:00,1236.85,,2.9699999999998,10323.214069999998
BUY,2013-12-10 02:30:00,1239.39,10323.214069999998,,
SELL,2013-12-12 18:30:00,1225.89,,-13.5,10309.714069999998
BUY,2013-12-17 06:30:00,1244.56,10309.714069999998,,
SELL,2013-12-18 06:30:00,1232.54,,-12.019999999999982,10297.694069999998
BUY,2013-12-24 18:30:00,1202.93,10297.694069999998,,
SELL,2013-12-30 22:30:00,1196.26,,-6.670000000000073,10291.024069999998
BUY,2014-01-02 14:30:00,1225.79,10291.024069999998,,
SELL,2014-01-08 02:30:00,1228.67,,2.880000000000109,10293.904069999997
BUY,2014-01-10 10:30:00,1233.24,10293.904069999997,,
SELL,2014-01-15 10:30:00,1238.15,,4.910000000000082,10298.814069999997
BUY,2014-01-17 14:30:00,1248.52,10298.814069999997,,
SELL,2014-01-21 22:30:00,1241.17,,-7.349999999999909,10291.464069999996
BUY,2014-01-23 22:30:00,1263.61,10291.464069999996,,
SELL,2014-01-28 10:30:00,1254.19,,-9.419999999999845,10282.044069999996
BUY,2014-01-30 02:30:00,1262.66,10282.044069999996,,
SELL,2014-01-30 22:30:00,1243.48,,-19.180000000000064,10262.864069999996
BUY,2014-02-04 02:30:00,1256.74,10262.864069999996,,
SELL,2014-02-19 18:30:00,1319.53,,62.789999999999964,10325.654069999997
BUY,2014-02-21 10:30:00,1320.24,10325.654069999997,,
SELL,2014-02-27 06:30:00,1328.08,,7.839999999999918,10333.494069999997
BUY,2014-03-03 14:30:00,1349.75,10333.494069999997,,
SELL,2014-03-05 02:30:00,1336.43,,-13.319999999999936,10320.174069999997
BUY,2014-03-06 22:30:00,1350.39,10320.174069999997,,
SELL,2014-03-10 05:30:00,1333.63,,-16.75999999999999,10303.414069999997
BUY,2014-03-11 13:30:00,1349.43,10303.414069999997,,
SELL,2014-03-18 05:30:00,1360.07,,10.639999999999873,10314.054069999996
BUY,2014-04-03 02:30:00,1291.79,10314.054069999996,,
SELL,2014-04-04 06:30:00,1286.71,,-5.079999999999927,10308.974069999997
BUY,2014-04-04 14:30:00,1297.18,10308.974069999997,,
SELL,2014-04-15 14:30:00,1294.71,,-2.4700000000000273,10306.504069999997
BUY,2014-04-24 22:30:00,1293.04,10306.504069999997,,
SELL,2014-04-29 14:30:00,1298.64,,5.600000000000136,10312.104069999998
BUY,2014-05-05 02:30:00,1305.58,10312.104069999998,,
SELL,2014-05-07 22:30:00,1289.64,,-15.939999999999827,10296.164069999997
BUY,2014-05-12 22:30:00,1295.62,10296.164069999997,,
SELL,2014-05-16 06:30:00,1295.77,,0.15000000000009095,10296.314069999997
BUY,2014-05-22 18:30:00,1295.5,10296.314069999997,,
SELL,2014-05-23 22:30:00,1292.24,,-3.259999999999991,10293.054069999996
BUY,2014-05-27 02:30:00,1292.87,10293.054069999996,,
SELL,2014-05-27 06:30:00,1288.53,,-4.339999999999918,10288.714069999996
BUY,2014-06-04 22:30:00,1243.63,10288.714069999996,,
SELL,2014-06-05 06:30:00,1244.53,,0.8999999999998636,10289.614069999996
BUY,2014-06-05 18:30:00,1253.41,10289.614069999996,,
SELL,2014-06-17 10:30:00,1265.77,,12.3599999999999,10301.974069999997
BUY,2014-06-19 06:30:00,1277.21,10301.974069999997,,
SELL,2014-06-25 14:30:00,1317.51,,40.299999999999955,10342.274069999996
BUY,2014-06-26 06:30:00,1317.13,10342.274069999996,,
SELL,2014-06-26 18:30:00,1315.49,,-1.6400000000001,10340.634069999996
BUY,2014-06-27 22:30:00,1316.11,10340.634069999996,,
SELL,2014-06-30 14:30:00,1314.66,,-1.449999999999818,10339.184069999996
BUY,2014-06-30 22:30:00,1326.95,10339.184069999996,,
SELL,2014-07-03 18:30:00,1319.56,,-7.3900000000001,10331.794069999996
BUY,2014-07-08 18:30:00,1315.71,10331.794069999996,,
SELL,2014-07-14 14:30:00,1306.38,,-9.329999999999927,10322.464069999996
BUY,2014-07-17 22:30:00,1318.88,10322.464069999996,,
SELL,2014-07-22 14:30:00,1310.99,,-7.8900000000001,10314.574069999997
BUY,2014-07-28 06:30:00,1305.71,10314.574069999997,,
SELL,2014-07-30 10:30:00,1298.2,,-7.509999999999991,10307.064069999997
BUY,2014-08-04 10:30:00,1293.58,10307.064069999997,,
SELL,2014-08-05 06:30:00,1291.7,,-1.8799999999998818,10305.184069999998
BUY,2014-08-05 14:30:00,1285.25,10305.184069999998,,
SELL,2014-08-05 18:30:00,1288.88,,3.630000000000109,10308.814069999997
BUY,2014-08-05 22:30:00,1288.47,10308.814069999997,,
SELL,2014-08-06 06:30:00,1291.41,,2.9400000000000546,10311.754069999997
BUY,2014-08-06 18:30:00,1307.64,10311.754069999997,,
SELL,2014-08-11 22:30:00,1308.25,,0.6099999999999,10312.364069999998
BUY,2014-08-12 18:30:00,1309.5,10312.364069999998,,
SELL,2014-08-12 22:30:00,1309.19,,-0.30999999999994543,10312.054069999998
BUY,2014-08-13 02:30:00,1308.03,10312.054069999998,,
SELL,2014-08-13 14:30:00,1312.67,,4.6400000000001,10316.694069999998
BUY,2014-08-13 18:30:00,1312.62,10316.694069999998,,
SELL,2014-08-15 18:30:00,1304.12,,-8.5,10308.194069999998
BUY,2014-08-26 14:30:00,1286.7,10308.194069999998,,
SELL,2014-09-02 02:30:00,1283.26,,-3.4400000000000546,10304.754069999997
BUY,2014-09-08 14:30:00,1259.63,10304.754069999997,,
SELL,2014-09-08 18:30:00,1255.83,,-3.800000000000182,10300.954069999996
BUY,2014-09-16 22:30:00,1235.29,10300.954069999996,,
SELL,2014-09-18 02:30:00,1223.28,,-12.009999999999991,10288.944069999996
BUY,2014-09-23 17:30:00,1221.97,10288.944069999996,,
SELL,2014-09-25 05:30:00,1211.45,,-10.519999999999982,10278.424069999995
BUY,2014-09-26 09:30:00,1222.7,10278.424069999995,,
SELL,2014-09-29 01:30:00,1218.81,,-3.8900000000001,10274.534069999996
BUY,2014-09-29 17:30:00,1216.91,10274.534069999996,,
SELL,2014-09-30 01:30:00,1216.81,,-0.10000000000013642,10274.434069999996
BUY,2014-10-02 09:30:00,1213.11,10274.434069999996,,
SELL,2014-10-03 09:30:00,1207.37,,-5.740000000000009,10268.694069999996
BUY,2014-10-07 13:30:00,1211.13,10268.694069999996,,
SELL,2014-10-15 13:30:00,1239.7,,28.569999999999936,10297.264069999996
BUY,2014-10-15 21:30:00,1241.75,10297.264069999996,,
SELL,2014-10-20 09:30:00,1240.65,,-1.099999999999909,10296.164069999995
BUY,2014-10-20 13:30:00,1244.88,10296.164069999995,,
SELL,2014-10-23 05:30:00,1243.89,,-0.9900000000000091,10295.174069999995
BUY,2014-11-07 22:30:00,1176.47,10295.174069999995,,
SELL,2014-11-11 14:30:00,1156.45,,-20.019999999999982,10275.154069999995
BUY,2014-11-12 02:30:00,1164.75,10275.154069999995,,
SELL,2014-11-13 06:30:00,1159.18,,-5.569999999999936,10269.584069999995
BUY,2014-11-13 18:30:00,1159.33,10269.584069999995,,
SELL,2014-11-14 10:30:00,1154.29,,-5.039999999999964,10264.544069999996
BUY,2014-11-14 22:30:00,1188.49,10264.544069999996,,
SELL,2014-11-20 10:30:00,1196.06,,7.569999999999936,10272.114069999996
BUY,2014-11-21 06:30:00,1193.47,10272.114069999996,,
SELL,2014-11-26 22:30:00,1197.58,,4.1099999999999,10276.224069999997
BUY,2014-12-02 02:30:00,1204.97,10276.224069999997,,
SELL,2014-12-05 18:30:00,1190.92,,-14.049999999999955,10262.174069999997
BUY,2014-12-09 10:30:00,1205.41,10262.174069999997,,
SELL,2014-12-12 10:30:00,1225.21,,19.799999999999955,10281.974069999997
BUY,2014-12-18 22:30:00,1198.02,10281.974069999997,,
SELL,2014-12-19 14:30:00,1195.93,,-2.089999999999918,10279.884069999996
BUY,2014-12-26 18:30:00,1195.39,10279.884069999996,,
SELL,2014-12-30 10:30:00,1187.27,,-8.120000000000118,10271.764069999996
BUY,2014-12-30 18:30:00,1200.36,10271.764069999996,,
SELL,2015-01-02 06:30:00,1186.82,,-13.539999999999964,10258.224069999997
BUY,2015-01-05 18:30:00,1202.52,10258.224069999997,,
SELL,2015-01-08 22:30:00,1208.42,,5.900000000000091,10264.124069999996
BUY,2015-01-09 18:30:00,1219.85,10264.124069999996,,
SELL,2015-01-26 02:30:00,1295.83,,75.98000000000002,10340.104069999996
BUY,2015-01-28 10:30:00,1288.46,10340.104069999996,,
SELL,2015-01-29 02:30:00,1281.17,,-7.289999999999964,10332.814069999997
BUY,2015-02-02 10:30:00,1275.94,10332.814069999997,,
SELL,2015-02-04 02:30:00,1261.79,,-14.150000000000091,10318.664069999997
BUY,2015-02-13 22:30:00,1229.43,10318.664069999997,,
SELL,2015-02-17 18:30:00,1207.67,,-21.75999999999999,10296.904069999997
BUY,2015-02-25 10:30:00,1206.86,10296.904069999997,,
SELL,2015-03-03 06:30:00,1209.15,,2.290000000000191,10299.194069999998
BUY,2015-03-16 09:30:00,1158.0,10299.194069999998,,
SELL,2015-03-17 05:30:00,1153.41,,-4.589999999999918,10294.604069999998
BUY,2015-03-19 05:30:00,1170.84,10294.604069999998,,
SELL,2015-03-30 06:30:00,1194.3,,23.460000000000036,10318.064069999997
BUY,2015-04-01 22:30:00,1203.78,10318.064069999997,,
SELL,2015-04-08 06:30:00,1210.43,,6.650000000000091,10324.714069999996
BUY,2015-04-13 02:30:00,1207.91,10324.714069999996,,
SELL,2015-04-14 02:30:00,1200.7,,-7.210000000000036,10317.504069999995
BUY,2015-04-16 06:30:00,1201.53,10317.504069999995,,
SELL,2015-04-20 22:30:00,1195.65,,-5.879999999999882,10311.624069999996
BUY,2015-04-22 10:30:00,1202.5,10311.624069999996,,
SELL,2015-04-22 22:30:00,1186.73,,-15.769999999999982,10295.854069999996
BUY,2015-04-28 02:30:00,1200.37,10295.854069999996,,
SELL,2015-04-30 18:30:00,1183.78,,-16.589999999999918,10279.264069999996
BUY,2015-05-05 06:30:00,1188.26,10279.264069999996,,
SELL,2015-05-07 14:30:00,1185.71,,-2.5499999999999545,10276.714069999996
BUY,2015-05-11 14:30:00,1188.9,10276.714069999996,,
SELL,2015-05-12 02:30:00,1184.34,,-4.560000000000173,10272.154069999997
BUY,2015-05-12 22:30:00,1193.8,10272.154069999997,,
SELL,2015-05-19 18:30:00,1207.9,,14.100000000000136,10286.254069999997
BUY,2015-05-29 14:30:00,1192.13,10286.254069999997,,
SELL,2015-06-02 14:30:00,1192.76,,0.6299999999998818,10286.884069999996
BUY,2015-06-03 02:30:00,1194.53,10286.884069999996,,
SELL,2015-06-03 22:30:00,1184.79,,-9.740000000000009,10277.144069999997
BUY,2015-06-09 14:30:00,1177.33,10277.144069999997,,
SELL,2015-06-12 06:30:00,1182.6,,5.269999999999982,10282.414069999997
BUY,2015-06-12 18:30:00,1179.82,10282.414069999997,,
SELL,2015-06-12 22:30:00,1181.28,,1.4600000000000364,10283.874069999998
BUY,2015-06-16 06:30:00,1185.33,10283.874069999998,,
SELL,2015-06-17 02:30:00,1180.9,,-4.429999999999836,10279.444069999998
BUY,2015-06-18 10:30:00,1197.99,10279.444069999998,,
SELL,2015-06-22 22:30:00,1185.63,,-12.3599999999999,10267.084069999997
BUY,2015-06-29 10:30:00,1176.29,10267.084069999997,,
SELL,2015-06-30 22:30:00,1171.89,,-4.399999999999864,10262.684069999998
BUY,2015-07-06 22:30:00,1169.93,10262.684069999998,,
SELL,2015-07-07 18:30:00,1154.51,,-15.420000000000073,10247.264069999997
BUY,2015-07-09 22:30:00,1159.02,10247.264069999997,,
SELL,2015-07-13 18:30:00,1156.93,,-2.089999999999918,10245.174069999997
BUY,2015-07-27 10:30:00,1099.48,10245.174069999997,,
SELL,2015-07-30 02:30:00,1094.78,,-4.7000000000000455,10240.474069999997
BUY,2015-08-03 06:30:00,1095.87,10240.474069999997,,
SELL,2015-08-04 06:30:00,1086.29,,-9.579999999999927,10230.894069999997
BUY,2015-08-07 02:30:00,1089.1,10230.894069999997,,
SELL,2015-08-14 18:30:00,1112.69,,23.590000000000146,10254.484069999997
BUY,2015-08-17 22:30:00,1117.29,10254.484069999997,,
SELL,2015-08-19 10:30:00,1122.8,,5.509999999999991,10259.994069999997
BUY,2015-08-19 14:30:00,1127.05,10259.994069999997,,
SELL,2015-08-25 14:30:00,1142.05,,15.0,10274.994069999997
BUY,2015-08-28 22:30:00,1134.02,10274.994069999997,,
SELL,2015-09-03 06:30:00,1132.59,,-1.4300000000000637,10273.564069999997
BUY,2015-09-09 10:30:00,1121.58,10273.564069999997,,
SELL,2015-09-09 18:30:00,1106.59,,-14.990000000000009,10258.574069999997
BUY,2015-09-16 18:30:00,1119.95,10258.574069999997,,
SELL,2015-09-22 17:30:00,1125.7,,5.75,10264.324069999997
BUY,2015-09-24 09:30:00,1134.73,10264.324069999997,,
SELL,2015-09-28 21:30:00,1131.66,,-3.0699999999999363,10261.254069999997
BUY,2015-10-02 21:30:00,1138.53,10261.254069999997,,
SELL,2015-10-08 21:30:00,1138.61,,0.07999999999992724,10261.334069999997
BUY,2015-10-09 13:30:00,1151.46,10261.334069999997,,
SELL,2015-10-19 05:30:00,1173.33,,21.86999999999989,10283.204069999996
BUY,2015-10-21 05:30:00,1176.07,10283.204069999996,,
SELL,2015-10-21 17:30:00,1166.43,,-9.639999999999873,10273.564069999997
BUY,2015-10-28 01:30:00,1166.23,10273.564069999997,,
SELL,2015-10-29 13:30:00,1153.49,,-12.740000000000009,10260.824069999997
BUY,2015-11-16 10:30:00,1092.84,10260.824069999997,,
SELL,2015-11-17 06:30:00,1078.84,,-14.0,10246.824069999997
BUY,2015-11-19 22:30:00,1081.9,10246.824069999997,,
SELL,2015-11-23 10:30:00,1069.0,,-12.900000000000091,10233.924069999997
BUY,2015-11-25 06:30:00,1078.81,10233.924069999997,,
SELL,2015-11-26 02:30:00,1072.11,,-6.7000000000000455,10227.224069999997
BUY,2015-12-01 10:30:00,1069.17,10227.224069999997,,
SELL,2015-12-02 22:30:00,1053.2,,-15.970000000000027,10211.254069999997
BUY,2015-12-04 14:30:00,1079.14,10211.254069999997,,
SELL,2015-12-10 02:30:00,1075.72,,-3.4200000000000728,10207.834069999997
BUY,2015-12-14 10:30:00,1066.25,10207.834069999997,,
SELL,2015-12-14 18:30:00,1064.43,,-1.8199999999999363,10206.014069999997
BUY,2015-12-16 22:30:00,1071.94,10206.014069999997,,
SELL,2015-12-17 18:30:00,1051.54,,-20.40000000000009,10185.614069999998
BUY,2015-12-21 06:30:00,1069.92,10185.614069999998,,
SELL,2015-12-23 22:30:00,1070.03,,0.10999999999989996,10185.724069999998
BUY,2015-12-28 10:30:00,1071.82,10185.724069999998,,
SELL,2015-12-28 18:30:00,1067.11,,-4.710000000000036,10181.014069999997
BUY,2016-01-04 18:30:00,1074.95,10181.014069999997,,
SELL,2016-01-12 02:30:00,1095.47,,20.519999999999982,10201.534069999998
BUY,2016-01-18 02:30:00,1092.52,10201.534069999998,,
SELL,2016-01-25 02:30:00,1100.7,,8.180000000000064,10209.714069999998
BUY,2016-01-25 14:30:00,1106.04,10209.714069999998,,
SELL,2016-01-29 02:30:00,1114.6,,8.559999999999945,10218.274069999998
BUY,2016-02-01 10:30:00,1122.66,10218.274069999998,,
SELL,2016-02-15 18:30:00,1208.07,,85.40999999999985,10303.684069999998
BUY,2016-02-18 10:30:00,1202.64,10303.684069999998,,
SELL,2016-02-22 18:30:00,1208.65,,6.009999999999991,10309.694069999998
BUY,2016-02-24 06:30:00,1225.22,10309.694069999998,,
SELL,2016-02-26 22:30:00,1222.3,,-2.9200000000000728,10306.774069999998
BUY,2016-03-01 02:30:00,1244.01,10306.774069999998,,
SELL,2016-03-02 10:30:00,1230.4,,-13.6099999999999,10293.164069999997
BUY,2016-03-02 22:30:00,1239.64,10293.164069999997,,
SELL,2016-03-09 06:30:00,1256.05,,16.409999999999854,10309.574069999997
BUY,2016-03-11 06:30:00,1269.11,10309.574069999997,,
SELL,2016-03-14 05:30:00,1256.22,,-12.889999999999873,10296.684069999998
BUY,2016-03-17 05:30:00,1258.03,10296.684069999998,,
SELL,2016-03-21 14:30:00,1245.26,,-12.769999999999982,10283.914069999997
BUY,2016-03-29 18:30:00,1238.62,10283.914069999997,,
SELL,2016-04-01 18:30:00,1219.81,,-18.809999999999945,10265.104069999998
BUY,2016-04-05 18:30:00,1229.59,10265.104069999998,,
SELL,2016-04-07 06:30:00,1228.35,,-1.240000000000009,10263.864069999998
BUY,2016-04-07 14:30:00,1241.42,10263.864069999998,,
SELL,2016-04-13 18:30:00,1246.59,,5.169999999999845,10269.034069999998
BUY,2016-04-18 18:30:00,1233.79,10269.034069999998,,
SELL,2016-04-22 14:30:00,1243.77,,9.980000000000018,10279.014069999997
BUY,2016-04-27 06:30:00,1244.0,10279.014069999997,,
SELL,2016-05-04 10:30:00,1276.64,,32.6400000000001,10311.654069999997
BUY,2016-05-06 22:30:00,1288.5,10311.654069999997,,
SELL,2016-05-09 18:30:00,1264.65,,-23.84999999999991,10287.804069999996
BUY,2016-05-11 22:30:00,1276.98,10287.804069999996,,
SELL,2016-05-13 06:30:00,1274.82,,-2.160000000000082,10285.644069999997
BUY,2016-05-13 10:30:00,1273.61,10285.644069999997,,
SELL,2016-05-13 14:30:00,1266.92,,-6.689999999999827,10278.954069999996
BUY,2016-05-16 02:30:00,1273.73,10278.954069999996,,
SELL,2016-05-18 14:30:00,1272.76,,-0.9700000000000273,10277.984069999997
BUY,2016-06-01 02:30:00,1218.81,10277.984069999997,,
SELL,2016-06-03 02:30:00,1210.96,,-7.849999999999909,10270.134069999996
BUY,2016-06-03 18:30:00,1240.66,10270.134069999996,,
SELL,2016-06-17 10:30:00,1284.24,,43.57999999999993,10313.714069999996
BUY,2016-06-20 02:30:00,1284.8,10313.714069999996,,
SELL,2016-06-20 14:30:00,1281.79,,-3.009999999999991,10310.704069999996
BUY,2016-06-24 10:30:00,1315.72,10310.704069999996,,
SELL,2016-06-29 06:30:00,1320.71,,4.990000000000009,10315.694069999996
BUY,2016-06-29 22:30:00,1317.41,10315.694069999996,,
SELL,2016-06-30 10:30:00,1315.77,,-1.6400000000001,10314.054069999996
BUY,2016-07-01 02:30:00,1328.08,10314.054069999996,,
SELL,2016-07-08 06:30:00,1357.67,,29.590000000000146,10343.644069999997
BUY,2016-07-11 14:30:00,1356.93,10343.644069999997,,
SELL,2016-07-11 22:30:00,1355.09,,-1.8400000000001455,10341.804069999996
BUY,2016-07-19 22:30:00,1331.58,10341.804069999996,,
SELL,2016-07-20 18:30:00,1317.53,,-14.049999999999955,10327.754069999997
BUY,2016-07-22 06:30:00,1325.75,10327.754069999997,,
SELL,2016-07-25 02:30:00,1316.73,,-9.019999999999982,10318.734069999997
BUY,2016-07-27 18:30:00,1326.59,10318.734069999997,,
SELL,2016-08-04 14:30:00,1363.52,,36.930000000000064,10355.664069999997
BUY,2016-08-05 06:30:00,1364.09,10355.664069999997,,
SELL,2016-08-05 18:30:00,1337.37,,-26.720000000000027,10328.944069999998
BUY,2016-08-10 10:30:00,1352.17,10328.944069999998,,
SELL,2016-08-12 10:30:00,1336.63,,-15.539999999999964,10313.404069999997
BUY,2016-08-16 10:30:00,1351.47,10313.404069999997,,
SELL,2016-08-19 18:30:00,1343.29,,-8.180000000000064,10305.224069999997
BUY,2016-08-30 10:30:00,1319.74,10305.224069999997,,
SELL,2016-08-30 18:30:00,1313.34,,-6.400000000000091,10298.824069999997
BUY,2016-09-02 14:30:00,1323.99,10298.824069999997,,
SELL,2016-09-09 06:30:00,1337.84,,13.849999999999909,10312.674069999997
BUY,2016-09-20 14:30:00,1313.57,10312.674069999997,,
SELL,2016-09-27 17:30:00,1326.6,,13.029999999999973,10325.704069999998
BUY,2016-10-10 21:30:00,1259.33,10325.704069999998,,
SELL,2016-10-11 17:30:00,1255.33,,-4.0,10321.704069999998
BUY,2016-10-13 17:30:00,1257.73,10321.704069999998,,
SELL,2016-10-14 13:30:00,1251.78,,-5.9500000000000455,10315.754069999997
BUY,2016-10-18 05:30:00,1258.11,10315.754069999997,,
SELL,2016-10-21 13:30:00,1266.04,,7.930000000000064,10323.684069999998
BUY,2016-10-25 17:30:00,1273.64,10323.684069999998,,
SELL,2016-10-27 09:30:00,1269.68,,-3.9600000000000364,10319.724069999997
BUY,2016-10-28 21:30:00,1275.67,10319.724069999997,,
SELL,2016-11-07 10:30:00,1288.14,,12.470000000000027,10332.194069999996
BUY,2016-11-09 14:30:00,1280.6,10332.194069999996,,
SELL,2016-11-10 06:30:00,1287.51,,6.910000000000082,10339.104069999996
BUY,2016-11-16 18:30:00,1223.88,10339.104069999996,,
SELL,2016-11-17 22:30:00,1215.9,,-7.980000000000018,10331.124069999996
BUY,2016-11-22 14:30:00,1211.92,10331.124069999996,,
SELL,2016-11-23 18:30:00,1190.02,,-21.90000000000009,10309.224069999997
BUY,2016-11-28 22:30:00,1192.89,10309.224069999997,,
SELL,2016-11-30 18:30:00,1174.52,,-18.37000000000012,10290.854069999996
BUY,2016-12-06 14:30:00,1172.18,10290.854069999996,,
SELL,2016-12-06 22:30:00,1169.36,,-2.8200000000001637,10288.034069999996
BUY,2016-12-07 22:30:00,1173.55,10288.034069999996,,
SELL,2016-12-09 06:30:00,1169.37,,-4.180000000000064,10283.854069999996
BUY,2016-12-14 18:30:00,1160.6,10283.854069999996,,
SELL,2016-12-15 02:30:00,1143.41,,-17.189999999999827,10266.664069999995
BUY,2016-12-19 22:30:00,1137.87,10266.664069999995,,
SELL,2016-12-20 22:30:00,1131.9,,-5.9699999999998,10260.694069999996
BUY,2016-12-27 02:30:00,1137.42,10260.694069999996,,
SELL,2017-01-19 10:30:00,1202.45,,65.02999999999997,10325.724069999997
BUY,2017-01-23 10:30:00,1213.13,10325.724069999997,,
SELL,2017-01-25 10:30:00,1203.93,,-9.200000000000045,10316.524069999996
BUY,2017-01-30 18:30:00,1194.81,10316.524069999996,,
SELL,2017-02-10 06:30:00,1224.02,,29.210000000000036,10345.734069999995
BUY,2017-02-15 02:30:00,1226.38,10345.734069999995,,
SELL,2017-02-15 06:30:00,1225.83,,-0.5500000000001819,10345.184069999996
BUY,2017-02-16 06:30:00,1232.71,10345.184069999996,,
SELL,2017-02-20 18:30:00,1237.34,,4.629999999999882,10349.814069999995
BUY,2017-02-22 14:30:00,1237.33,10349.814069999995,,
SELL,2017-02-22 22:30:00,1237.22,,-0.10999999999989996,10349.704069999994
BUY,2017-02-23 02:30:00,1236.67,10349.704069999994,,
SELL,2017-02-28 22:30:00,1248.05,,11.379999999999882,10361.084069999994
BUY,2017-03-13 17:30:00,1203.66,10361.084069999994,,
SELL,2017-03-15 01:30:00,1200.72,,-2.9400000000000546,10358.144069999993
BUY,2017-03-16 01:30:00,1224.64,10358.144069999993,,
SELL,2017-03-24 18:30:00,1247.99,,23.34999999999991,10381.494069999993
BUY,2017-03-27 06:30:00,1257.19,10381.494069999993,,
SELL,2017-03-29 14:30:00,1253.16,,-4.029999999999973,10377.464069999993
BUY,2017-04-03 22:30:00,1253.1,10377.464069999993,,
SELL,2017-04-05 22:30:00,1255.12,,2.019999999999982,10379.484069999993
BUY,2017-04-06 14:30:00,1252.22,10379.484069999993,,
SELL,2017-04-06 22:30:00,1251.62,,-0.6000000000001364,10378.884069999993
BUY,2017-04-07 06:30:00,1265.34,10378.884069999993,,
SELL,2017-04-10 14:30:00,1249.76,,-15.579999999999927,10363.304069999993
BUY,2017-04-11 18:30:00,1272.6,10363.304069999993,,
SELL,2017-04-18 18:30:00,1291.38,,18.7800000000002,10382.084069999994
BUY,2017-04-19 14:30:00,1278.07,10382.084069999994,,
SELL,2017-04-19 18:30:00,1280.31,,2.240000000000009,10384.324069999993
BUY,2017-04-24 02:30:00,1275.86,10384.324069999993,,
SELL,2017-04-24 10:30:00,1271.63,,-4.229999999999791,10380.094069999994
BUY,2017-04-28 18:30:00,1267.28,10380.094069999994,,
SELL,2017-05-01 18:30:00,1255.31,,-11.970000000000027,10368.124069999994
BUY,2017-05-12 02:30:00,1225.51,10368.124069999994,,
SELL,2017-05-24 10:30:00,1251.83,,26.319999999999936,10394.444069999994
BUY,2017-05-25 14:30:00,1256.16,10394.444069999994,,
SELL,2017-05-26 02:30:00,1256.29,,0.12999999999988177,10394.574069999993
BUY,2017-05-26 14:30:00,1266.66,10394.574069999993,,
SELL,2017-05-31 02:30:00,1261.29,,-5.370000000000118,10389.204069999992
BUY,2017-06-01 02:30:00,1269.16,10389.204069999992,,
SELL,2017-06-02 06:30:00,1260.37,,-8.790000000000191,10380.414069999992
BUY,2017-06-02 18:30:00,1277.25,10380.414069999992,,
SELL,2017-06-08 14:30:00,1274.23,,-3.019999999999982,10377.394069999991
BUY,2017-06-14 14:30:00,1275.22,10377.394069999991,,
SELL,2017-06-15 14:30:00,1253.42,,-21.799999999999955,10355.594069999992
BUY,2017-06-22 10:30:00,1251.34,10355.594069999992,,
SELL,2017-06-26 18:30:00,1244.96,,-6.379999999999882,10349.214069999993
BUY,2017-06-28 18:30:00,1249.47,10349.214069999993,,
SELL,2017-06-30 02:30:00,1244.96,,-4.509999999999991,10344.704069999992
BUY,2017-07-06 18:30:00,1223.87,10344.704069999992,,
SELL,2017-07-07 10:30:00,1221.68,,-2.189999999999827,10342.514069999992
BUY,2017-07-12 10:30:00,1218.49,10342.514069999992,,
SELL,2017-07-14 14:30:00,1231.3,,12.809999999999945,10355.324069999991
BUY,2017-07-14 18:30:00,1228.47,10355.324069999991,,
SELL,2017-07-26 06:30:00,1245.48,,17.00999999999999,10372.334069999992
BUY,2017-07-27 06:30:00,1263.06,10372.334069999992,,
SELL,2017-08-02 18:30:00,1270.19,,7.130000000000109,10379.46406999999
BUY,2017-08-04 10:30:00,1269.36,10379.46406999999,,
SELL,2017-08-04 18:30:00,1257.91,,-11.449999999999818,10368.01406999999
BUY,2017-08-09 10:30:00,1267.64,10368.01406999999,,
SELL,2017-08-15 02:30:00,1275.59,,7.949999999999818,10375.96406999999
BUY,2017-08-17 06:30:00,1287.42,10375.96406999999,,
SELL,2017-08-22 18:30:00,1285.62,,-1.800000000000182,10374.164069999992
BUY,2017-08-24 02:30:00,1288.26,10374.164069999992,,
SELL,2017-08-25 02:30:00,1285.73,,-2.5299999999999727,10371.634069999991
BUY,2017-08-28 02:30:00,1294.45,10371.634069999991,,
SELL,2017-08-31 06:30:00,1302.95,,8.5,10380.134069999991
BUY,2017-09-01 06:30:00,1319.15,10380.134069999991,,
SELL,2017-09-07 14:30:00,1343.29,,24.139999999999873,10404.27406999999
BUY,2017-09-07 18:30:00,1346.03,10404.27406999999,,
SELL,2017-09-11 14:30:00,1334.31,,-11.720000000000027,10392.554069999991
BUY,2017-09-15 06:30:00,1330.71,10392.554069999991,,
SELL,2017-09-15 22:30:00,1320.34,,-10.370000000000118,10382.18406999999
BUY,2017-09-20 22:30:00,1301.04,10382.18406999999,,
SELL,2017-09-21 02:30:00,1299.8,,-1.240000000000009,10380.94406999999
BUY,2017-09-26 01:30:00,1310.77,10380.94406999999,,
SELL,2017-09-27 09:30:00,1289.8,,-20.970000000000027,10359.974069999991
BUY,2017-10-04 21:30:00,1273.61,10359.974069999991,,
