date,time,day_of_week,type,entry,stop_loss,distance,max_profit,reward_risk,candles_held,close_reason
2024-12-12,18:30:00,Thursday,Sell,2683.92,2688.29,4.37,5.02,1.15,2,Stop Loss
2023-08-03,05:30:00,Thursday,Sell,1934.84,1938.33,3.49,4.0,1.15,1,Stop Loss
2015-06-25,14:30:00,Thursday,Sell,1172.98,1175.56,2.58,2.96,1.15,5,Stop Loss
2016-06-02,14:30:00,Thursday,Sell,1212.71,1217.76,5.05,5.83,1.15,6,Stop Loss
2012-06-28,14:30:00,Thursday,Sell,1561.89,1574.1,12.21,14.03,1.15,6,Stop Loss
2010-01-14,10:30:00,Thursday,Sell,1137.74,1143.94,6.2,7.1,1.15,2,Stop Loss
2016-06-16,18:30:00,Thursday,Sell,1285.13,1315.68,30.55,35.02,1.15,33,Stop Loss
2018-11-29,18:30:00,Thursday,Sell,1223.26,1229.1,5.84,6.74,1.15,10,Stop Loss
2025-04-17,01:30:00,Thursday,Sell,3323.52,3358.03,34.51,39.78,1.15,6,Stop Loss
2024-01-11,14:30:00,Thursday,Sell,2029.49,2043.64,14.15,16.27,1.15,5,Stop Loss
2010-09-23,13:30:00,Thursday,Sell,1290.4,1293.0,2.6,3.0,1.15,1,Stop Loss
2016-10-20,17:30:00,Thursday,Sell,1266.71,1271.61,4.9,5.67,1.16,11,Stop Loss
2012-03-29,10:30:00,Thursday,Sell,1655.14,1663.99,8.85,10.27,1.16,6,Stop Loss
2018-04-12,18:30:00,Thursday,Sell,1337.5,1341.79,4.29,5.04,1.17,5,Stop Loss
2019-07-04,10:30:00,Thursday,Sell,1414.86,1416.73,1.87,2.19,1.17,2,Stop Loss
2025-09-18,05:30:00,Thursday,Sell,3651.27,3666.2,14.93,17.41,1.17,1,Stop Loss
2009-04-16,14:30:00,Thursday,Sell,880.71,894.17,13.46,15.74,1.17,18,Stop Loss
2023-08-31,13:30:00,Thursday,Sell,1943.47,1948.05,4.58,5.38,1.17,6,Stop Loss
2019-08-22,10:30:00,Thursday,Sell,1497.8,1502.39,4.59,5.41,1.18,1,Stop Loss
2012-08-30,18:30:00,Thursday,Sell,1658.15,1662.8,4.65,5.49,1.18,5,Stop Loss
2017-05-18,02:30:00,Thursday,Sell,1258.85,1263.23,4.38,5.18,1.18,3,Stop Loss
2014-05-08,02:30:00,Thursday,Sell,1288.99,1292.45,3.46,4.1,1.18,3,Stop Loss
2015-10-01,05:30:00,Thursday,Sell,1113.91,1116.4,2.49,2.95,1.18,2,Stop Loss
2021-12-30,02:30:00,Thursday,Sell,1801.21,1805.61,4.4,5.19,1.18,3,Stop Loss
2021-11-18,06:30:00,Thursday,Sell,1863.39,1867.42,4.03,4.77,1.18,1,Stop Loss
2013-11-14,06:30:00,Thursday,Sell,1283.67,1288.41,4.74,5.65,1.19,2,Stop Loss
2017-04-06,02:30:00,Thursday,Sell,1254.71,1259.04,4.33,5.15,1.19,6,Stop Loss
2020-02-27,22:30:00,Thursday,Sell,1643.79,1647.17,3.38,4.03,1.19,1,Stop Loss
2019-10-10,13:30:00,Thursday,Sell,1494.38,1511.65,17.27,20.5,1.19,66,Stop Loss
2024-08-22,05:30:00,Thursday,Sell,2505.19,2508.72,3.53,4.19,1.19,1,Stop Loss
2011-05-19,10:30:00,Thursday,Sell,1491.85,1496.6,4.75,5.65,1.19,5,Stop Loss
2017-11-23,02:30:00,Thursday,Sell,1289.65,1292.01,2.36,2.84,1.2,2,Stop Loss
2019-08-01,02:30:00,Thursday,Sell,1409.24,1416.63,7.39,8.86,1.2,4,Stop Loss
2014-12-11,06:30:00,Thursday,Sell,1223.53,1229.99,6.46,7.77,1.2,3,Stop Loss
2016-10-20,09:30:00,Thursday,Sell,1269.66,1270.99,1.33,1.59,1.2,1,Stop Loss
2021-11-25,06:30:00,Thursday,Sell,1792.34,1794.12,1.78,2.14,1.2,1,Stop Loss
2013-05-23,22:30:00,Thursday,Sell,1390.65,1393.71,3.06,3.66,1.2,2,Stop Loss
2018-11-01,21:30:00,Thursday,Sell,1233.01,1234.86,1.85,2.22,1.2,3,Stop Loss
2013-11-14,10:30:00,Thursday,Sell,1283.25,1287.61,4.36,5.23,1.2,1,Stop Loss
2022-06-23,10:30:00,Thursday,Sell,1831.67,1838.22,6.55,7.91,1.21,1,Stop Loss
2015-01-22,06:30:00,Thursday,Sell,1286.89,1293.78,6.89,8.33,1.21,2,Stop Loss
2016-05-26,10:30:00,Thursday,Sell,1227.2,1230.25,3.05,3.69,1.21,1,Stop Loss
2019-01-24,10:30:00,Thursday,Sell,1279.42,1281.7,2.28,2.75,1.21,1,Stop Loss
2019-11-21,14:30:00,Thursday,Sell,1467.43,1471.68,4.25,5.15,1.21,5,Stop Loss
