date,time,day_of_week,type,entry,stop_loss,distance,max_profit,reward_risk,candles_held,close_reason
2011-07-19,18:30:00,Tuesday,Sell,1588.3,1604.05,15.75,7.25,SL,10,Stop Loss
2011-07-19,22:30:00,Tuesday,Sell,1588.0,1590.55,2.55,1.4,SL,2,Stop Loss
2011-07-26,10:30:00,Tuesday,Sell,1609.55,1616.16,6.61,1.7,SL,2,Stop Loss
2011-08-02,02:30:00,Tuesday,Sell,1619.51,1621.23,1.72,0.43,SL,1,Stop Loss
2011-08-09,14:30:00,Tuesday,Sell,1732.06,1772.35,40.29,12.01,SL,2,Stop Loss
2011-08-09,22:30:00,Tuesday,Sell,1739.87,1777.75,37.88,2.38,SL,5,Stop Loss
2011-08-16,02:30:00,Tuesday,Sell,1762.65,1769.83,7.18,0.49,SL,2,Stop Loss
2011-08-16,14:30:00,Tuesday,Sell,1776.55,1782.42,5.87,3.94,SL,1,Stop Loss
2011-08-30,10:30:00,Tuesday,Sell,1789.9,1799.02,9.12,0.89,SL,1,Stop Loss
2011-09-06,02:30:00,Tuesday,Sell,1899.3,1903.25,3.95,1.0,SL,1,Stop Loss
2011-09-13,10:30:00,Tuesday,Sell,1810.4,1832.65,22.25,5.15,SL,2,Stop Loss
2011-09-13,22:30:00,Tuesday,Sell,1833.3,1844.15,10.85,1.05,SL,1,Stop Loss
2011-09-20,06:30:00,Tuesday,Sell,1771.8,1784.4,12.6,0.64,SL,1,Stop Loss
2011-09-20,14:30:00,Tuesday,Sell,1792.35,1795.9,3.55,0.0,SL,1,Stop Loss
2011-09-27,17:30:00,Tuesday,Sell,1646.3,1667.6,21.3,14.9,SL,4,Stop Loss
2011-10-04,01:30:00,Tuesday,Sell,1659.45,1672.6,13.15,0.25,SL,2,Stop Loss
2011-10-04,17:30:00,Tuesday,Sell,1606.91,1649.65,42.74,11.46,SL,9,Stop Loss
2011-10-11,09:30:00,Tuesday,Sell,1661.8,1681.05,19.25,5.8,SL,6,Stop Loss
2011-10-11,17:30:00,Tuesday,Sell,1661.45,1669.95,8.5,3.3,SL,4,Stop Loss
2011-10-18,13:30:00,Tuesday,Sell,1630.75,1661.55,30.8,4.1,SL,2,Stop Loss
2011-10-25,01:30:00,Tuesday,Sell,1651.85,1655.55,3.7,1.47,SL,1,Stop Loss
2011-10-25,13:30:00,Tuesday,Sell,1653.7,1664.15,10.45,0.7,SL,1,Stop Loss
2011-11-01,13:30:00,Tuesday,Sell,1695.15,1708.19,13.04,3.1,SL,1,Stop Loss
2011-11-08,22:30:00,Tuesday,Sell,1785.85,1794.85,9.0,8.16,SL,4,Stop Loss
2011-11-15,06:30:00,Tuesday,Sell,1769.1,1778.9,9.8,9.14,SL,2,Stop Loss
2011-11-15,10:30:00,Tuesday,Sell,1761.7,1771.4,9.7,0.78,SL,1,Stop Loss
2011-11-22,06:30:00,Tuesday,Sell,1683.55,1686.6,3.05,0.0,SL,1,Stop Loss
2011-11-29,02:30:00,Tuesday,Sell,1708.45,1712.75,4.3,0.22,SL,1,Stop Loss
2011-12-06,06:30:00,Tuesday,Sell,1714.65,1720.59,5.94,1.9,SL,1,Stop Loss
2011-12-06,14:30:00,Tuesday,Sell,1707.24,1721.5,14.26,5.34,SL,1,Stop Loss
2011-12-13,02:30:00,Tuesday,Sell,1654.1,1668.2,14.1,2.45,SL,3,Stop Loss
2011-12-13,06:30:00,Tuesday,Sell,1652.15,1657.45,5.3,0.5,SL,1,Stop Loss
2012-01-10,18:30:00,Tuesday,Sell,1632.1,1639.87,7.77,2.1,SL,3,Stop Loss
2012-01-10,22:30:00,Tuesday,Sell,1631.71,1634.75,3.04,1.71,SL,1,Stop Loss
2012-01-24,22:30:00,Tuesday,Sell,1664.58,1667.3,2.72,0.0,SL,1,Stop Loss
2012-01-31,06:30:00,Tuesday,Sell,1735.7,1738.54,2.84,0.0,SL,1,Stop Loss
2012-01-31,18:30:00,Tuesday,Sell,1736.0,1746.08,10.08,3.45,SL,4,Stop Loss
2012-02-07,10:30:00,Tuesday,Sell,1715.9,1729.85,13.95,5.8,SL,2,Stop Loss
2012-02-07,22:30:00,Tuesday,Sell,1744.66,1749.69,5.03,2.44,SL,2,Stop Loss
2012-02-14,02:30:00,Tuesday,Sell,1717.25,1722.7,5.45,5.26,SL,3,Stop Loss
