date,time,day_of_week,type,entry,stop_loss,distance,max_profit,reward_risk,candles_held,close_reason,distance_rounded
2013-07-11,10:30:00,Thursday,Sell,1283.36,1298.95,15.6,15.66,1.0,25,Stop Loss,15
2013-08-06,06:30:00,Tuesday,Sell,1289.16,1304.54,15.4,16.35,1.06,15,Stop Loss,15
2014-04-21,02:30:00,Monday,Sell,1286.3,1302.07,15.8,17.9,1.14,27,Stop Loss,15
2022-12-15,02:30:00,Thursday,Sell,1793.6,1808.76,15.2,20.05,1.32,21,Stop Loss,15
2010-10-07,13:30:00,Thursday,Sell,1346.4,1361.77,15.4,21.63,1.41,24,Stop Loss,15
2011-10-07,13:30:00,Friday,Sell,1648.65,1664.38,15.7,22.45,1.43,6,Stop Loss,15
2012-11-02,13:30:00,Friday,Sell,1694.66,1710.05,15.4,22.16,1.44,13,Stop Loss,15
2011-06-24,18:30:00,Friday,Sell,1501.08,1516.9,15.8,23.09,1.46,46,Stop Loss,15
2013-05-21,10:30:00,Tuesday,Sell,1382.82,1398.65,15.8,23.38,1.48,8,Stop Loss,15
2011-08-22,10:30:00,Monday,Sell,1880.16,1895.4,15.2,22.69,1.49,3,Stop Loss,15
2025-09-18,01:30:00,Thursday,Sell,3656.8,3672.09,15.3,22.94,1.5,2,Stop Loss,15
2025-06-24,09:30:00,Tuesday,Sell,3318.15,3333.26,15.1,22.89,1.51,4,Stop Loss,15
2025-06-19,05:30:00,Thursday,Sell,3364.21,3379.64,15.4,23.92,1.55,11,Stop Loss,15
2018-02-02,14:30:00,Friday,Sell,1331.51,1347.12,15.6,24.56,1.57,49,Stop Loss,15
2014-11-28,18:30:00,Friday,Sell,1168.45,1184.32,15.9,25.8,1.63,4,Stop Loss,15
2019-09-06,18:30:00,Friday,Sell,1509.34,1525.18,15.8,26.28,1.66,66,Stop Loss,15
2015-06-01,18:30:00,Monday,Sell,1188.44,1203.93,15.5,25.85,1.67,78,Stop Loss,15
2021-02-04,10:30:00,Thursday,Sell,1811.46,1827.31,15.8,26.67,1.68,13,Stop Loss,15
