date,time,day_of_week,type,entry,stop_loss,distance,max_profit,reward_risk,candles_held,close_reason,distance_rounded
2020-02-27,14:30:00,Thursday,Buy,1653.0,1645.73,7.3,7.3,1.0,1,Stop Loss,7
2021-07-20,02:30:00,Tuesday,Buy,1817.63,1810.37,7.3,7.3,1.01,4,Stop Loss,7
2015-11-19,02:30:00,Thursday,Buy,1076.74,1069.58,7.2,7.2,1.01,3,Stop Loss,7
2012-09-18,22:30:00,Tuesday,Buy,1771.95,1764.76,7.2,7.35,1.02,4,Stop Loss,7
2016-10-07,21:30:00,Friday,Buy,1257.11,1249.7,7.4,7.71,1.04,16,Stop Loss,7
2021-07-27,18:30:00,Tuesday,Buy,1801.8,1794.27,7.5,7.9,1.05,7,Stop Loss,7
2015-07-08,14:30:00,Wednesday,Buy,1160.09,1152.83,7.3,7.61,1.05,18,Stop Loss,7
2024-02-06,18:30:00,Tuesday,Buy,2036.69,2029.3,7.4,7.76,1.05,10,Stop Loss,7
2018-11-01,13:30:00,Thursday,Buy,1229.49,1222.11,7.4,7.76,1.05,29,Stop Loss,7
2015-04-06,02:30:00,Monday,Buy,1216.67,1209.62,7.0,7.48,1.06,8,Stop Loss,7
2023-03-14,13:30:00,Tuesday,Buy,1902.42,1895.08,7.3,7.81,1.06,5,Stop Loss,7
2010-03-22,18:30:00,Monday,Buy,1099.75,1092.1,7.7,8.2,1.07,11,Stop Loss,7
2024-02-13,06:30:00,Tuesday,Buy,2023.78,2016.58,7.2,7.94,1.1,2,Stop Loss,7
2009-10-22,17:30:00,Thursday,Buy,1059.1,1051.35,7.8,8.6,1.11,6,Stop Loss,7
2012-08-02,10:30:00,Thursday,Buy,1606.8,1599.3,7.5,8.36,1.11,1,Stop Loss,7
2022-09-19,18:30:00,Monday,Buy,1670.9,1663.13,7.8,8.61,1.11,5,Stop Loss,7
2019-10-16,17:30:00,Wednesday,Buy,1489.26,1482.03,7.2,8.0,1.11,19,Stop Loss,7
2020-07-28,22:30:00,Tuesday,Buy,1956.09,1949.13,7.0,7.79,1.12,1,Stop Loss,7
2020-09-16,10:30:00,Wednesday,Buy,1964.65,1956.72,7.9,8.9,1.12,2,Stop Loss,7
2024-07-18,05:30:00,Thursday,Buy,2467.01,2460.04,7.0,7.82,1.12,2,Stop Loss,7
2021-01-12,22:30:00,Tuesday,Buy,1854.29,1846.53,7.8,8.72,1.12,6,Stop Loss,7
2016-01-20,14:30:00,Wednesday,Buy,1101.14,1093.72,7.4,8.4,1.13,6,Stop Loss,7
2016-06-17,14:30:00,Friday,Buy,1291.18,1283.95,7.2,8.21,1.14,3,Stop Loss,7
2025-08-15,01:30:00,Friday,Buy,3339.72,3331.91,7.8,8.91,1.14,6,Stop Loss,7
2024-02-20,10:30:00,Tuesday,Buy,2026.18,2018.61,7.6,8.61,1.14,17,Stop Loss,7
2021-06-10,18:30:00,Thursday,Buy,1894.6,1887.36,7.2,8.28,1.14,5,Stop Loss,7
2023-06-15,17:30:00,Thursday,Buy,1958.85,1951.05,7.8,8.96,1.15,10,Stop Loss,7
2018-03-23,14:30:00,Friday,Buy,1347.71,1339.88,7.8,9.07,1.16,12,Stop Loss,7
2022-05-23,06:30:00,Monday,Buy,1856.27,1848.45,7.8,9.07,1.16,3,Stop Loss,7
2020-09-21,21:30:00,Monday,Buy,1911.69,1904.54,7.2,8.28,1.16,3,Stop Loss,7
2020-10-26,09:30:00,Monday,Buy,1902.96,1895.81,7.2,8.34,1.17,13,Stop Loss,7
2009-03-20,05:30:00,Friday,Buy,958.4,950.9,7.5,8.77,1.17,2,Stop Loss,7
2014-05-14,10:30:00,Wednesday,Buy,1300.49,1293.34,7.2,8.42,1.18,7,Stop Loss,7
2017-02-13,18:30:00,Monday,Buy,1226.02,1218.96,7.1,8.37,1.19,11,Stop Loss,7
2012-10-31,09:30:00,Wednesday,Buy,1718.12,1710.78,7.3,8.77,1.19,11,Stop Loss,7
2015-08-21,02:30:00,Friday,Buy,1158.96,1151.29,7.7,9.22,1.2,2,Stop Loss,7
