date,time,day_of_week,type,entry,stop_loss,distance,max_profit,reward_risk,candles_held,close_reason,distance_rounded
2021-02-15,10:30:00,Monday,Sell,1818.18,1820.4,2.2,2.22,1.0,1,Stop Loss,2
2023-02-08,06:30:00,Wednesday,Sell,1875.87,1878.57,2.7,2.72,1.01,1,Stop Loss,2
2012-06-18,22:30:00,Monday,Sell,1627.55,1630.05,2.5,2.53,1.01,1,Stop Loss,2
2016-01-05,22:30:00,Tuesday,Sell,1076.98,1079.1,2.1,2.14,1.01,2,Stop Loss,2
2022-06-10,06:30:00,Friday,Sell,1844.46,1846.84,2.4,2.41,1.01,1,Stop Loss,2
2023-05-15,05:30:00,Monday,Sell,2016.57,2019.33,2.8,2.79,1.01,1,Stop Loss,2
2017-07-20,10:30:00,Thursday,Sell,1237.64,1240.12,2.5,2.5,1.01,1,Stop Loss,2
2010-04-28,06:30:00,Wednesday,Sell,1163.84,1165.84,2.0,2.05,1.02,1,Stop Loss,2
2018-05-22,02:30:00,Tuesday,Sell,1290.7,1293.52,2.8,2.88,1.02,2,Stop Loss,2
2024-03-06,02:30:00,Wednesday,Sell,2126.11,2128.58,2.5,2.52,1.02,2,Stop Loss,2
2013-01-14,22:30:00,Monday,Sell,1667.34,1669.67,2.3,2.39,1.02,1,Stop Loss,2
2019-06-17,02:30:00,Monday,Sell,1340.5,1342.58,2.1,2.15,1.03,1,Stop Loss,2
2022-08-11,06:30:00,Thursday,Sell,1786.11,1788.41,2.3,2.38,1.03,1,Stop Loss,2
2013-04-11,10:30:00,Thursday,Sell,1558.73,1561.41,2.7,2.75,1.03,1,Stop Loss,2
2018-05-28,02:30:00,Monday,Sell,1298.18,1300.9,2.7,2.81,1.03,5,Stop Loss,2
2022-01-10,02:30:00,Monday,Sell,1794.08,1796.87,2.8,2.91,1.04,2,Stop Loss,2
2019-02-13,10:30:00,Wednesday,Sell,1310.94,1313.74,2.8,2.9,1.04,1,Stop Loss,2
2018-03-13,21:30:00,Tuesday,Sell,1325.97,1327.96,2.0,2.07,1.04,2,Stop Loss,2
2015-11-18,14:30:00,Wednesday,Sell,1069.08,1071.95,2.9,3.01,1.05,2,Stop Loss,2
2023-12-15,22:30:00,Friday,Sell,2018.86,2021.76,2.9,3.04,1.05,1,Stop Loss,2
2024-01-15,14:30:00,Monday,Sell,2051.85,2054.51,2.7,2.79,1.05,1,Stop Loss,2
2014-10-10,09:30:00,Friday,Sell,1221.47,1223.96,2.5,2.61,1.05,1,Stop Loss,2
2023-11-01,05:30:00,Wednesday,Sell,1978.77,1981.05,2.3,2.42,1.06,1,Stop Loss,2
2013-04-01,14:30:00,Monday,Sell,1597.35,1599.84,2.5,2.63,1.06,1,Stop Loss,2
2012-07-20,06:30:00,Friday,Sell,1582.02,1584.0,2.0,2.1,1.06,1,Stop Loss,2
2017-04-05,02:30:00,Wednesday,Sell,1254.37,1256.67,2.3,2.46,1.07,2,Stop Loss,2
2019-11-21,06:30:00,Thursday,Sell,1470.24,1472.84,2.6,2.78,1.07,1,Stop Loss,2
2017-04-06,14:30:00,Thursday,Sell,1252.02,1254.32,2.3,2.46,1.07,3,Stop Loss,2
2017-05-25,14:30:00,Thursday,Sell,1255.96,1258.76,2.8,3.01,1.08,4,Stop Loss,2
2021-03-26,06:30:00,Friday,Sell,1727.66,1729.91,2.2,2.42,1.08,1,Stop Loss,2
2016-02-02,18:30:00,Tuesday,Sell,1127.13,1129.78,2.6,2.87,1.08,4,Stop Loss,2
2013-01-16,22:30:00,Wednesday,Sell,1679.44,1682.28,2.8,3.06,1.08,3,Stop Loss,2
2014-05-07,06:30:00,Wednesday,Sell,1311.59,1313.71,2.1,2.28,1.08,1,Stop Loss,2
2011-04-07,06:30:00,Thursday,Sell,1455.4,1458.05,2.6,2.9,1.09,1,Stop Loss,2
2016-08-17,06:30:00,Wednesday,Sell,1343.52,1345.51,2.0,2.18,1.1,1,Stop Loss,2
2021-10-15,21:30:00,Friday,Sell,1766.9,1768.97,2.1,2.28,1.1,1,Stop Loss,2
2014-08-20,10:30:00,Wednesday,Sell,1294.22,1296.59,2.4,2.6,1.1,1,Stop Loss,2
2014-12-09,02:30:00,Tuesday,Sell,1201.84,1203.99,2.1,2.36,1.1,1,Stop Loss,2
2014-09-30,21:30:00,Tuesday,Sell,1207.7,1210.62,2.9,3.2,1.1,4,Stop Loss,2
2009-03-17,05:30:00,Tuesday,Sell,920.9,923.62,2.7,3.0,1.1,1,Stop Loss,2
2010-01-07,10:30:00,Thursday,Sell,1131.55,1134.25,2.7,3.0,1.11,1,Stop Loss,2
2018-06-29,10:30:00,Friday,Sell,1250.74,1252.87,2.1,2.36,1.11,2,Stop Loss,2
2010-06-10,02:30:00,Thursday,Sell,1230.75,1233.55,2.8,3.1,1.11,1,Stop Loss,2
2016-07-27,02:30:00,Wednesday,Sell,1318.11,1320.3,2.2,2.46,1.12,1,Stop Loss,2
2017-03-31,22:30:00,Friday,Sell,1247.57,1250.4,2.8,3.18,1.12,5,Stop Loss,2
2023-12-27,06:30:00,Wednesday,Sell,2064.62,2067.54,2.9,3.27,1.12,1,Stop Loss,2
2011-06-09,02:30:00,Thursday,Sell,1536.15,1538.8,2.6,2.98,1.12,3,Stop Loss,2
2022-06-08,22:30:00,Wednesday,Sell,1853.03,1855.14,2.1,2.36,1.12,2,Stop Loss,2
2009-11-10,06:30:00,Tuesday,Sell,1100.2,1103.05,2.9,3.2,1.12,1,Stop Loss,2
2024-06-18,21:30:00,Tuesday,Sell,2329.14,2331.61,2.5,2.77,1.12,2,Stop Loss,2
2015-05-20,18:30:00,Wednesday,Sell,1209.76,1212.33,2.6,2.9,1.13,1,Stop Loss,2
2023-02-07,06:30:00,Tuesday,Sell,1874.16,1876.97,2.8,3.17,1.13,1,Stop Loss,2
2011-05-18,22:30:00,Wednesday,Sell,1496.8,1499.05,2.2,2.55,1.13,1,Stop Loss,2
2022-07-25,18:30:00,Monday,Sell,1718.95,1721.48,2.5,2.87,1.13,2,Stop Loss,2
2013-03-13,05:30:00,Wednesday,Sell,1591.99,1594.23,2.2,2.54,1.13,2,Stop Loss,2
2015-08-04,22:30:00,Tuesday,Sell,1087.18,1089.85,2.7,3.03,1.13,4,Stop Loss,2
2022-11-10,10:30:00,Thursday,Sell,1708.04,1710.38,2.3,2.67,1.14,1,Stop Loss,2
2015-09-22,21:30:00,Tuesday,Sell,1124.2,1126.33,2.1,2.42,1.14,3,Stop Loss,2
2012-09-13,10:30:00,Thursday,Sell,1729.95,1732.15,2.2,2.5,1.14,1,Stop Loss,2
2017-03-14,05:30:00,Tuesday,Sell,1202.93,1205.09,2.2,2.47,1.14,2,Stop Loss,2
2018-10-17,21:30:00,Wednesday,Sell,1221.89,1224.81,2.9,3.33,1.14,4,Stop Loss,2
2019-08-09,22:30:00,Friday,Sell,1497.17,1499.77,2.6,2.99,1.15,1,Stop Loss,2
2022-01-17,14:30:00,Monday,Sell,1819.82,1821.93,2.1,2.42,1.15,3,Stop Loss,2
2010-09-23,13:30:00,Thursday,Sell,1290.4,1293.0,2.6,3.0,1.15,1,Stop Loss,2
2015-06-25,14:30:00,Thursday,Sell,1172.98,1175.56,2.6,2.96,1.15,5,Stop Loss,2
2013-03-13,01:30:00,Wednesday,Sell,1592.0,1594.19,2.2,2.55,1.16,2,Stop Loss,2
2011-02-22,22:30:00,Tuesday,Sell,1398.85,1401.65,2.8,3.25,1.16,1,Stop Loss,2
2017-03-28,02:30:00,Tuesday,Sell,1253.51,1255.6,2.1,2.44,1.17,3,Stop Loss,2
2017-03-27,22:30:00,Monday,Sell,1253.96,1256.44,2.5,2.89,1.17,4,Stop Loss,2
2021-11-17,18:30:00,Wednesday,Sell,1865.63,1868.17,2.5,2.98,1.17,2,Stop Loss,2
2023-11-28,10:30:00,Tuesday,Sell,2014.3,2016.84,2.5,2.97,1.17,1,Stop Loss,2
2016-04-19,02:30:00,Tuesday,Sell,1230.35,1232.57,2.2,2.6,1.17,1,Stop Loss,2
2015-04-01,22:30:00,Wednesday,Sell,1203.58,1205.67,2.1,2.46,1.18,3,Stop Loss,2
2021-03-23,22:30:00,Tuesday,Sell,1726.49,1728.88,2.4,2.83,1.18,1,Stop Loss,2
2017-02-10,06:30:00,Friday,Sell,1223.82,1225.87,2.0,2.42,1.18,1,Stop Loss,2
2014-12-05,22:30:00,Friday,Sell,1190.33,1193.13,2.8,3.31,1.18,1,Stop Loss,2
2014-07-28,10:30:00,Monday,Sell,1304.25,1306.42,2.2,2.56,1.18,5,Stop Loss,2
2018-07-30,02:30:00,Monday,Sell,1221.7,1224.09,2.4,2.81,1.18,3,Stop Loss,2
