date,time,day_of_week,type,entry,stop_loss,distance,max_profit,reward_risk,candles_held,close_reason,hour
2018-04-13,14:30:00,Friday,Buy,1343.89,1332.26,11.63,11.65,1.0,33,Stop Loss,14
2020-02-27,14:30:00,Thursday,Buy,1653.0,1645.73,7.27,7.3,1.0,1,Stop Loss,14
2010-05-13,14:30:00,Thursday,Buy,1237.24,1231.54,5.7,5.75,1.01,1,Stop Loss,14
2024-12-26,14:30:00,Thursday,Buy,2630.09,2621.35,8.74,8.86,1.01,6,Stop Loss,14
2013-11-14,14:30:00,Thursday,Buy,1286.0,1277.82,8.18,8.25,1.01,12,Stop Loss,14
2022-01-12,14:30:00,Wednesday,Buy,1821.96,1815.93,6.03,6.07,1.01,7,Stop Loss,14
2011-05-30,14:30:00,Monday,Buy,1537.6,1534.7,2.9,2.95,1.02,4,Stop Loss,14
2018-09-20,14:30:00,Thursday,Buy,1206.36,1201.87,4.49,4.6,1.02,6,Stop Loss,14
2021-07-14,14:30:00,Wednesday,Buy,1823.33,1812.88,10.45,10.71,1.02,13,Stop Loss,14
2019-03-25,14:30:00,Monday,Buy,1320.06,1315.82,4.24,4.34,1.02,5,Stop Loss,14
2022-12-28,14:30:00,Wednesday,Buy,1805.62,1802.2,3.42,3.51,1.03,1,Stop Loss,14
2013-06-10,14:30:00,Monday,Buy,1382.13,1375.55,6.58,6.77,1.03,5,Stop Loss,14
2019-03-08,14:30:00,Friday,Buy,1295.82,1291.22,4.6,4.76,1.03,7,Stop Loss,14
2012-06-15,14:30:00,Friday,Buy,1625.81,1619.48,6.33,6.54,1.03,3,Stop Loss,14
2018-03-09,14:30:00,Friday,Buy,1321.09,1312.5,8.59,8.83,1.03,30,Stop Loss,14
2012-07-26,14:30:00,Thursday,Buy,1615.35,1601.6,13.75,14.15,1.03,24,Stop Loss,14
2019-01-31,14:30:00,Thursday,Buy,1323.21,1321.95,1.26,1.31,1.04,1,Stop Loss,14
2016-04-19,14:30:00,Tuesday,Buy,1255.01,1240.5,14.51,15.12,1.04,18,Stop Loss,14
2017-07-28,14:30:00,Friday,Buy,1265.79,1257.84,7.95,8.24,1.04,21,Stop Loss,14
2020-04-16,14:30:00,Thursday,Buy,1725.15,1716.67,8.48,8.81,1.04,1,Stop Loss,14
2022-08-31,14:30:00,Wednesday,Buy,1716.22,1709.37,6.85,7.19,1.05,3,Stop Loss,14
2015-07-08,14:30:00,Wednesday,Buy,1160.09,1152.83,7.26,7.61,1.05,18,Stop Loss,14
2011-06-20,14:30:00,Monday,Buy,1544.95,1532.62,12.33,13.04,1.06,18,Stop Loss,14
2017-04-20,14:30:00,Thursday,Buy,1282.01,1276.22,5.79,6.12,1.06,9,Stop Loss,14
2022-11-14,14:30:00,Monday,Buy,1769.21,1752.96,16.25,17.21,1.06,24,Stop Loss,14
2010-08-25,14:30:00,Wednesday,Buy,1237.8,1231.8,6.0,6.4,1.07,13,Stop Loss,14
2019-08-30,14:30:00,Friday,Buy,1528.05,1523.66,4.39,4.68,1.07,1,Stop Loss,14
2014-09-05,14:30:00,Friday,Buy,1265.82,1260.23,5.59,5.96,1.07,6,Stop Loss,14
2012-06-13,14:30:00,Wednesday,Buy,1620.02,1607.21,12.82,13.77,1.07,15,Stop Loss,14
