date,time,day_of_week,type,entry,stop_loss,distance,max_profit,reward_risk,candles_held,close_reason,hour
2016-06-23,02:30:00,Thursday,Buy,1265.43,1259.03,6.4,6.45,1.01,3,Stop Loss,02
2015-01-09,02:30:00,Friday,Buy,1212.68,1207.03,5.65,5.69,1.01,3,Stop Loss,02
2018-02-16,02:30:00,Friday,Buy,1356.84,1352.1,4.74,4.78,1.01,3,Stop Loss,02
2021-07-20,02:30:00,Tuesday,Buy,1817.63,1810.37,7.26,7.3,1.01,4,Stop Loss,02
2015-11-19,02:30:00,Thursday,Buy,1076.74,1069.58,7.16,7.2,1.01,3,Stop Loss,02
2013-11-14,02:30:00,Thursday,Buy,1284.76,1280.39,4.37,4.44,1.02,3,Stop Loss,02
2017-12-01,02:30:00,Friday,Buy,1275.85,1273.66,2.19,2.24,1.02,3,Stop Loss,02
2019-11-28,02:30:00,Thursday,Buy,1456.53,1453.96,2.57,2.62,1.02,8,Stop Loss,02
2013-12-18,02:30:00,Wednesday,Buy,1233.62,1229.77,3.85,3.91,1.02,2,Stop Loss,02
2016-07-29,02:30:00,Friday,Buy,1339.05,1334.56,4.49,4.57,1.02,1,Stop Loss,02
2012-05-10,02:30:00,Thursday,Buy,1592.45,1587.95,4.5,4.6,1.02,2,Stop Loss,02
2022-06-06,02:30:00,Monday,Buy,1853.25,1848.85,4.4,4.51,1.02,3,Stop Loss,02
2011-12-21,02:30:00,Wednesday,Buy,1627.8,1614.4,13.4,13.82,1.03,3,Stop Loss,02
2013-06-05,02:30:00,Wednesday,Buy,1402.68,1397.23,5.45,5.62,1.03,2,Stop Loss,02
2009-04-14,02:30:00,Tuesday,Buy,895.3,892.2,3.1,3.18,1.03,3,Stop Loss,02
2022-07-18,02:30:00,Monday,Buy,1714.56,1705.66,8.9,9.2,1.03,6,Stop Loss,02
2012-11-26,02:30:00,Monday,Buy,1748.52,1745.1,3.42,3.54,1.04,9,Stop Loss,02
2014-11-12,02:30:00,Wednesday,Buy,1164.95,1160.13,4.82,5.01,1.04,4,Stop Loss,02
2011-01-27,02:30:00,Thursday,Buy,1344.95,1342.05,2.9,3.05,1.05,2,Stop Loss,02
2014-01-28,02:30:00,Tuesday,Buy,1257.65,1254.43,3.22,3.4,1.06,2,Stop Loss,02
2011-07-27,02:30:00,Wednesday,Buy,1622.92,1617.55,5.37,5.68,1.06,3,Stop Loss,02
2015-08-18,02:30:00,Tuesday,Buy,1118.61,1116.27,2.34,2.48,1.06,3,Stop Loss,02
2015-04-06,02:30:00,Monday,Buy,1216.67,1209.62,7.05,7.48,1.06,8,Stop Loss,02
2016-11-09,02:30:00,Wednesday,Buy,1301.4,1267.7,33.7,35.8,1.06,9,Stop Loss,02
2012-04-10,02:30:00,Tuesday,Buy,1650.9,1639.64,11.26,12.05,1.07,4,Stop Loss,02
2013-02-11,02:30:00,Monday,Buy,1667.7,1665.96,1.74,1.86,1.07,2,Stop Loss,02
2021-02-09,02:30:00,Tuesday,Buy,1841.49,1828.55,12.94,13.79,1.07,16,Stop Loss,02
2014-08-07,02:30:00,Thursday,Buy,1306.65,1305.04,1.61,1.74,1.08,2,Stop Loss,02
2012-06-07,02:30:00,Thursday,Buy,1621.1,1617.9,3.21,3.45,1.08,2,Stop Loss,02
2015-09-17,02:30:00,Thursday,Buy,1120.68,1118.66,2.02,2.19,1.08,2,Stop Loss,02
2016-08-10,02:30:00,Wednesday,Buy,1347.91,1339.37,8.54,9.28,1.09,11,Stop Loss,02
