date,time,day_of_week,type,entry,stop_loss,distance,max_profit,reward_risk,candles_held,close_reason,hour
2011-04-06,22:30:00,Wednesday,Buy,1459.75,1457.45,2.3,2.3,1.0,1,Stop Loss,22
2022-02-21,22:30:00,Monday,Buy,1907.4,1900.9,6.5,6.58,1.01,3,Stop Loss,22
2016-06-03,22:30:00,Friday,Buy,1244.22,1239.94,4.28,4.33,1.01,3,Stop Loss,22
2018-04-23,22:30:00,Monday,Buy,1324.81,1322.81,2.0,2.03,1.01,1,Stop Loss,22
2025-02-18,22:30:00,Tuesday,Buy,2935.58,2931.66,3.92,3.97,1.01,1,Stop Loss,22
2012-09-18,22:30:00,Tuesday,Buy,1771.95,1764.76,7.19,7.35,1.02,4,Stop Loss,22
2020-12-10,22:30:00,Thursday,Buy,1835.98,1831.44,4.54,4.62,1.02,3,Stop Loss,22
2017-12-08,22:30:00,Friday,Buy,1247.97,1246.91,1.06,1.08,1.02,1,Stop Loss,22
2018-04-27,22:30:00,Friday,Buy,1323.37,1321.96,1.41,1.44,1.02,2,Stop Loss,22
2014-08-18,22:30:00,Monday,Buy,1298.32,1297.05,1.27,1.31,1.03,1,Stop Loss,22
2018-02-05,22:30:00,Monday,Buy,1339.61,1333.47,6.14,6.35,1.03,4,Stop Loss,22
2011-05-27,22:30:00,Friday,Buy,1536.45,1532.5,3.95,4.1,1.04,10,Stop Loss,22
2022-05-19,22:30:00,Thursday,Buy,1841.96,1839.58,2.38,2.47,1.04,1,Stop Loss,22
2013-02-27,22:30:00,Wednesday,Buy,1597.4,1592.05,5.35,5.55,1.04,3,Stop Loss,22
2020-08-20,22:30:00,Thursday,Buy,1946.39,1937.33,9.06,9.45,1.04,3,Stop Loss,22
2019-09-12,22:30:00,Thursday,Buy,1499.13,1497.42,1.71,1.78,1.04,1,Stop Loss,22
2020-11-16,22:30:00,Monday,Buy,1888.52,1884.85,3.67,3.81,1.04,2,Stop Loss,22
2021-08-13,22:30:00,Friday,Buy,1778.96,1775.55,3.41,3.54,1.04,2,Stop Loss,22
2023-11-14,22:30:00,Tuesday,Buy,1963.22,1962.0,1.22,1.27,1.04,1,Stop Loss,22
2013-07-22,22:30:00,Monday,Buy,1335.64,1333.03,2.61,2.71,1.04,2,Stop Loss,22
2025-01-15,22:30:00,Wednesday,Buy,2696.92,2692.25,4.67,4.9,1.05,2,Stop Loss,22
2011-05-04,22:30:00,Wednesday,Buy,1516.15,1510.75,5.4,5.65,1.05,3,Stop Loss,22
2021-02-09,22:30:00,Tuesday,Buy,1838.28,1834.42,3.86,4.06,1.05,1,Stop Loss,22
2021-07-13,22:30:00,Tuesday,Buy,1807.56,1804.9,2.66,2.78,1.05,1,Stop Loss,22
2016-06-08,22:30:00,Wednesday,Buy,1262.6,1259.2,3.4,3.6,1.06,3,Stop Loss,22
2012-12-13,22:30:00,Thursday,Buy,1697.05,1693.9,3.15,3.33,1.06,4,Stop Loss,22
2024-11-05,22:30:00,Tuesday,Buy,2744.23,2739.16,5.07,5.4,1.07,1,Stop Loss,22
2015-01-23,22:30:00,Friday,Buy,1294.43,1290.09,4.34,4.66,1.07,1,Stop Loss,22
2012-01-31,22:30:00,Tuesday,Buy,1737.34,1734.35,2.99,3.19,1.07,2,Stop Loss,22
2017-04-20,22:30:00,Thursday,Buy,1280.61,1279.08,1.53,1.64,1.07,2,Stop Loss,22
2019-04-11,22:30:00,Thursday,Buy,1292.64,1289.84,2.8,3.01,1.07,7,Stop Loss,22
2012-06-07,22:30:00,Thursday,Buy,1589.1,1586.27,2.83,3.05,1.08,1,Stop Loss,22
2022-05-06,22:30:00,Friday,Buy,1882.74,1880.12,2.62,2.84,1.08,1,Stop Loss,22
2024-02-22,22:30:00,Thursday,Buy,2024.49,2021.89,2.6,2.8,1.08,2,Stop Loss,22
2013-02-05,22:30:00,Tuesday,Buy,1673.0,1671.15,1.85,1.99,1.08,3,Stop Loss,22
2013-11-13,22:30:00,Wednesday,Buy,1281.62,1269.88,11.74,12.63,1.08,19,Stop Loss,22
2018-03-23,22:30:00,Friday,Buy,1347.9,1345.13,2.77,3.0,1.08,2,Stop Loss,22
2013-08-08,22:30:00,Thursday,Buy,1312.87,1309.26,3.61,3.94,1.09,2,Stop Loss,22
2011-06-07,22:30:00,Tuesday,Buy,1543.89,1541.91,1.98,2.16,1.09,1,Stop Loss,22
2022-01-06,22:30:00,Thursday,Buy,1790.79,1786.01,4.78,5.27,1.1,4,Stop Loss,22
2018-01-02,22:30:00,Tuesday,Buy,1317.6,1314.16,3.44,3.79,1.1,1,Stop Loss,22
2025-01-27,22:30:00,Monday,Buy,2740.66,2736.56,4.1,4.51,1.1,3,Stop Loss,22
2019-03-06,22:30:00,Wednesday,Buy,1286.46,1284.74,1.72,1.91,1.11,2,Stop Loss,22
2014-03-31,22:30:00,Monday,Buy,1283.85,1282.23,1.62,1.8,1.11,1,Stop Loss,22
2013-04-22,22:30:00,Monday,Buy,1426.4,1424.37,2.03,2.25,1.11,1,Stop Loss,22
2021-01-12,22:30:00,Tuesday,Buy,1854.29,1846.53,7.76,8.72,1.12,6,Stop Loss,22
2020-07-28,22:30:00,Tuesday,Buy,1956.09,1949.13,6.96,7.79,1.12,1,Stop Loss,22
2012-06-22,22:30:00,Friday,Buy,1571.5,1567.2,4.3,4.83,1.12,4,Stop Loss,22
2017-06-23,22:30:00,Friday,Buy,1256.53,1255.23,1.3,1.47,1.13,1,Stop Loss,22
2020-11-02,22:30:00,Monday,Buy,1894.99,1891.97,3.02,3.4,1.13,1,Stop Loss,22
2015-06-04,22:30:00,Thursday,Buy,1176.75,1175.26,1.49,1.68,1.13,3,Stop Loss,22
2015-02-16,22:30:00,Monday,Buy,1231.97,1230.34,1.63,1.86,1.14,1,Stop Loss,22
2022-11-18,22:30:00,Friday,Buy,1749.85,1747.21,2.64,3.02,1.14,1,Stop Loss,22
2022-06-15,22:30:00,Wednesday,Buy,1833.87,1813.19,20.68,23.52,1.14,57,Stop Loss,22
2021-04-26,22:30:00,Monday,Buy,1781.28,1778.86,2.42,2.76,1.14,1,Stop Loss,22
2017-06-16,22:30:00,Friday,Buy,1253.99,1252.6,1.39,1.58,1.14,1,Stop Loss,22
2014-04-16,22:30:00,Wednesday,Buy,1302.3,1300.79,1.51,1.72,1.14,1,Stop Loss,22
2013-11-05,22:30:00,Tuesday,Buy,1311.67,1309.75,1.92,2.2,1.15,1,Stop Loss,22
2017-12-28,22:30:00,Thursday,Buy,1294.96,1293.92,1.04,1.21,1.16,1,Stop Loss,22
2010-06-15,22:30:00,Tuesday,Buy,1234.15,1231.05,3.1,3.6,1.16,4,Stop Loss,22
2014-07-17,22:30:00,Thursday,Buy,1319.08,1314.39,4.69,5.45,1.16,2,Stop Loss,22
2011-08-02,22:30:00,Tuesday,Buy,1660.95,1642.65,18.3,21.14,1.16,11,Stop Loss,22
2019-07-15,22:30:00,Monday,Buy,1413.91,1410.25,3.66,4.28,1.17,4,Stop Loss,22
2013-12-20,22:30:00,Friday,Buy,1202.95,1200.81,2.14,2.5,1.17,1,Stop Loss,22
2017-12-05,22:30:00,Tuesday,Buy,1265.89,1263.11,2.78,3.26,1.17,4,Stop Loss,22
