date,time,day_of_week,type,entry,stop_loss,distance,max_profit,reward_risk,candles_held,close_reason,hour
2018-02-01,06:30:00,Thursday,Sell,1341.26,1345.35,4.09,4.1,1.0,3,Stop Loss,06
2013-12-24,06:30:00,Tuesday,Sell,1197.95,1199.82,1.87,1.87,1.0,1,Stop Loss,06
2011-09-07,06:30:00,Wednesday,Sell,1834.5,1875.8,41.3,41.9,1.01,13,Stop Loss,06
2018-12-27,06:30:00,Thursday,Sell,1268.47,1270.38,1.91,1.92,1.01,1,Stop Loss,06
2023-02-08,06:30:00,Wednesday,Sell,1875.87,1878.57,2.7,2.72,1.01,1,Stop Loss,06
2022-06-10,06:30:00,Friday,Sell,1844.46,1846.84,2.38,2.41,1.01,1,Stop Loss,06
2010-04-28,06:30:00,Wednesday,Sell,1163.84,1165.84,2.0,2.05,1.02,1,Stop Loss,06
2013-02-13,06:30:00,Wednesday,Sell,1649.35,1653.57,4.22,4.3,1.02,2,Stop Loss,06
2023-01-23,06:30:00,Monday,Sell,1922.38,1933.27,10.89,11.13,1.02,5,Stop Loss,06
2018-08-08,06:30:00,Wednesday,Sell,1213.09,1214.85,1.76,1.79,1.02,1,Stop Loss,06
2016-01-12,06:30:00,Tuesday,Sell,1094.07,1098.17,4.1,4.18,1.02,1,Stop Loss,06
2018-09-05,06:30:00,Wednesday,Sell,1193.26,1194.72,1.46,1.49,1.02,1,Stop Loss,06
2019-05-30,06:30:00,Thursday,Sell,1276.82,1278.68,1.86,1.9,1.02,2,Stop Loss,06
2022-08-11,06:30:00,Thursday,Sell,1786.11,1788.41,2.3,2.38,1.03,1,Stop Loss,06
2022-01-10,06:30:00,Monday,Sell,1792.85,1794.48,1.63,1.68,1.03,1,Stop Loss,06
2021-07-07,06:30:00,Wednesday,Sell,1801.58,1802.92,1.34,1.38,1.03,1,Stop Loss,06
2010-05-19,06:30:00,Wednesday,Sell,1212.14,1217.24,5.1,5.3,1.04,1,Stop Loss,06
2024-01-15,06:30:00,Monday,Sell,2055.11,2058.17,3.06,3.18,1.04,1,Stop Loss,06
2011-05-23,06:30:00,Monday,Sell,1508.5,1511.9,3.4,3.55,1.04,1,Stop Loss,06
2016-12-06,06:30:00,Tuesday,Sell,1170.43,1175.3,4.87,5.08,1.04,8,Stop Loss,06
2014-11-14,06:30:00,Friday,Sell,1153.83,1160.55,6.72,7.08,1.05,3,Stop Loss,06
2012-07-20,06:30:00,Friday,Sell,1582.02,1584.0,1.98,2.1,1.06,1,Stop Loss,06
2019-06-04,06:30:00,Tuesday,Sell,1324.22,1325.46,1.24,1.31,1.06,1,Stop Loss,06
2013-08-06,06:30:00,Tuesday,Sell,1289.16,1304.54,15.38,16.35,1.06,15,Stop Loss,06
2012-06-12,06:30:00,Tuesday,Sell,1590.6,1595.08,4.48,4.8,1.07,2,Stop Loss,06
2019-11-21,06:30:00,Thursday,Sell,1470.24,1472.84,2.6,2.78,1.07,1,Stop Loss,06
2024-01-05,06:30:00,Friday,Sell,2042.1,2046.56,4.46,4.79,1.07,1,Stop Loss,06
2016-02-02,06:30:00,Tuesday,Sell,1125.31,1127.21,1.9,2.05,1.08,2,Stop Loss,06
2014-05-07,06:30:00,Wednesday,Sell,1311.59,1313.71,2.12,2.28,1.08,1,Stop Loss,06
2021-05-31,06:30:00,Monday,Sell,1906.5,1910.73,4.23,4.56,1.08,4,Stop Loss,06
2021-03-26,06:30:00,Friday,Sell,1727.66,1729.91,2.25,2.42,1.08,1,Stop Loss,06
2013-06-06,06:30:00,Thursday,Sell,1397.63,1403.06,5.43,5.93,1.09,1,Stop Loss,06
2018-01-05,06:30:00,Friday,Sell,1318.02,1322.1,4.08,4.44,1.09,2,Stop Loss,06
2011-04-07,06:30:00,Thursday,Sell,1455.4,1458.05,2.65,2.9,1.09,1,Stop Loss,06
2011-07-20,06:30:00,Wednesday,Sell,1588.1,1592.35,4.25,4.67,1.1,1,Stop Loss,06
2016-08-17,06:30:00,Wednesday,Sell,1343.52,1345.51,1.99,2.18,1.1,1,Stop Loss,06
2010-08-05,06:30:00,Thursday,Sell,1194.9,1195.85,0.95,1.05,1.11,1,Stop Loss,06
2009-11-10,06:30:00,Tuesday,Sell,1100.2,1103.05,2.85,3.2,1.12,1,Stop Loss,06
