date,time,day_of_week,type,entry,stop_loss,distance,max_profit,reward_risk,candles_held,close_reason,hour
2025-04-04,21:30:00,Friday,Buy,3036.12,3017.6,18.52,18.61,1.0,1,Stop Loss,21
2025-07-07,21:30:00,Monday,Buy,3336.99,3328.28,8.71,8.75,1.0,2,Stop Loss,21
2025-08-21,21:30:00,Thursday,Buy,3338.44,3336.26,2.18,2.21,1.01,1,Stop Loss,21
2023-06-27,21:30:00,Tuesday,Buy,1913.81,1910.55,3.26,3.34,1.02,3,Stop Loss,21
2016-09-30,21:30:00,Friday,Buy,1316.78,1314.17,2.61,2.7,1.03,2,Stop Loss,21
2023-05-01,21:30:00,Monday,Buy,1982.65,1979.13,3.52,3.64,1.03,3,Stop Loss,21
2015-03-13,21:30:00,Friday,Buy,1156.82,1153.93,2.89,2.97,1.03,1,Stop Loss,21
2016-10-07,21:30:00,Friday,Buy,1257.11,1249.7,7.41,7.71,1.04,16,Stop Loss,21
2011-09-22,21:30:00,Thursday,Buy,1740.1,1725.55,14.55,15.15,1.04,2,Stop Loss,21
2018-10-24,21:30:00,Wednesday,Buy,1234.11,1229.38,4.73,4.97,1.05,5,Stop Loss,21
2023-08-07,21:30:00,Monday,Buy,1936.6,1935.33,1.27,1.35,1.06,1,Stop Loss,21
2025-08-29,21:30:00,Friday,Buy,3449.57,3440.63,8.94,9.49,1.06,1,Stop Loss,21
2019-03-20,21:30:00,Wednesday,Buy,1312.54,1301.61,10.93,11.86,1.09,34,Stop Loss,21
2025-04-02,21:30:00,Wednesday,Buy,3134.5,3104.21,30.29,33.16,1.09,4,Stop Loss,21
2024-08-20,21:30:00,Tuesday,Buy,2514.17,2508.98,5.19,5.66,1.09,3,Stop Loss,21
2025-08-07,21:30:00,Thursday,Buy,3396.72,3387.01,9.71,10.56,1.09,1,Stop Loss,21
2011-10-18,21:30:00,Tuesday,Buy,1657.75,1651.2,6.55,7.25,1.11,3,Stop Loss,21
2024-10-14,21:30:00,Monday,Buy,2649.04,2645.81,3.23,3.59,1.11,2,Stop Loss,21
2023-04-18,21:30:00,Tuesday,Buy,2005.42,2003.05,2.37,2.64,1.11,1,Stop Loss,21
2015-03-16,21:30:00,Monday,Buy,1154.71,1152.84,1.87,2.09,1.12,1,Stop Loss,21
2024-07-31,21:30:00,Wednesday,Buy,2447.76,2421.18,26.58,29.78,1.12,11,Stop Loss,21
2016-09-23,21:30:00,Friday,Buy,1337.66,1335.82,1.84,2.09,1.14,1,Stop Loss,21
