date,time,day_of_week,type,entry,stop_loss,distance,max_profit,reward_risk,candles_held,close_reason,hour
2023-03-02,02:30:00,Thursday,Sell,1834.19,1838.52,4.33,4.34,1.0,4,Stop Loss,02
2013-06-17,02:30:00,Monday,Sell,1389.7,1391.02,1.32,1.33,1.01,1,Stop Loss,02
2024-03-06,02:30:00,Wednesday,Sell,2126.11,2128.58,2.47,2.52,1.02,2,Stop Loss,02
2018-05-22,02:30:00,Tuesday,Sell,1290.7,1293.52,2.82,2.88,1.02,2,Stop Loss,02
2016-02-19,02:30:00,Friday,Sell,1226.32,1232.71,6.39,6.49,1.02,3,Stop Loss,02
2016-06-06,02:30:00,Monday,Sell,1241.76,1248.75,6.99,7.12,1.02,13,Stop Loss,02
2021-09-14,02:30:00,Tuesday,Sell,1790.52,1793.72,3.2,3.29,1.03,2,Stop Loss,02
2011-05-10,02:30:00,Tuesday,Sell,1509.75,1513.54,3.79,3.9,1.03,2,Stop Loss,02
2018-02-23,02:30:00,Friday,Sell,1329.02,1332.25,3.23,3.32,1.03,6,Stop Loss,02
2018-05-28,02:30:00,Monday,Sell,1298.18,1300.9,2.72,2.81,1.03,5,Stop Loss,02
2019-06-17,02:30:00,Monday,Sell,1340.5,1342.58,2.08,2.15,1.03,1,Stop Loss,02
2020-03-26,02:30:00,Thursday,Sell,1602.14,1616.07,13.93,14.44,1.04,3,Stop Loss,02
2022-01-10,02:30:00,Monday,Sell,1794.08,1796.87,2.79,2.91,1.04,2,Stop Loss,02
2019-01-08,02:30:00,Tuesday,Sell,1284.92,1290.32,5.4,5.63,1.04,10,Stop Loss,02
2021-06-07,02:30:00,Monday,Sell,1886.75,1891.92,5.17,5.39,1.04,4,Stop Loss,02
2023-02-13,02:30:00,Monday,Sell,1861.25,1865.4,4.15,4.34,1.05,1,Stop Loss,02
2021-08-16,02:30:00,Monday,Sell,1776.84,1782.7,5.86,6.15,1.05,3,Stop Loss,02
2011-02-04,02:30:00,Friday,Sell,1350.95,1355.65,4.7,4.95,1.05,3,Stop Loss,02
2020-08-27,02:30:00,Thursday,Sell,1943.53,1954.94,11.41,11.99,1.05,3,Stop Loss,02
2015-07-22,02:30:00,Wednesday,Sell,1095.45,1103.5,8.05,8.51,1.06,8,Stop Loss,02
2019-11-19,02:30:00,Tuesday,Sell,1470.21,1475.45,5.24,5.55,1.06,7,Stop Loss,02
2017-08-03,02:30:00,Thursday,Sell,1263.5,1267.08,3.58,3.78,1.06,3,Stop Loss,02
2011-06-16,02:30:00,Thursday,Sell,1526.4,1531.05,4.65,4.95,1.06,3,Stop Loss,02
2021-02-12,02:30:00,Friday,Sell,1819.44,1828.01,8.57,9.08,1.06,4,Stop Loss,02
2010-02-18,02:30:00,Thursday,Sell,1103.6,1109.2,5.6,6.0,1.07,3,Stop Loss,02
2017-04-05,02:30:00,Wednesday,Sell,1254.37,1256.67,2.3,2.46,1.07,2,Stop Loss,02
2023-12-27,02:30:00,Wednesday,Sell,2065.1,2068.61,3.51,3.75,1.07,2,Stop Loss,02
2014-11-13,02:30:00,Thursday,Sell,1160.69,1162.34,1.65,1.79,1.08,1,Stop Loss,02
2023-11-09,02:30:00,Thursday,Sell,1949.73,1954.69,4.96,5.37,1.08,3,Stop Loss,02
2015-07-31,02:30:00,Friday,Sell,1084.93,1089.57,4.64,5.0,1.08,3,Stop Loss,02
2023-01-18,02:30:00,Wednesday,Sell,1903.78,1910.48,6.7,7.3,1.09,2,Stop Loss,02
2018-11-27,02:30:00,Tuesday,Sell,1221.49,1223.4,1.91,2.08,1.09,2,Stop Loss,02
2014-12-09,02:30:00,Tuesday,Sell,1201.84,1203.99,2.15,2.36,1.1,1,Stop Loss,02
2016-06-09,02:30:00,Thursday,Sell,1261.75,1266.4,4.65,5.11,1.1,4,Stop Loss,02
2012-07-30,02:30:00,Monday,Sell,1620.35,1626.0,5.65,6.19,1.1,9,Stop Loss,02
2011-06-02,02:30:00,Thursday,Sell,1539.92,1543.37,3.45,3.81,1.1,3,Stop Loss,02
2009-12-29,02:30:00,Tuesday,Sell,1103.0,1107.95,4.95,5.45,1.1,3,Stop Loss,02
2022-09-16,02:30:00,Friday,Sell,1661.28,1667.78,6.5,7.23,1.11,4,Stop Loss,02
2022-07-22,02:30:00,Friday,Sell,1716.26,1719.4,3.14,3.49,1.11,2,Stop Loss,02
2010-06-10,02:30:00,Thursday,Sell,1230.75,1233.55,2.8,3.1,1.11,1,Stop Loss,02
2011-06-09,02:30:00,Thursday,Sell,1536.15,1538.8,2.65,2.98,1.12,3,Stop Loss,02
2023-01-20,02:30:00,Friday,Sell,1929.36,1934.96,5.6,6.27,1.12,2,Stop Loss,02
2011-04-07,02:30:00,Thursday,Sell,1457.65,1462.25,4.6,5.15,1.12,3,Stop Loss,02
2019-07-18,02:30:00,Thursday,Sell,1422.76,1430.22,7.46,8.33,1.12,5,Stop Loss,02
2024-11-14,02:30:00,Thursday,Sell,2560.28,2581.42,21.14,23.59,1.12,12,Stop Loss,02
2016-07-27,02:30:00,Wednesday,Sell,1318.11,1320.3,2.19,2.46,1.12,1,Stop Loss,02
2014-07-08,02:30:00,Tuesday,Sell,1318.6,1320.36,1.76,1.99,1.13,3,Stop Loss,02
2016-01-13,02:30:00,Wednesday,Sell,1084.14,1088.1,3.96,4.46,1.13,3,Stop Loss,02
2017-03-10,02:30:00,Friday,Sell,1198.69,1202.08,3.39,3.83,1.13,3,Stop Loss,02
2019-12-02,02:30:00,Monday,Sell,1459.35,1464.22,4.87,5.49,1.13,4,Stop Loss,02
2021-05-14,02:30:00,Friday,Sell,1823.62,1827.26,3.64,4.14,1.14,2,Stop Loss,02
2019-01-09,02:30:00,Wednesday,Sell,1283.84,1287.22,3.38,3.87,1.14,3,Stop Loss,02
2014-04-21,02:30:00,Monday,Sell,1286.3,1302.07,15.77,17.9,1.14,27,Stop Loss,02
2022-12-12,02:30:00,Monday,Sell,1788.03,1797.27,9.24,10.56,1.14,9,Stop Loss,02
2021-05-12,02:30:00,Wednesday,Sell,1829.98,1837.72,7.74,8.83,1.14,3,Stop Loss,02
2012-11-13,02:30:00,Tuesday,Sell,1723.61,1728.74,5.13,5.96,1.16,3,Stop Loss,02
2022-12-21,02:30:00,Wednesday,Sell,1816.15,1819.91,3.76,4.38,1.16,4,Stop Loss,02
2015-07-20,02:30:00,Monday,Sell,1106.2,1134.4,28.2,33.1,1.17,137,Stop Loss,02
2017-03-28,02:30:00,Tuesday,Sell,1253.51,1255.6,2.09,2.44,1.17,3,Stop Loss,02
2012-05-25,02:30:00,Friday,Sell,1555.8,1559.71,3.91,4.58,1.17,2,Stop Loss,02
2022-11-15,02:30:00,Tuesday,Sell,1770.66,1772.44,1.78,2.08,1.17,1,Stop Loss,02
2016-04-19,02:30:00,Tuesday,Sell,1230.35,1232.57,2.22,2.6,1.17,1,Stop Loss,02
2018-07-30,02:30:00,Monday,Sell,1221.7,1224.09,2.39,2.81,1.18,3,Stop Loss,02
2014-05-08,02:30:00,Thursday,Sell,1288.99,1292.45,3.46,4.1,1.18,3,Stop Loss,02
2017-05-18,02:30:00,Thursday,Sell,1258.85,1263.23,4.38,5.18,1.18,3,Stop Loss,02
2016-06-10,02:30:00,Friday,Sell,1267.28,1269.68,2.4,2.84,1.18,3,Stop Loss,02
2021-12-30,02:30:00,Thursday,Sell,1801.21,1805.61,4.4,5.19,1.18,3,Stop Loss,02
2017-04-06,02:30:00,Thursday,Sell,1254.71,1259.04,4.33,5.15,1.19,6,Stop Loss,02
2018-11-19,02:30:00,Monday,Sell,1221.03,1223.67,2.64,3.14,1.19,4,Stop Loss,02
2012-05-15,02:30:00,Tuesday,Sell,1554.24,1559.6,5.36,6.46,1.2,2,Stop Loss,02
2012-08-24,02:30:00,Friday,Sell,1666.83,1670.45,3.62,4.33,1.2,2,Stop Loss,02
2019-08-01,02:30:00,Thursday,Sell,1409.24,1416.63,7.39,8.86,1.2,4,Stop Loss,02
2018-04-09,02:30:00,Monday,Sell,1331.24,1334.98,3.74,4.47,1.2,4,Stop Loss,02
2018-05-09,02:30:00,Wednesday,Sell,1310.95,1316.86,5.91,7.12,1.2,4,Stop Loss,02
2017-11-23,02:30:00,Thursday,Sell,1289.65,1292.01,2.36,2.84,1.2,2,Stop Loss,02
2023-02-10,02:30:00,Friday,Sell,1859.65,1865.54,5.89,7.06,1.2,2,Stop Loss,02
2011-04-19,02:30:00,Tuesday,Sell,1492.45,1496.55,4.1,4.95,1.21,2,Stop Loss,02
2023-11-13,02:30:00,Monday,Sell,1937.27,1942.03,4.76,5.81,1.22,4,Stop Loss,02
2011-09-01,02:30:00,Thursday,Sell,1822.55,1829.05,6.5,7.9,1.22,3,Stop Loss,02
2019-05-30,02:30:00,Thursday,Sell,1277.99,1280.51,2.52,3.07,1.22,3,Stop Loss,02
2022-02-02,02:30:00,Wednesday,Sell,1798.36,1801.7,3.34,4.07,1.22,2,Stop Loss,02
2017-08-15,02:30:00,Tuesday,Sell,1275.39,1282.07,6.68,8.18,1.22,11,Stop Loss,02
2015-01-08,02:30:00,Thursday,Sell,1209.94,1214.37,4.43,5.45,1.23,3,Stop Loss,02
2015-08-24,02:30:00,Monday,Sell,1159.48,1165.34,5.86,7.28,1.24,3,Stop Loss,02
2013-07-10,02:30:00,Wednesday,Sell,1248.31,1251.84,3.53,4.39,1.24,2,Stop Loss,02
2015-07-24,02:30:00,Friday,Sell,1083.38,1091.68,8.3,10.28,1.24,4,Stop Loss,02
2010-04-06,02:30:00,Tuesday,Sell,1128.35,1132.85,4.5,5.6,1.24,3,Stop Loss,02
2022-08-22,02:30:00,Monday,Sell,1745.82,1748.22,2.4,3.0,1.25,1,Stop Loss,02
2020-02-20,02:30:00,Thursday,Sell,1608.85,1612.95,4.1,5.11,1.25,3,Stop Loss,02
2019-02-08,02:30:00,Friday,Sell,1309.5,1310.96,1.46,1.82,1.25,2,Stop Loss,02
2016-04-08,02:30:00,Friday,Sell,1235.69,1240.72,5.03,6.29,1.25,4,Stop Loss,02
2010-04-28,02:30:00,Wednesday,Sell,1165.24,1169.04,3.8,4.75,1.25,4,Stop Loss,02
2022-05-03,02:30:00,Tuesday,Sell,1859.68,1867.17,7.49,9.34,1.25,3,Stop Loss,02
2011-01-28,02:30:00,Friday,Sell,1313.4,1316.25,2.85,3.55,1.25,2,Stop Loss,02
2012-04-17,02:30:00,Tuesday,Sell,1649.53,1652.9,3.37,4.23,1.26,2,Stop Loss,02
2017-01-27,02:30:00,Friday,Sell,1185.39,1189.33,3.94,4.97,1.26,4,Stop Loss,02
2022-11-14,02:30:00,Monday,Sell,1762.79,1770.43,7.64,9.63,1.26,4,Stop Loss,02
2020-06-11,02:30:00,Thursday,Sell,1731.75,1739.97,8.22,10.39,1.26,4,Stop Loss,02
2010-02-25,02:30:00,Thursday,Sell,1095.54,1101.39,5.85,7.35,1.26,4,Stop Loss,02
2009-05-01,02:30:00,Friday,Sell,884.45,887.6,3.15,3.96,1.26,4,Stop Loss,02
2016-08-23,02:30:00,Tuesday,Sell,1337.74,1339.87,2.13,2.68,1.26,2,Stop Loss,02
2022-11-16,02:30:00,Wednesday,Sell,1776.56,1781.52,4.96,6.38,1.29,2,Stop Loss,02
2018-02-08,02:30:00,Thursday,Sell,1313.93,1319.32,5.39,6.98,1.29,4,Stop Loss,02
2018-02-09,02:30:00,Friday,Sell,1317.67,1322.82,5.15,6.66,1.29,6,Stop Loss,02
2018-11-05,02:30:00,Monday,Sell,1231.52,1235.23,3.71,4.81,1.3,8,Stop Loss,02
2015-01-19,02:30:00,Monday,Sell,1277.05,1281.56,4.51,5.87,1.3,8,Stop Loss,02
2020-09-08,02:30:00,Tuesday,Sell,1925.58,1932.23,6.65,8.63,1.3,2,Stop Loss,02
2010-08-30,02:30:00,Monday,Sell,1235.45,1238.35,2.9,3.8,1.31,9,Stop Loss,02
2014-07-02,02:30:00,Wednesday,Sell,1324.9,1327.74,2.84,3.73,1.31,3,Stop Loss,02
2012-01-13,02:30:00,Friday,Sell,1639.15,1649.8,10.65,14.0,1.31,12,Stop Loss,02
2022-01-12,02:30:00,Wednesday,Sell,1819.12,1822.58,3.46,4.54,1.31,3,Stop Loss,02
2010-02-10,02:30:00,Wednesday,Sell,1076.84,1079.34,2.5,3.3,1.32,2,Stop Loss,02
2017-02-07,02:30:00,Tuesday,Sell,1232.2,1235.71,3.51,4.62,1.32,8,Stop Loss,02
2020-11-18,02:30:00,Wednesday,Sell,1878.23,1883.34,5.11,6.76,1.32,2,Stop Loss,02
2022-12-15,02:30:00,Thursday,Sell,1793.6,1808.76,15.16,20.05,1.32,21,Stop Loss,02
2018-03-09,02:30:00,Friday,Sell,1318.05,1322.07,4.02,5.35,1.33,4,Stop Loss,02
2014-05-29,02:30:00,Thursday,Sell,1256.32,1260.13,3.81,5.06,1.33,4,Stop Loss,02
2019-08-30,02:30:00,Friday,Sell,1526.3,1528.99,2.69,3.59,1.33,1,Stop Loss,02
2009-03-04,02:30:00,Wednesday,Sell,913.12,917.98,4.86,6.47,1.33,3,Stop Loss,02
2016-08-03,02:30:00,Wednesday,Sell,1362.65,1366.37,3.72,5.04,1.35,3,Stop Loss,02
2019-05-01,02:30:00,Wednesday,Sell,1281.2,1283.79,2.59,3.5,1.35,4,Stop Loss,02
2018-03-22,02:30:00,Thursday,Sell,1330.61,1334.97,4.36,5.95,1.36,6,Stop Loss,02
2010-01-29,02:30:00,Friday,Sell,1083.1,1087.6,4.5,6.1,1.36,3,Stop Loss,02
2021-08-24,02:30:00,Tuesday,Sell,1803.7,1806.03,2.33,3.17,1.36,3,Stop Loss,02
2022-06-07,02:30:00,Tuesday,Sell,1840.55,1842.04,1.49,2.04,1.37,1,Stop Loss,02
2012-07-13,02:30:00,Friday,Sell,1570.62,1572.52,1.91,2.62,1.37,2,Stop Loss,02
2021-04-12,02:30:00,Monday,Sell,1739.02,1744.16,5.14,7.07,1.38,3,Stop Loss,02
2022-01-25,02:30:00,Tuesday,Sell,1839.92,1843.69,3.77,5.2,1.38,3,Stop Loss,02
2023-02-17,02:30:00,Friday,Sell,1829.25,1836.83,7.58,10.44,1.38,4,Stop Loss,02
2020-05-04,02:30:00,Monday,Sell,1698.28,1700.15,1.87,2.6,1.39,1,Stop Loss,02
2010-04-02,02:30:00,Friday,Sell,1122.6,1126.6,4.0,5.61,1.4,6,Stop Loss,02
2021-06-24,02:30:00,Thursday,Sell,1777.11,1780.23,3.12,4.36,1.4,2,Stop Loss,02
