date,time,day_of_week,type,entry,stop_loss,distance,max_profit,reward_risk,candles_held,close_reason,hour
2010-06-17,06:30:00,Thursday,Buy,1233.25,1231.6,1.65,1.65,1.0,1,Stop Loss,06
2023-11-22,06:30:00,Wednesday,Buy,2000.94,1995.58,5.36,5.38,1.0,3,Stop Loss,06
2019-11-08,06:30:00,Friday,Buy,1470.32,1467.79,2.53,2.54,1.0,1,Stop Loss,06
2011-04-18,06:30:00,Monday,Buy,1485.75,1484.25,1.5,1.5,1.0,1,Stop Loss,06
2017-04-20,06:30:00,Thursday,Buy,1279.55,1277.05,2.5,2.5,1.0,1,Stop Loss,06
2020-11-26,06:30:00,Thursday,Buy,1812.29,1806.4,5.89,5.89,1.0,2,Stop Loss,06
2015-08-18,06:30:00,Tuesday,Buy,1119.09,1117.11,1.98,2.0,1.01,2,Stop Loss,06
2019-07-15,06:30:00,Monday,Buy,1413.04,1409.09,3.95,3.99,1.01,3,Stop Loss,06
2010-08-26,06:30:00,Thursday,Buy,1241.4,1238.65,2.75,2.8,1.02,2,Stop Loss,06
2020-11-30,06:30:00,Monday,Buy,1774.24,1765.03,9.21,9.39,1.02,1,Stop Loss,06
2021-11-09,06:30:00,Tuesday,Buy,1824.07,1821.57,2.5,2.54,1.02,1,Stop Loss,06
2014-02-25,06:30:00,Tuesday,Buy,1334.83,1332.04,2.79,2.84,1.02,1,Stop Loss,06
2022-07-27,06:30:00,Wednesday,Buy,1719.14,1713.31,5.83,5.93,1.02,2,Stop Loss,06
2014-02-07,06:30:00,Friday,Buy,1261.93,1259.65,2.28,2.33,1.02,1,Stop Loss,06
2023-02-20,06:30:00,Monday,Buy,1844.11,1840.88,3.23,3.28,1.02,3,Stop Loss,06
2012-02-22,06:30:00,Wednesday,Buy,1756.92,1754.18,2.74,2.78,1.02,1,Stop Loss,06
2023-02-06,06:30:00,Monday,Buy,1876.55,1871.96,4.59,4.68,1.02,1,Stop Loss,06
2010-09-08,06:30:00,Wednesday,Buy,1259.1,1256.1,3.0,3.1,1.03,2,Stop Loss,06
2015-11-20,06:30:00,Friday,Buy,1085.29,1082.67,2.62,2.7,1.03,1,Stop Loss,06
2022-02-22,06:30:00,Tuesday,Buy,1910.02,1906.9,3.12,3.22,1.03,1,Stop Loss,06
2022-11-24,06:30:00,Thursday,Buy,1755.36,1752.33,3.03,3.16,1.04,1,Stop Loss,06
2014-04-23,06:30:00,Wednesday,Buy,1284.76,1283.58,1.18,1.23,1.04,1,Stop Loss,06
2018-01-23,06:30:00,Tuesday,Buy,1336.75,1334.85,1.9,1.98,1.04,2,Stop Loss,06
2011-12-07,06:30:00,Wednesday,Buy,1730.25,1727.5,2.75,2.85,1.04,1,Stop Loss,06
2011-11-11,06:30:00,Friday,Buy,1766.9,1764.05,2.85,2.95,1.04,1,Stop Loss,06
2011-05-11,06:30:00,Wednesday,Buy,1523.5,1520.5,3.0,3.15,1.05,2,Stop Loss,06
2010-12-01,06:30:00,Wednesday,Buy,1392.05,1387.35,4.7,4.93,1.05,2,Stop Loss,06
2013-01-18,06:30:00,Friday,Buy,1691.09,1687.22,3.87,4.07,1.05,2,Stop Loss,06
2012-08-30,06:30:00,Thursday,Buy,1659.6,1655.4,4.2,4.45,1.06,2,Stop Loss,06
2021-08-09,06:30:00,Monday,Buy,1742.47,1732.96,9.51,10.09,1.06,3,Stop Loss,06
2014-06-06,06:30:00,Friday,Buy,1255.17,1252.71,2.46,2.61,1.06,2,Stop Loss,06
2019-07-31,06:30:00,Wednesday,Buy,1430.74,1427.37,3.37,3.61,1.07,3,Stop Loss,06
2011-02-18,06:30:00,Friday,Buy,1385.5,1382.7,2.8,3.0,1.07,2,Stop Loss,06
2018-11-26,06:30:00,Monday,Buy,1225.19,1222.57,2.62,2.81,1.07,2,Stop Loss,06
2011-08-29,06:30:00,Monday,Buy,1817.2,1811.17,6.03,6.5,1.08,1,Stop Loss,06
2011-11-29,06:30:00,Tuesday,Buy,1712.67,1708.03,4.64,5.03,1.08,1,Stop Loss,06
2010-09-01,06:30:00,Wednesday,Buy,1249.8,1245.25,4.55,4.9,1.08,3,Stop Loss,06
2016-02-25,06:30:00,Thursday,Buy,1236.62,1231.32,5.3,5.7,1.08,2,Stop Loss,06
2015-09-02,06:30:00,Wednesday,Buy,1139.47,1136.82,2.65,2.87,1.08,2,Stop Loss,06
2022-05-17,06:30:00,Tuesday,Buy,1828.54,1821.6,6.94,7.49,1.08,3,Stop Loss,06
2022-12-02,06:30:00,Friday,Buy,1799.1,1795.54,3.56,3.84,1.08,2,Stop Loss,06
2021-02-10,06:30:00,Wednesday,Buy,1843.61,1840.63,2.98,3.24,1.09,1,Stop Loss,06
2018-06-27,06:30:00,Wednesday,Buy,1256.35,1253.08,3.27,3.58,1.09,3,Stop Loss,06
2013-05-27,06:30:00,Monday,Buy,1391.98,1387.6,4.38,4.79,1.09,3,Stop Loss,06
2009-11-19,06:30:00,Thursday,Buy,1142.8,1139.9,2.9,3.15,1.09,1,Stop Loss,06
2010-09-06,06:30:00,Monday,Buy,1249.15,1247.5,1.65,1.8,1.09,5,Stop Loss,06
2021-07-06,06:30:00,Tuesday,Buy,1804.09,1794.16,9.93,10.81,1.09,3,Stop Loss,06
2009-03-04,06:30:00,Wednesday,Buy,913.9,910.65,3.25,3.57,1.1,1,Stop Loss,06
2020-07-13,06:30:00,Monday,Buy,1807.35,1801.96,5.39,5.95,1.1,3,Stop Loss,06
2020-07-09,06:30:00,Thursday,Buy,1811.42,1807.45,3.97,4.35,1.1,2,Stop Loss,06
2010-03-12,06:30:00,Friday,Buy,1113.89,1109.09,4.8,5.3,1.1,2,Stop Loss,06
2011-07-21,06:30:00,Thursday,Buy,1601.41,1598.55,2.86,3.14,1.1,1,Stop Loss,06
2024-02-13,06:30:00,Tuesday,Buy,2023.78,2016.58,7.2,7.94,1.1,2,Stop Loss,06
2018-04-24,06:30:00,Tuesday,Buy,1326.98,1325.67,1.31,1.45,1.11,1,Stop Loss,06
2019-05-16,06:30:00,Thursday,Buy,1296.64,1294.85,1.79,1.99,1.11,1,Stop Loss,06
2021-04-30,06:30:00,Friday,Buy,1768.9,1765.11,3.79,4.21,1.11,3,Stop Loss,06
2017-02-14,06:30:00,Tuesday,Buy,1229.74,1225.54,4.2,4.65,1.11,3,Stop Loss,06
2017-01-17,06:30:00,Tuesday,Buy,1211.56,1205.14,6.42,7.19,1.12,10,Stop Loss,06
2010-09-10,06:30:00,Friday,Buy,1247.2,1244.7,2.5,2.8,1.12,2,Stop Loss,06
2016-06-24,06:30:00,Friday,Buy,1319.76,1270.22,49.54,55.28,1.12,434,Stop Loss,06
2021-06-11,06:30:00,Friday,Buy,1900.35,1898.12,2.23,2.53,1.13,1,Stop Loss,06
