date,time,day_of_week,type,entry,stop_loss,distance,max_profit,reward_risk,candles_held,close_reason,hour
2025-08-12,01:30:00,Tuesday,Buy,3349.94,3341.97,7.97,8.07,1.01,3,Stop Loss,01
2018-03-14,01:30:00,Wednesday,Buy,1326.79,1323.7,3.09,3.13,1.01,2,Stop Loss,01
2016-03-16,01:30:00,Wednesday,Buy,1232.55,1229.74,2.81,2.86,1.02,2,Stop Loss,01
2009-09-29,01:30:00,Tuesday,Buy,991.2,988.79,2.41,2.5,1.04,3,Stop Loss,01
2014-09-24,01:30:00,Wednesday,Buy,1222.91,1219.99,2.92,3.03,1.04,3,Stop Loss,01
2023-08-11,01:30:00,Friday,Buy,1915.59,1910.59,5.0,5.21,1.04,6,Stop Loss,01
2023-04-12,01:30:00,Wednesday,Buy,2014.8,2001.96,12.84,13.45,1.05,3,Stop Loss,01
2017-10-11,01:30:00,Wednesday,Buy,1288.75,1286.45,2.3,2.43,1.06,4,Stop Loss,01
2025-04-08,01:30:00,Tuesday,Buy,2999.73,2978.35,21.38,22.83,1.07,4,Stop Loss,01
2024-04-16,01:30:00,Tuesday,Buy,2383.84,2378.91,4.93,5.41,1.1,2,Stop Loss,01
2024-04-15,01:30:00,Monday,Buy,2355.67,2342.34,13.33,14.86,1.11,4,Stop Loss,01
2011-03-16,01:30:00,Wednesday,Buy,1399.1,1392.7,6.4,7.15,1.12,5,Stop Loss,01
2025-04-22,01:30:00,Tuesday,Buy,3453.3,3411.92,41.38,46.81,1.13,3,Stop Loss,01
2023-08-28,01:30:00,Monday,Buy,1915.62,1913.86,1.76,2.0,1.14,2,Stop Loss,01
2025-08-15,01:30:00,Friday,Buy,3339.72,3331.91,7.81,8.91,1.14,6,Stop Loss,01
2024-06-19,01:30:00,Wednesday,Buy,2330.24,2326.17,4.07,4.65,1.14,3,Stop Loss,01
2023-06-26,01:30:00,Monday,Buy,1925.55,1919.12,6.43,7.68,1.19,10,Stop Loss,01
2023-08-09,01:30:00,Wednesday,Buy,1927.73,1923.93,3.8,4.53,1.19,3,Stop Loss,01
2022-10-25,01:30:00,Tuesday,Buy,1650.22,1648.52,1.7,2.04,1.2,1,Stop Loss,01
2013-09-25,01:30:00,Wednesday,Buy,1324.85,1320.65,4.2,5.08,1.21,2,Stop Loss,01
2024-09-18,01:30:00,Wednesday,Buy,2572.33,2569.06,3.27,4.03,1.23,1,Stop Loss,01
2017-03-15,01:30:00,Wednesday,Buy,1200.92,1197.49,3.43,4.27,1.24,4,Stop Loss,01
2019-03-19,01:30:00,Tuesday,Buy,1305.95,1302.03,3.92,4.88,1.24,8,Stop Loss,01
2023-09-11,01:30:00,Monday,Buy,1922.49,1916.03,6.46,8.13,1.26,9,Stop Loss,01
2020-03-11,01:30:00,Wednesday,Buy,1658.41,1648.51,9.9,12.74,1.29,4,Stop Loss,01
2025-07-14,01:30:00,Monday,Buy,3358.82,3356.69,2.13,2.76,1.3,1,Stop Loss,01
2024-09-04,01:30:00,Wednesday,Buy,2493.53,2491.03,2.5,3.26,1.3,2,Stop Loss,01
