date,time,day_of_week,type,entry,stop_loss,distance,max_profit,reward_risk,candles_held,close_reason,hour
2015-05-26,14:30:00,Tuesday,Sell,1188.23,1196.27,8.04,8.11,1.01,21,Stop Loss,14
2014-12-29,14:30:00,Monday,Sell,1187.32,1195.88,8.56,8.64,1.01,6,Stop Loss,14
2012-03-21,14:30:00,Wednesday,Sell,1652.9,1657.4,4.5,4.55,1.01,1,Stop Loss,14
2021-05-18,14:30:00,Tuesday,Sell,1863.69,1875.07,11.38,11.64,1.02,6,Stop Loss,14
2021-08-25,14:30:00,Wednesday,Sell,1788.98,1797.85,8.87,9.04,1.02,7,Stop Loss,14
2020-11-09,14:30:00,Monday,Sell,1863.02,1958.88,95.86,98.8,1.03,236,Stop Loss,14
2010-04-29,14:30:00,Thursday,Sell,1166.54,1171.19,4.65,4.8,1.03,3,Stop Loss,14
2018-03-01,14:30:00,Thursday,Sell,1307.2,1311.59,4.39,4.52,1.03,1,Stop Loss,14
2023-11-27,14:30:00,Monday,Sell,2011.17,2016.51,5.34,5.55,1.04,3,Stop Loss,14
2019-03-26,14:30:00,Tuesday,Sell,1313.95,1319.04,5.09,5.32,1.05,6,Stop Loss,14
2015-01-19,14:30:00,Monday,Sell,1275.13,1278.9,3.77,3.95,1.05,5,Stop Loss,14
2021-02-18,14:30:00,Thursday,Sell,1775.44,1789.71,14.27,14.93,1.05,6,Stop Loss,14
2024-01-15,14:30:00,Monday,Sell,2051.85,2054.51,2.66,2.79,1.05,1,Stop Loss,14
2015-11-18,14:30:00,Wednesday,Sell,1069.08,1071.95,2.87,3.01,1.05,2,Stop Loss,14
2012-01-06,14:30:00,Friday,Sell,1618.37,1631.18,12.81,13.46,1.05,12,Stop Loss,14
2016-07-26,14:30:00,Tuesday,Sell,1319.21,1322.6,3.39,3.56,1.05,6,Stop Loss,14
2017-02-01,14:30:00,Wednesday,Sell,1205.09,1211.77,6.68,7.03,1.05,3,Stop Loss,14
2015-06-24,14:30:00,Wednesday,Sell,1174.33,1179.93,5.6,5.95,1.06,15,Stop Loss,14
2013-04-01,14:30:00,Monday,Sell,1597.35,1599.84,2.49,2.63,1.06,1,Stop Loss,14
2012-04-18,14:30:00,Wednesday,Sell,1642.87,1647.55,4.68,4.96,1.06,1,Stop Loss,14
2019-04-16,14:30:00,Tuesday,Sell,1276.0,1285.15,9.15,9.82,1.07,42,Stop Loss,14
2020-07-03,14:30:00,Friday,Sell,1773.52,1777.14,3.62,3.88,1.07,4,Stop Loss,14
2009-04-09,14:30:00,Thursday,Sell,881.82,886.74,4.92,5.24,1.07,9,Stop Loss,14
2023-11-10,14:30:00,Friday,Sell,1942.31,1954.17,11.86,12.66,1.07,12,Stop Loss,14
2017-04-06,14:30:00,Thursday,Sell,1252.02,1254.32,2.3,2.46,1.07,3,Stop Loss,14
2019-12-09,14:30:00,Monday,Sell,1462.4,1465.48,3.08,3.33,1.08,6,Stop Loss,14
2010-07-27,14:30:00,Tuesday,Sell,1171.75,1185.7,13.95,15.05,1.08,24,Stop Loss,14
2017-05-25,14:30:00,Thursday,Sell,1255.96,1258.76,2.8,3.01,1.08,4,Stop Loss,14
2022-05-25,14:30:00,Wednesday,Sell,1849.18,1857.2,8.02,8.67,1.08,11,Stop Loss,14
2011-04-25,14:30:00,Monday,Sell,1506.1,1518.25,12.15,13.25,1.09,13,Stop Loss,14
2018-08-21,14:30:00,Tuesday,Sell,1191.12,1194.38,3.26,3.56,1.09,2,Stop Loss,14
2014-02-28,14:30:00,Friday,Sell,1326.57,1332.99,6.42,7.02,1.09,3,Stop Loss,14
2013-04-22,14:30:00,Monday,Sell,1422.81,1439.3,16.49,17.96,1.09,16,Stop Loss,14
2018-01-05,14:30:00,Friday,Sell,1315.87,1322.98,7.11,7.79,1.1,18,Stop Loss,14
2010-06-30,14:30:00,Wednesday,Sell,1241.7,1245.35,3.65,4.0,1.1,1,Stop Loss,14
2014-07-03,14:30:00,Thursday,Sell,1317.63,1323.43,5.8,6.38,1.1,17,Stop Loss,14
2022-06-14,14:30:00,Tuesday,Sell,1815.66,1825.37,9.71,10.71,1.1,5,Stop Loss,14
2018-05-31,14:30:00,Thursday,Sell,1302.52,1305.57,3.05,3.37,1.1,1,Stop Loss,14
2017-11-07,14:30:00,Tuesday,Sell,1276.16,1280.16,4.0,4.45,1.11,5,Stop Loss,14
2018-03-28,14:30:00,Wednesday,Sell,1331.51,1340.86,9.35,10.39,1.11,13,Stop Loss,14
2009-12-22,14:30:00,Tuesday,Sell,1085.9,1096.0,10.1,11.25,1.11,9,Stop Loss,14
2017-06-22,14:30:00,Thursday,Sell,1250.56,1254.17,3.61,3.99,1.11,5,Stop Loss,14
2013-11-27,14:30:00,Wednesday,Sell,1244.76,1254.32,9.56,10.58,1.11,13,Stop Loss,14
2022-04-25,14:30:00,Monday,Sell,1896.45,1918.3,21.85,24.54,1.12,24,Stop Loss,14
2010-12-27,14:30:00,Monday,Sell,1381.4,1384.4,3.0,3.35,1.12,3,Stop Loss,14
2021-03-30,14:30:00,Tuesday,Sell,1687.88,1696.91,9.03,10.12,1.12,6,Stop Loss,14
2012-11-07,14:30:00,Wednesday,Sell,1717.22,1729.83,12.61,14.22,1.13,8,Stop Loss,14
2016-08-01,14:30:00,Monday,Sell,1348.57,1349.91,1.34,1.51,1.13,1,Stop Loss,14
2015-09-09,14:30:00,Wednesday,Sell,1110.97,1121.91,10.94,12.31,1.13,31,Stop Loss,14
2013-12-19,14:30:00,Thursday,Sell,1199.34,1210.07,10.73,12.21,1.14,22,Stop Loss,14
2022-02-01,14:30:00,Tuesday,Sell,1802.04,1808.84,6.8,7.75,1.14,7,Stop Loss,14
2011-08-11,14:30:00,Thursday,Sell,1759.7,1791.9,32.2,36.6,1.14,23,Stop Loss,14
2022-05-13,14:30:00,Friday,Sell,1806.12,1823.15,17.03,19.62,1.15,8,Stop Loss,14
2024-01-11,14:30:00,Thursday,Sell,2029.49,2043.64,14.15,16.27,1.15,5,Stop Loss,14
2022-01-17,14:30:00,Monday,Sell,1819.82,1821.93,2.11,2.42,1.15,3,Stop Loss,14
2012-06-28,14:30:00,Thursday,Sell,1561.89,1574.1,12.21,14.03,1.15,6,Stop Loss,14
2011-05-03,14:30:00,Tuesday,Sell,1539.25,1546.65,7.4,8.5,1.15,1,Stop Loss,14
2010-12-21,14:30:00,Tuesday,Sell,1382.9,1392.35,9.45,10.85,1.15,26,Stop Loss,14
2015-06-25,14:30:00,Thursday,Sell,1172.98,1175.56,2.58,2.96,1.15,5,Stop Loss,14
2016-06-02,14:30:00,Thursday,Sell,1212.71,1217.76,5.05,5.83,1.15,6,Stop Loss,14
2009-11-20,14:30:00,Friday,Sell,1141.25,1144.45,3.2,3.75,1.17,1,Stop Loss,14
2016-12-05,14:30:00,Monday,Sell,1164.11,1170.21,6.1,7.14,1.17,1,Stop Loss,14
