date,time,day_of_week,type,entry,stop_loss,distance,max_profit,reward_risk,candles_held,close_reason,hour
2015-01-07,18:30:00,Wednesday,Sell,1210.52,1216.55,6.03,6.03,1.0,6,Stop Loss,18
2022-01-27,18:30:00,Thursday,Sell,1793.95,1807.68,13.73,13.77,1.0,17,Stop Loss,18
2010-06-03,18:30:00,Thursday,Sell,1208.3,1220.1,11.8,11.9,1.01,12,Stop Loss,18
2020-03-02,18:30:00,Monday,Sell,1592.84,1601.66,8.82,8.91,1.01,5,Stop Loss,18
2015-04-13,18:30:00,Monday,Sell,1199.46,1201.18,1.72,1.74,1.01,2,Stop Loss,18
2023-02-13,18:30:00,Monday,Sell,1854.87,1858.52,3.65,3.71,1.02,3,Stop Loss,18
2021-07-26,18:30:00,Monday,Sell,1798.11,1802.68,4.57,4.66,1.02,5,Stop Loss,18
2014-02-26,18:30:00,Wednesday,Sell,1328.71,1333.56,4.85,4.94,1.02,5,Stop Loss,18
2020-01-08,18:30:00,Wednesday,Sell,1555.72,1575.19,19.47,19.94,1.02,71,Stop Loss,18
2020-06-29,18:30:00,Monday,Sell,1769.49,1774.25,4.76,4.9,1.03,6,Stop Loss,18
2012-06-21,18:30:00,Thursday,Sell,1568.81,1589.15,20.34,20.95,1.03,35,Stop Loss,18
2021-08-09,18:30:00,Monday,Sell,1729.54,1741.2,11.66,11.98,1.03,11,Stop Loss,18
2012-05-28,18:30:00,Monday,Sell,1573.95,1577.2,3.25,3.35,1.03,1,Stop Loss,18
2012-09-10,18:30:00,Monday,Sell,1729.49,1734.1,4.61,4.79,1.04,5,Stop Loss,18
2012-01-19,18:30:00,Thursday,Sell,1653.01,1660.79,7.78,8.06,1.04,6,Stop Loss,18
2017-07-07,18:30:00,Friday,Sell,1210.53,1216.16,5.63,5.84,1.04,12,Stop Loss,18
2023-02-01,18:30:00,Wednesday,Sell,1926.91,1932.39,5.48,5.76,1.05,1,Stop Loss,18
2022-07-22,18:30:00,Friday,Sell,1725.74,1739.4,13.66,14.36,1.05,19,Stop Loss,18
2010-05-04,18:30:00,Tuesday,Sell,1171.59,1186.39,14.8,15.55,1.05,12,Stop Loss,18
2017-07-27,18:30:00,Thursday,Sell,1260.62,1263.73,3.11,3.3,1.06,5,Stop Loss,18
2021-08-19,18:30:00,Thursday,Sell,1780.47,1784.48,4.01,4.25,1.06,2,Stop Loss,18
2019-02-13,18:30:00,Wednesday,Sell,1310.42,1318.22,7.8,8.26,1.06,11,Stop Loss,18
2020-04-08,18:30:00,Wednesday,Sell,1648.42,1652.85,4.43,4.69,1.06,1,Stop Loss,18
2022-09-06,18:30:00,Tuesday,Sell,1700.71,1709.6,8.89,9.42,1.06,6,Stop Loss,18
