date,time,day_of_week,type,entry,stop_loss,distance,max_profit,reward_risk,candles_held,close_reason,hour
2013-09-23,13:30:00,Monday,Buy,1323.43,1316.92,6.51,6.77,1.04,5,Stop Loss,13
2010-10-18,13:30:00,Monday,Buy,1366.4,1358.2,8.2,8.5,1.04,6,Stop Loss,13
2014-03-21,13:30:00,Friday,Buy,1337.13,1336.02,1.11,1.17,1.05,1,Stop Loss,13
2018-11-01,13:30:00,Thursday,Buy,1229.49,1222.11,7.38,7.76,1.05,29,Stop Loss,13
2020-10-05,13:30:00,Monday,Buy,1908.96,1897.42,11.54,12.18,1.06,8,Stop Loss,13
2023-03-14,13:30:00,Tuesday,Buy,1902.42,1895.08,7.34,7.81,1.06,5,Stop Loss,13
2023-03-23,13:30:00,Thursday,Buy,1984.16,1966.24,17.92,19.07,1.06,11,Stop Loss,13
2022-10-18,13:30:00,Tuesday,Buy,1652.08,1649.94,2.14,2.27,1.06,1,Stop Loss,13
2018-10-29,13:30:00,Monday,Buy,1229.97,1228.31,1.66,1.76,1.06,1,Stop Loss,13
2022-10-05,13:30:00,Wednesday,Buy,1708.53,1702.8,5.73,6.13,1.07,1,Stop Loss,13
2010-03-15,13:30:00,Monday,Buy,1105.54,1102.8,2.74,2.96,1.08,1,Stop Loss,13
2019-10-09,13:30:00,Wednesday,Buy,1507.85,1499.53,8.32,9.11,1.09,6,Stop Loss,13
2024-08-01,13:30:00,Thursday,Buy,2453.58,2431.7,21.88,23.96,1.1,7,Stop Loss,13
2023-10-16,13:30:00,Monday,Buy,1918.08,1914.1,3.98,4.6,1.16,3,Stop Loss,13
2024-06-20,13:30:00,Thursday,Buy,2349.41,2333.19,16.22,19.21,1.18,7,Stop Loss,13
2017-10-30,13:30:00,Monday,Buy,1273.67,1269.43,4.24,5.05,1.19,7,Stop Loss,13
2023-05-04,13:30:00,Thursday,Buy,2044.42,2031.75,12.67,15.09,1.19,6,Stop Loss,13
2017-10-25,13:30:00,Wednesday,Buy,1276.01,1270.68,5.33,6.39,1.2,7,Stop Loss,13
