date,time,day_of_week,type,entry,stop_loss,distance,max_profit,reward_risk,candles_held,close_reason,hour
2017-10-10,17:30:00,Tuesday,Sell,1289.24,1294.33,5.09,5.12,1.01,9,Stop Loss,17
2012-09-28,17:30:00,Friday,Sell,1771.15,1778.95,7.8,7.9,1.01,5,Stop Loss,17
2024-04-12,17:30:00,Friday,Sell,2354.86,2431.58,76.72,77.78,1.01,152,Stop Loss,17
2012-10-26,17:30:00,Friday,Sell,1711.88,1719.02,7.14,7.27,1.02,16,Stop Loss,17
2023-06-19,17:30:00,Monday,Sell,1949.37,1953.55,4.18,4.32,1.03,2,Stop Loss,17
2024-03-15,17:30:00,Friday,Sell,2156.51,2166.81,10.3,10.56,1.03,19,Stop Loss,17
2018-10-17,17:30:00,Wednesday,Sell,1224.18,1229.61,5.43,5.62,1.03,6,Stop Loss,17
2014-10-23,17:30:00,Thursday,Sell,1228.91,1235.21,6.3,6.54,1.04,17,Stop Loss,17
2023-05-12,17:30:00,Friday,Sell,2014.22,2021.67,7.45,7.79,1.05,5,Stop Loss,17
2011-03-16,17:30:00,Wednesday,Sell,1396.7,1406.45,9.75,10.25,1.05,8,Stop Loss,17
2013-10-31,17:30:00,Thursday,Sell,1323.25,1326.72,3.47,3.74,1.08,3,Stop Loss,17
2016-03-14,17:30:00,Monday,Sell,1238.29,1250.08,11.79,12.77,1.08,13,Stop Loss,17
2023-05-18,17:30:00,Thursday,Sell,1958.22,1962.18,3.96,4.28,1.08,3,Stop Loss,17
2009-03-09,17:30:00,Monday,Sell,914.79,936.34,21.55,23.46,1.09,23,Stop Loss,17
2024-08-06,17:30:00,Tuesday,Sell,2391.59,2403.23,11.64,12.65,1.09,5,Stop Loss,17
2009-10-20,17:30:00,Tuesday,Sell,1055.65,1062.85,7.2,7.95,1.1,6,Stop Loss,17
2020-03-18,17:30:00,Wednesday,Sell,1488.18,1518.49,30.31,33.72,1.11,17,Stop Loss,17
2024-06-28,17:30:00,Friday,Sell,2326.55,2333.82,7.27,8.15,1.12,5,Stop Loss,17
2012-10-23,17:30:00,Tuesday,Sell,1708.79,1713.26,4.47,5.03,1.13,2,Stop Loss,17
2024-03-25,17:30:00,Monday,Sell,2174.44,2180.58,6.14,6.92,1.13,4,Stop Loss,17
2017-03-14,17:30:00,Tuesday,Sell,1202.86,1207.73,4.87,5.64,1.16,7,Stop Loss,17
2016-10-20,17:30:00,Thursday,Sell,1266.71,1271.61,4.9,5.67,1.16,11,Stop Loss,17
2024-05-07,17:30:00,Tuesday,Sell,2313.77,2322.57,8.8,10.24,1.16,11,Stop Loss,17
2024-06-07,17:30:00,Friday,Sell,2305.18,2321.21,16.03,18.54,1.16,17,Stop Loss,17
2010-03-17,17:30:00,Wednesday,Sell,1123.35,1127.65,4.3,5.05,1.17,5,Stop Loss,17
2015-10-19,17:30:00,Monday,Sell,1172.45,1176.83,4.38,5.18,1.18,5,Stop Loss,17
2024-06-21,17:30:00,Friday,Sell,2318.99,2340.66,21.67,25.49,1.18,46,Stop Loss,17
2020-03-13,17:30:00,Friday,Sell,1522.04,1582.03,59.99,70.96,1.18,39,Stop Loss,17
