date,time,day_of_week,type,entry,stop_loss,distance,max_profit,reward_risk,candles_held,close_reason,hour
2014-06-11,10:30:00,Wednesday,Buy,1262.58,1259.99,2.59,2.6,1.0,2,Stop Loss,10
2021-05-05,10:30:00,Wednesday,Buy,1778.51,1773.87,4.64,4.68,1.01,1,Stop Loss,10
2015-06-19,10:30:00,Friday,Buy,1201.1,1198.1,3.0,3.03,1.01,4,Stop Loss,10
2019-07-30,10:30:00,Tuesday,Buy,1428.42,1422.55,5.87,5.93,1.01,8,Stop Loss,10
2017-08-29,10:30:00,Tuesday,Buy,1320.2,1316.29,3.91,3.93,1.01,2,Stop Loss,10
2011-02-02,10:30:00,Wednesday,Buy,1337.45,1335.25,2.2,2.25,1.02,1,Stop Loss,10
2014-07-23,10:30:00,Wednesday,Buy,1307.9,1304.74,3.16,3.22,1.02,1,Stop Loss,10
2018-08-30,10:30:00,Thursday,Buy,1203.47,1200.31,3.16,3.22,1.02,1,Stop Loss,10
2012-01-09,10:30:00,Monday,Buy,1617.11,1612.19,4.92,5.0,1.02,1,Stop Loss,10
2013-12-20,10:30:00,Friday,Buy,1195.49,1191.5,3.99,4.08,1.02,1,Stop Loss,10
2011-05-23,10:30:00,Monday,Buy,1509.18,1504.75,4.43,4.52,1.02,1,Stop Loss,10
2018-05-03,10:30:00,Thursday,Buy,1312.45,1306.17,6.28,6.39,1.02,19,Stop Loss,10
2010-03-29,10:30:00,Monday,Buy,1110.74,1106.94,3.8,3.9,1.03,2,Stop Loss,10
2016-07-19,10:30:00,Tuesday,Buy,1332.31,1326.4,5.91,6.1,1.03,6,Stop Loss,10
2017-01-25,10:30:00,Wednesday,Buy,1204.13,1200.68,3.45,3.55,1.03,1,Stop Loss,10
2018-04-24,10:30:00,Tuesday,Buy,1327.07,1324.22,2.85,2.94,1.03,1,Stop Loss,10
2012-08-07,10:30:00,Tuesday,Buy,1613.55,1609.0,4.55,4.75,1.04,3,Stop Loss,10
2014-08-28,10:30:00,Thursday,Buy,1290.85,1285.55,5.3,5.53,1.04,6,Stop Loss,10
2015-01-20,10:30:00,Tuesday,Buy,1291.3,1275.73,15.57,16.19,1.04,25,Stop Loss,10
2022-05-26,10:30:00,Thursday,Buy,1845.87,1842.55,3.32,3.48,1.05,1,Stop Loss,10
2017-08-11,10:30:00,Friday,Buy,1287.77,1283.68,4.09,4.28,1.05,1,Stop Loss,10
2019-01-08,10:30:00,Tuesday,Buy,1283.64,1281.35,2.29,2.4,1.05,1,Stop Loss,10
2020-07-13,10:30:00,Monday,Buy,1808.32,1803.63,4.69,4.98,1.06,2,Stop Loss,10
2022-12-06,10:30:00,Tuesday,Buy,1773.94,1767.5,6.44,6.83,1.06,2,Stop Loss,10
2011-03-02,10:30:00,Wednesday,Buy,1433.75,1427.45,6.3,6.7,1.06,5,Stop Loss,10
2013-04-08,10:30:00,Monday,Buy,1577.29,1575.75,1.54,1.63,1.06,1,Stop Loss,10
2023-12-07,10:30:00,Thursday,Buy,2033.7,2028.01,5.69,6.13,1.08,1,Stop Loss,10
2020-06-02,10:30:00,Tuesday,Buy,1739.62,1734.49,5.13,5.55,1.08,2,Stop Loss,10
2015-05-20,10:30:00,Wednesday,Buy,1208.0,1203.03,4.97,5.38,1.08,7,Stop Loss,10
2025-02-05,10:30:00,Wednesday,Buy,2867.92,2854.65,13.27,14.3,1.08,6,Stop Loss,10
2019-02-08,10:30:00,Friday,Buy,1311.32,1307.48,3.84,4.21,1.1,6,Stop Loss,10
2014-09-15,10:30:00,Monday,Buy,1235.07,1231.98,3.09,3.42,1.11,2,Stop Loss,10
2011-09-05,10:30:00,Monday,Buy,1896.73,1875.1,21.63,24.07,1.11,5,Stop Loss,10
2019-12-13,10:30:00,Friday,Buy,1471.29,1465.45,5.84,6.48,1.11,2,Stop Loss,10
2012-08-02,10:30:00,Thursday,Buy,1606.8,1599.3,7.5,8.36,1.11,1,Stop Loss,10
2020-09-16,10:30:00,Wednesday,Buy,1964.65,1956.72,7.93,8.9,1.12,2,Stop Loss,10
2021-04-07,10:30:00,Wednesday,Buy,1737.81,1735.83,1.98,2.22,1.12,1,Stop Loss,10
2016-11-21,10:30:00,Monday,Buy,1214.9,1212.52,2.38,2.67,1.12,1,Stop Loss,10
2024-11-28,10:30:00,Thursday,Buy,2647.66,2634.3,13.36,15.03,1.13,4,Stop Loss,10
2011-03-09,10:30:00,Wednesday,Buy,1430.1,1424.65,5.45,6.15,1.13,2,Stop Loss,10
2013-09-18,10:30:00,Wednesday,Buy,1302.01,1297.86,4.15,4.69,1.13,1,Stop Loss,10
2016-06-02,10:30:00,Thursday,Buy,1215.41,1213.5,1.91,2.15,1.13,1,Stop Loss,10
2021-01-29,10:30:00,Friday,Buy,1857.66,1841.88,15.78,17.83,1.13,3,Stop Loss,10
2010-01-13,10:30:00,Wednesday,Buy,1131.74,1126.04,5.7,6.5,1.14,2,Stop Loss,10
2012-11-29,10:30:00,Thursday,Buy,1724.15,1717.71,6.44,7.37,1.14,8,Stop Loss,10
2024-02-20,10:30:00,Tuesday,Buy,2026.18,2018.61,7.57,8.61,1.14,17,Stop Loss,10
2021-07-23,10:30:00,Friday,Buy,1802.55,1800.47,2.08,2.38,1.14,1,Stop Loss,10
2020-11-06,10:30:00,Friday,Buy,1951.37,1938.97,12.4,14.11,1.14,7,Stop Loss,10
2025-01-16,10:30:00,Thursday,Buy,2707.77,2693.02,14.75,16.81,1.14,10,Stop Loss,10
2019-11-15,10:30:00,Friday,Buy,1465.56,1462.08,3.48,3.98,1.14,6,Stop Loss,10
2020-05-20,10:30:00,Wednesday,Buy,1749.33,1745.88,3.45,3.93,1.14,1,Stop Loss,10
2021-12-13,10:30:00,Monday,Buy,1786.97,1783.0,3.97,4.52,1.14,1,Stop Loss,10
2024-11-13,10:30:00,Wednesday,Buy,2609.16,2600.73,8.43,9.58,1.14,2,Stop Loss,10
