date,time,day_of_week,type,entry,stop_loss,distance,max_profit,reward_risk,candles_held,close_reason,distance_rounded
2014-07-25,18:30:00,Friday,Buy,1302.46,1292.9,9.6,9.61,1.01,17,Stop Loss,9
2020-11-30,06:30:00,Monday,Buy,1774.24,1765.03,9.2,9.39,1.02,1,Stop Loss,9
2011-10-26,17:30:00,Wednesday,Buy,1718.9,1709.91,9.0,9.35,1.04,4,Stop Loss,9
2020-08-20,22:30:00,Thursday,Buy,1946.39,1937.33,9.1,9.45,1.04,3,Stop Loss,9
2021-08-09,06:30:00,Monday,Buy,1742.47,1732.96,9.5,10.09,1.06,3,Stop Loss,9
2010-10-07,05:30:00,Thursday,Buy,1355.0,1345.85,9.2,9.85,1.08,2,Stop Loss,9
2021-07-06,06:30:00,Tuesday,Buy,1804.09,1794.16,9.9,10.81,1.09,3,Stop Loss,9
2024-05-06,09:30:00,Monday,Buy,2321.29,2311.42,9.9,10.71,1.09,7,Stop Loss,9
2025-08-07,21:30:00,Thursday,Buy,3396.72,3387.01,9.7,10.56,1.09,1,Stop Loss,9
2020-10-22,17:30:00,Thursday,Buy,1903.71,1894.19,9.5,10.44,1.1,8,Stop Loss,9
2018-06-05,18:30:00,Tuesday,Buy,1299.3,1290.28,9.0,9.91,1.1,47,Stop Loss,9
2010-05-07,14:30:00,Friday,Buy,1202.19,1192.34,9.8,11.2,1.14,1,Stop Loss,9
2009-10-19,17:30:00,Monday,Buy,1057.35,1048.1,9.2,10.55,1.14,11,Stop Loss,9
2022-11-09,14:30:00,Wednesday,Buy,1711.85,1702.75,9.1,10.42,1.15,2,Stop Loss,9
2015-05-04,14:30:00,Monday,Buy,1189.33,1180.22,9.1,10.53,1.16,18,Stop Loss,9
2022-08-04,14:30:00,Thursday,Buy,1783.61,1773.97,9.6,11.24,1.17,6,Stop Loss,9
2020-05-19,18:30:00,Tuesday,Buy,1742.93,1733.68,9.2,10.87,1.18,10,Stop Loss,9
2013-02-04,18:30:00,Monday,Buy,1674.73,1665.6,9.1,10.82,1.19,17,Stop Loss,9
2024-11-19,18:30:00,Tuesday,Buy,2630.26,2620.61,9.7,11.54,1.2,4,Stop Loss,9
2023-07-07,13:30:00,Friday,Buy,1923.4,1913.92,9.5,11.44,1.21,6,Stop Loss,9
2010-07-13,10:30:00,Tuesday,Buy,1206.35,1197.04,9.3,11.55,1.24,19,Stop Loss,9
2024-03-08,22:30:00,Friday,Buy,2177.3,2168.02,9.3,11.62,1.25,10,Stop Loss,9
2025-08-08,05:30:00,Friday,Buy,3392.37,3382.9,9.5,11.81,1.25,2,Stop Loss,9
2016-11-03,13:30:00,Thursday,Buy,1295.0,1285.36,9.6,12.07,1.25,11,Stop Loss,9
2020-08-06,22:30:00,Thursday,Buy,2062.76,2053.22,9.5,12.22,1.28,2,Stop Loss,9
2016-11-14,18:30:00,Monday,Buy,1220.75,1211.21,9.5,12.17,1.28,19,Stop Loss,9
2014-05-21,22:30:00,Wednesday,Buy,1291.96,1282.95,9.0,11.65,1.29,20,Stop Loss,9
2020-03-11,01:30:00,Wednesday,Buy,1658.41,1648.51,9.9,12.74,1.29,4,Stop Loss,9
2023-01-19,18:30:00,Thursday,Buy,1925.06,1915.49,9.6,12.36,1.29,11,Stop Loss,9
2009-04-23,18:30:00,Thursday,Buy,906.24,896.8,9.4,12.31,1.3,14,Stop Loss,9
2014-02-14,14:30:00,Friday,Buy,1319.57,1310.05,9.5,12.42,1.3,19,Stop Loss,9
2022-06-07,10:30:00,Tuesday,Buy,1847.42,1838.11,9.3,12.09,1.3,19,Stop Loss,9
2009-12-10,14:30:00,Thursday,Buy,1130.1,1120.8,9.3,12.15,1.31,7,Stop Loss,9
2013-05-16,14:30:00,Thursday,Buy,1380.73,1371.51,9.2,12.2,1.32,6,Stop Loss,9
2022-09-27,01:30:00,Tuesday,Buy,1630.27,1621.11,9.2,12.05,1.32,8,Stop Loss,9
2013-06-12,14:30:00,Wednesday,Buy,1382.74,1373.78,9.0,12.04,1.34,24,Stop Loss,9
2019-12-03,10:30:00,Tuesday,Buy,1470.31,1460.36,9.9,13.66,1.37,20,Stop Loss,9
2012-02-02,14:30:00,Thursday,Buy,1750.12,1740.67,9.4,12.95,1.37,6,Stop Loss,9
2015-02-25,02:30:00,Wednesday,Buy,1209.73,1200.16,9.6,13.38,1.4,24,Stop Loss,9
2012-03-30,18:30:00,Friday,Buy,1669.42,1659.47,9.9,13.93,1.4,13,Stop Loss,9
2021-05-28,18:30:00,Friday,Buy,1902.35,1892.47,9.9,14.12,1.43,11,Stop Loss,9
2013-06-11,18:30:00,Tuesday,Buy,1380.55,1370.81,9.7,14.23,1.46,29,Stop Loss,9
2020-06-04,10:30:00,Thursday,Buy,1707.49,1697.64,9.8,14.34,1.46,7,Stop Loss,9
2016-07-08,18:30:00,Friday,Buy,1360.58,1350.72,9.9,14.46,1.47,5,Stop Loss,9
2013-05-03,02:30:00,Friday,Buy,1473.96,1464.55,9.4,14.04,1.49,3,Stop Loss,9
2011-08-22,22:30:00,Monday,Buy,1897.45,1887.68,9.8,14.65,1.5,3,Stop Loss,9
2022-07-22,10:30:00,Friday,Buy,1724.37,1714.71,9.7,14.83,1.54,8,Stop Loss,9
2023-09-18,17:30:00,Monday,Buy,1932.27,1922.53,9.7,15.07,1.55,16,Stop Loss,9
2025-07-31,05:30:00,Thursday,Buy,3299.82,3290.2,9.6,14.96,1.56,3,Stop Loss,9
2024-10-24,05:30:00,Thursday,Buy,2729.03,2719.93,9.1,14.16,1.56,7,Stop Loss,9
2025-02-25,22:30:00,Tuesday,Buy,2915.05,2905.48,9.6,15.0,1.57,4,Stop Loss,9
2018-09-11,18:30:00,Tuesday,Buy,1197.52,1187.98,9.5,15.03,1.58,71,Stop Loss,9
2022-05-26,14:30:00,Thursday,Buy,1849.4,1840.31,9.1,14.42,1.59,19,Stop Loss,9
2012-04-23,18:30:00,Monday,Buy,1634.55,1625.4,9.2,14.65,1.6,12,Stop Loss,9
2020-04-16,10:30:00,Thursday,Buy,1722.95,1713.11,9.8,15.7,1.6,2,Stop Loss,9
2013-10-25,13:30:00,Friday,Buy,1346.03,1336.29,9.7,15.67,1.61,20,Stop Loss,9
2015-05-28,18:30:00,Thursday,Buy,1189.24,1179.92,9.3,14.99,1.61,24,Stop Loss,9
2020-10-21,01:30:00,Wednesday,Buy,1915.19,1905.49,9.7,16.1,1.66,9,Stop Loss,9
2024-04-24,13:30:00,Wednesday,Buy,2321.4,2311.79,9.6,15.93,1.66,4,Stop Loss,9
2017-11-14,18:30:00,Tuesday,Buy,1282.65,1272.8,9.8,16.45,1.67,70,Stop Loss,9
2020-01-24,18:30:00,Friday,Buy,1572.91,1563.75,9.2,15.5,1.69,14,Stop Loss,9
2024-07-24,05:30:00,Wednesday,Buy,2416.19,2406.87,9.3,15.76,1.69,4,Stop Loss,9
2025-03-07,06:30:00,Friday,Buy,2913.6,2903.68,9.9,16.75,1.69,3,Stop Loss,9
2021-07-29,02:30:00,Thursday,Buy,1815.63,1805.68,9.9,16.86,1.69,15,Stop Loss,9
2024-03-08,10:30:00,Friday,Buy,2168.6,2158.72,9.9,16.78,1.7,1,Stop Loss,9
2025-01-06,10:30:00,Monday,Buy,2633.86,2624.86,9.0,15.48,1.72,1,Stop Loss,9
2025-03-13,21:30:00,Thursday,Buy,2988.28,2978.66,9.6,16.51,1.72,5,Stop Loss,9
2014-12-18,02:30:00,Thursday,Buy,1197.35,1187.99,9.4,16.36,1.75,16,Stop Loss,9
2021-03-10,18:30:00,Wednesday,Buy,1723.4,1714.08,9.3,16.39,1.76,9,Stop Loss,9
