date,time,day_of_week,type,entry,stop_loss,distance,max_profit,reward_risk,candles_held,close_reason,distance_rounded
2013-12-18,22:30:00,Wednesday,Sell,1217.69,1243.79,26.1,38.83,1.49,57,Stop Loss,26
2016-10-04,13:30:00,Tuesday,Sell,1284.5,1310.53,26.0,43.23,1.66,153,Stop Loss,26
2011-10-04,13:30:00,Tuesday,Sell,1644.65,1670.9,26.2,49.2,1.87,24,Stop Loss,26
2013-06-26,10:30:00,Wednesday,Sell,1228.94,1254.94,26.0,48.79,1.88,20,Stop Loss,26
2011-05-04,18:30:00,Wednesday,Sell,1514.65,1540.8,26.1,52.6,2.01,120,Stop Loss,26
2025-06-24,05:30:00,Tuesday,Sell,3331.65,3357.78,26.1,84.81,3.25,32,Stop Loss,26
2024-11-25,02:30:00,Monday,Sell,2694.94,2721.48,26.5,89.81,3.38,78,Stop Loss,26
2013-11-08,14:30:00,Friday,Sell,1287.25,1313.95,26.7,108.39,4.06,404,Stop Loss,26
2016-11-11,14:30:00,Friday,Sell,1235.48,1262.08,26.6,112.97,4.25,441,Stop Loss,26
2025-07-23,17:30:00,Wednesday,Sell,3393.06,3419.99,26.9,125.17,4.65,157,Stop Loss,26
2013-06-19,22:30:00,Wednesday,Sell,1350.67,1376.68,26.0,170.52,6.56,252,Stop Loss,26
2015-04-30,14:30:00,Thursday,Sell,1181.0,1207.33,26.3,11.6,SL,54,Stop Loss,26
2020-03-18,09:30:00,Wednesday,Sell,1493.57,1519.75,26.2,0.87,SL,1,Stop Loss,26
2020-12-09,18:30:00,Wednesday,Sell,1825.19,1851.2,26.0,6.62,SL,23,Stop Loss,26
2024-08-15,13:30:00,Thursday,Sell,2444.2,2470.23,26.0,0.0,SL,6,Stop Loss,26
2024-10-08,17:30:00,Tuesday,Sell,2614.2,2640.57,26.4,12.39,SL,15,Stop Loss,26
2025-07-07,01:30:00,Monday,Sell,3316.3,3342.79,26.5,19.98,SL,6,Stop Loss,26
