date,time,day_of_week,type,entry,stop_loss,distance,max_profit,reward_risk,candles_held,close_reason,distance_rounded
2020-03-18,17:30:00,Wednesday,Sell,1488.18,1518.49,30.31,33.72,1.11,17,Stop Loss,30
2016-06-16,18:30:00,Thursday,Sell,1285.13,1315.68,30.55,35.02,1.15,33,Stop Loss,30
2025-07-30,13:30:00,Wednesday,Sell,3302.91,3333.12,30.21,35.02,1.16,12,Stop Loss,30
2025-04-07,13:30:00,Monday,Sell,3015.22,3046.18,30.96,59.0,1.91,11,Stop Loss,30
2024-11-25,06:30:00,Monday,Sell,2666.61,2697.5,30.89,61.48,1.99,71,Stop Loss,30
2020-08-11,18:30:00,Tuesday,Sell,1925.17,1955.9,30.73,62.68,2.04,12,Stop Loss,30
2020-05-18,14:30:00,Monday,Sell,1734.94,1765.3,30.36,64.59,2.13,155,Stop Loss,30
2025-05-16,01:30:00,Friday,Sell,3221.93,3252.22,30.29,67.9,2.24,15,Stop Loss,30
2012-11-28,14:30:00,Wednesday,Sell,1709.8,1740.6,30.8,663.57,21.54,11350,Stop Loss,30
2011-12-13,22:30:00,Tuesday,Sell,1630.9,1660.9,30.0,108.4,3.61,119,Stop Loss,30
2013-06-07,14:30:00,Friday,Sell,1386.7,1417.3,30.6,206.55,6.75,342,Stop Loss,30
2011-08-11,18:30:00,Thursday,Sell,1739.3,1769.55,30.25,16.2,SL,14,Stop Loss,30
2011-10-18,13:30:00,Tuesday,Sell,1630.75,1661.55,30.8,4.1,SL,2,Stop Loss,30
2021-06-03,14:30:00,Thursday,Sell,1867.44,1898.24,30.8,12.48,SL,14,Stop Loss,30
2021-08-09,02:30:00,Monday,Sell,1734.23,1764.75,30.52,16.67,SL,27,Stop Loss,30
2024-06-07,13:30:00,Friday,Sell,2309.19,2339.48,30.29,22.55,SL,18,Stop Loss,30
2025-05-08,09:30:00,Thursday,Sell,3331.74,3362.01,30.27,1.41,SL,1,Stop Loss,30
2025-07-30,21:30:00,Wednesday,Sell,3274.54,3305.04,30.5,1.03,SL,3,Stop Loss,30
2025-09-18,13:30:00,Thursday,Sell,3641.86,3672.64,30.78,9.66,SL,7,Stop Loss,30
