date,time,day_of_week,type,entry,stop_loss,distance,max_profit,reward_risk,candles_held,close_reason,distance_rounded
2025-08-26,01:30:00,Tuesday,Buy,3376.87,3351.2,25.67,454.44,17.7,147,End of Data,25
2025-06-02,09:30:00,Monday,Buy,3348.46,3323.35,25.11,54.77,2.18,26,Stop Loss,25
2011-11-28,02:30:00,Monday,Buy,1705.27,1679.75,25.52,57.73,2.26,62,Stop Loss,25
2023-05-02,17:30:00,Tuesday,Buy,2012.43,1986.59,25.84,67.05,2.59,60,Stop Loss,25
2020-12-28,14:30:00,Monday,Buy,1893.87,1868.8,25.07,65.46,2.61,48,Stop Loss,25
2023-01-06,18:30:00,Friday,Buy,1868.82,1843.35,25.47,90.79,3.56,161,Stop Loss,25
2022-07-21,14:30:00,Thursday,Buy,1706.01,1680.54,25.47,101.74,3.99,240,Stop Loss,25
2025-02-04,14:30:00,Tuesday,Buy,2838.76,2812.85,25.91,992.55,38.31,1008,End of Data,25
2024-10-10,13:30:00,Thursday,Buy,2626.75,2601.61,25.14,163.33,6.5,137,Stop Loss,25
2011-08-09,18:30:00,Tuesday,Buy,1745.1,1719.85,25.25,167.0,6.61,70,Stop Loss,25
2011-08-09,02:30:00,Tuesday,Buy,1740.35,1714.8,25.55,171.75,6.72,74,Stop Loss,25
2011-09-27,05:30:00,Tuesday,Buy,1653.5,1627.65,25.85,23.8,SL,9,Stop Loss,25
2011-09-27,09:30:00,Tuesday,Buy,1671.45,1646.0,25.45,4.45,SL,2,Stop Loss,25
2011-09-30,01:30:00,Friday,Buy,1638.57,1612.75,25.82,0.63,SL,3,Stop Loss,25
2022-03-10,10:30:00,Thursday,Buy,1999.59,1974.01,25.58,9.4,SL,7,Stop Loss,25
2022-12-01,14:30:00,Thursday,Buy,1801.71,1776.14,25.57,8.14,SL,13,Stop Loss,25
2025-04-02,01:30:00,Wednesday,Buy,3133.28,3107.41,25.87,8.64,SL,5,Stop Loss,25
2025-05-07,13:30:00,Wednesday,Buy,3394.5,3368.99,25.51,3.29,SL,2,Stop Loss,25
